Id,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,IsPartner,IsCustomerPortal,ChannelProgramName,ChannelProgramLevelName,Jigsaw,JigsawCompanyId,AccountSource,SicDesc,OrderApi__Account_Email__c,OrderApi__Annual_Engagement_Score__c,OrderApi__Disable_Badge_Flow_down__c,OrderApi__Lifetime_Engagement_Score__c,OrderApi__Outstanding_Credits__c,OrderApi__Price_Rules_Usages__c,OrderApi__Primary_Contact__c,CPBase__Restrict_Assignment_Visibility__c,DonorApi__Accepts_Unsolicited_Proposals__c,DonorApi__Active_Recurring_Gift__c,DonorApi__Annual_Giving_Total__c,DonorApi__Auto_Calculate_Household_Greetings__c,DonorApi__Classification__c,DonorApi__Do_Not_Solicit__c,DonorApi__First_Gift_Date__c,DonorApi__Funding_Cycle__c,DonorApi__Gift_Opportunities__c,DonorApi__Gifts_Outstanding__c,DonorApi__Gifts_Received__c,DonorApi__Gifts_Value__c,DonorApi__Gives_Anonymously__c,DonorApi__Has_Open_Gift_Opportunity__c,DonorApi__Household_Default_Greeting_Type__c,DonorApi__Household_Default_Greeting__c,DonorApi__Household_Email__c,DonorApi__Household_Formal_Greeting__c,DonorApi__Household_Informal_Greeting__c,DonorApi__Largest_Gift__c,DonorApi__Last_Gift_Amount__c,DonorApi__Last_Gift_Date__c,DonorApi__Matches_Employee_Giving__c,DonorApi__Next_Funding_Cycle_Month__c,DonorApi__Num_Open_Gift_Opportunities__c,DonorApi__Organizational_Recognition_Name__c,DonorApi__Primary_Relationship_Manager__c,OrderApi__Restrict_Assignment_Visibility__c,OrderApi__Privacy_Settings__c,BillingStateCode,BillingCountryCode,ShippingStateCode,ShippingCountryCode,GDO_Data_Type__c,DirectoryApi__Directory_Opt_Out__c,Facebook_Account_Name__c,Membership_Types__c,GDO_Directory_Image__c,GDO_Data_Region__c,Member_Since__c,Membership_Type__c,Budget_Cycle__c,MasterRecord.Id,Parent.Id,OrderApi__Primary_Contact__r.Id,DonorApi__Primary_Relationship_Manager__r.Id
0014W000025FRlwQAG,,FON-Farm Association of Europe,Non-Member,,,,,,,,,,,,,,,,,,+41 45 286 6605,,0014W000025AFhFQAW,,/services/images/photo/0014W000025FRlwQAG,,Agriculture,,,,,,,,false,false,,,,,,,jacobbrown@mailinator.com,0,false,0,,"{""a1C1I000000DSObUAO"":1,""a1C1I000000DSOnUAO"":1,""a1C1I000000DSOlUAO"":1,""a1C1I000000DSOiUAO"":1,""a1C1I000000DSOtUAO"":2,""a1C1I000000DSOkUAO"":1,""a1C1I000000DSOgUAO"":2,""a1C1I000000DSOLUA4"":2,""a1C1I000000DSQXUA4"":2,""a1C1I000000DSQHUA4"":1,""a1C1I000000DSP8UAO"":1,""a1C1I000000DSP4UAO"":1,""a1C1I000000DSP1UAO"":1,""a1C1I000000DSOyUAO"":1,""a1C1I000000DSOwUAO"":1,""a1C1I000000DSOUUA4"":1,""a1C1I000000DSOxUAO"":1,""a1C1I000000DSOzUAO"":1,""a1C1I000000DSP3UAO"":1,""a1C1I000000DSP5UAO"":1,""a1C1I000000DSOvUAO"":1,""a1C1I000000DSQUUA4"":2,""a1C1I000000DSQKUA4"":1,""a1C1I000000DSOfUAO"":2,""a1C1I000000DSOhUAO"":2,""a1C1I000000DSOsUAO"":2,""a1C1I000000DSOZUA4"":1,""a1C1I000000DSOjUAO"":1,""a1C1I000000DSOmUAO"":1,""a1C1I000000DSOoUAO"":1}",0034W00002DpofNQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,Company,false,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D6A0000039vRfUAI/DIgEynKq_farm_association_logo_png,EMEA,2013-08-26,Professional Membership,,,,0034W00002DpofNQAR,
0014W000025FRmPQAW,,FON-Western Hospital,Non-Member,,,,,,,,,,,,,,,,,,,,0014W000025AFhGQAW,western.com,/services/images/photo/0014W000025FRmPQAW,,,,2,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025FRmMQAW,,FON-Western Hospital,Non-Member,,,,,,,,,,,,,,,,,,,,0014W000025AFhHQAW,western.com,/services/images/photo/0014W000025FRmMQAW,,,,2,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025FRmNQAW,,FON-Johnny Co,Non-Member,,,,,,,,,,,,,,,,,,,,0014W000025AFhIQAW,www.thebaseballdad.com,/services/images/photo/0014W000025FRmNQAW,,,,1,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025FRmOQAW,,FON-Johnny Co,Non-Member,,,,,,,,,,,,,,,,,,,,0014W000025AFhJQAW,www.thebaseballdad.com,/services/images/photo/0014W000025FRmOQAW,,,,1,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025FRmSQAW,,FON-234,Non-Member,,,,,,,,,,,,,,,,,,,,0014W000025AFhKQAW,www.tractionrec.com,/services/images/photo/0014W000025FRmSQAW,,,,1,,,"CAT’s Early Learning Program (ELP) uses interactive drama to strengthen literacy, critical thinking, and essential social-emotional skills among pre-k through 2nd grade students. Additionally, the ELP team trains teachers in participant-centered pedagogy and drama strategies to help them meet Common Core Standards and better engage children, including those who are traditionally harder to reach.

In FY2016, with the support of the NYCT Brooke Astor Fund for NYC Education, ELP provided an intensive matrix of professional development workshops, in-class residences and parent workshops to 9 New York City public schools, to bolster literacy skills among high-poverty students. ELP also continued its partnerships with Birch Family Services, educational centers for young people with autism and other developmental disabilities; Homes for the Homeless, a group of Tier II transitional housing shelters for families; and with United Federation of Teachers, providing professional development workshops to its members.",,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/JebCLKEL_234_png&bucket=fonteva-customer-media-secure,,,,,,,,
0014W000025FRmLQAW,,FON-Traction Rec,Non-Member,,,,,,,,,,,,,,,,,,,,0014W000025AFhLQAW,www.tractionrec.com,/services/images/photo/0014W000025FRmLQAW,,,,1,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025FRm7QAG,,FON-Janice Smythe Household,Non-Member,,1 Main Street,Annapolis,Maryland,21401,United States,38.977217,-76.487509,Block,1 Main Street,Annapolis,Maryland,21401,United States,,,,,,,,/services/images/photo/0014W000025FRm7QAG,,,,,,,,,,false,false,,,,,,,,,false,,,,0034W00002DpognQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,MD,US,MD,US,,false,,,,,,,,,,0034W00002DpognQAB,
0014W000025FRmQQAW,,FON-Traction Rec,Non-Member,,,,,,,,,,,,,,,,,,,,0014W000025AFhMQAW,www.tractionrec.com,/services/images/photo/0014W000025FRmQQAW,,,,1,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025FRm8QAG,,FON-John Smithson Household,Non-Member,,353 East 41st Street,Erie,Pennsylvania,16504,United States,42.10119,-80.056452,Address,353 East 41st Street,Erie,Pennsylvania,16504,United States,,,,,,,,/services/images/photo/0014W000025FRm8QAG,,,,,,,,,,false,false,,,,,,,,,false,,,,0034W00002DpogoQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,PA,US,PA,US,,false,,,,,,,,,,0034W00002DpogoQAB,
0014W000025FRmXQAW,,FON-APPTTUS STOREFRONT: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,,0014W000025AFhNQAW,,/services/images/photo/0014W000025FRmXQAW,,,,,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025FRmYQAW,,FON-APPTTUS STOREFRONT: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRmYQAW,,,,,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025FRmZQAW,,FON-INTERNATIONAL ASSOCIATION: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRmZQAW,,,,,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025FRmaQAG,,FON-INTERNATIONAL ASSOCIATION: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRmaQAG,,,,,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025FRmbQAG,,FON-APPTTUS STOREFRONT: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRmbQAG,,,,,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025FRmcQAG,,FON-APPTTUS STOREFRONT: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRmcQAG,,,,,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025FRmdQAG,,FON-APPTTUS STOREFRONT: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRmdQAG,,,,,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025FRmeQAG,,FON-APPTTUS STOREFRONT: AUTH PROVIDER DEFAULT ACCOUNT,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRmeQAG,,,,,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025FRkTQAW,,FON-Tom Jerry Person,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRkTQAW,,,,,,,,,,false,true,,,,,,,tj@mailinator.com,,false,,,"{""a1C6A000001Bn7cUAC"":1,""a1C6A000001Bn7WUAS"":1}",0034W00002DpociQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpociQAB,
0014W000025FRl6QAG,,FON-Tory Kenton Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRl6QAG,,,,,,,,,,false,true,,,,,,,tkenton@mailinator.com,0,false,100,,"{""a1C4W00000845LAUAY"":4,""a1C6A000001Bn7aUAC"":2,""a1C6A000001Bn7bUAC"":4,""a1C4W00000845KoUAI"":8}",0034W00002DpodcQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,FON_Company Membership,,,,,,,,0034W00002DpodcQAB,
0014W000025FRkuQAG,,FON-Adam Sandler Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRkuQAG,,,,,,,,,,false,true,,,,,,,asandler@mailinator.com,,false,,,"{""a1C6A000001Bn7bUAC"":1}",0034W00002DpodTQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,FON_Associate Membership,,,,,,,,0034W00002DpodTQAR,
0014W000025FRkvQAG,,FON-Anthony Brown Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRkvQAG,,,,,,,,,,false,true,,,,,,,abrown@mailinator.com,,false,,,,0034W00002DpodUQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodUQAR,
0014W000025FRkwQAG,,FON-Jason Thompson Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRkwQAG,,,,,,,,,,false,true,,,,,,,jthompson@mailinator.com,,false,,,,0034W00002DpodVQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodVQAR,
0014W000025FRkxQAG,,FON-Matthew Byers Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRkxQAG,,,,,,,,,,false,true,,,,,,,mbyers@mailinator.com,,false,,,,0034W00002DpodWQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodWQAR,
0014W000025FRkyQAG,,FON-Lawrence Deegan Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRkyQAG,,,,,,,,,,false,true,,,,,,,ldeegan@mailinator.com,,false,,,,0034W00002DpodXQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodXQAR,
0014W000025FRkzQAG,,FON-Parent Entity,Non-Member,,475 L'Enfant Plaza Southwest,Washington,District of Columbia,20260,United States,38.88388,-77.026504,Address,475 L'Enfant Plaza Southwest,Washington,District of Columbia,20260,United States,,,,+41 25 759 8046,,,,/services/images/photo/0014W000025FRkzQAG,,,,,,,,,,false,true,,,,,,,genevieveball@mailinator.com,0,false,100,,"{""a1C6A000001Bn7QUAS"":1,""a1C6A000001Bn7VUAS"":7,""a1C6A000001Bn7NUAS"":4,""a1C6A000001Bn7OUAS"":6,""a1C6A000001Bn7uUAC"":4,""a1C4W00000845KtUAI"":8,""a1C4W00000845LEUAY"":8}",0034W00002DpogpQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,DC,US,DC,US,,false,,,,,,,,,,0034W00002DpogpQAB,
0014W000025FRm9QAG,,FON-Child Entity,Non-Member,0014W000025FRkzQAG,7003 Glenn Dale Road,Glenn Dale,Maryland,20769,United States,38.986589,-76.818994,Address,7003 Glenn Dale Road,Glenn Dale,Maryland,20769,United States,,,,,,,,/services/images/photo/0014W000025FRm9QAG,,,,,,,,,,false,false,,,,,,,,,false,,,,0034W00002DpogqQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,MD,US,MD,US,,false,,,,,,,,,0014W000025FRkzQAG,0034W00002DpogqQAB,
0014W000025FRmfQAG,,FON - Grandchild Entity,Non-Member,0014W000025FRm9QAG,"4420 Fairfax Drive, Suite 500",Arlington,Virginia,22203,United States,38.881797,-77.114492,Address,"4420 Fairfax Drive, Suite 500",Arlington,Virginia,22203,United States,,,,,,,,/services/images/photo/0014W000025FRmfQAG,,,,,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,VA,US,VA,US,,false,,,,,,,,,0014W000025FRm9QAG,,
0014W000025FRmgQAG,,null FON Overpayment on Invoice Example Person,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRmgQAG,,,,,,,,,,false,false,,,,,,,,,false,,,"{""a1C6A000001Bn7PUAS"":1}",0034W00002DpogyQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpogyQAB,
0014W000025AFgaQAG,,null FON Donation Backend Person,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025AFgaQAG,,,,,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025FRkPQAW,,FON-Partner Account,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRkPQAW,,,,,,,,,,true,false,,,,,,,partner@mailinator.com,,false,,,,0034W00002DpocaQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpocaQAB,
0014W000025AFgbQAG,,FON - Guest Partner Account,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025AFgbQAG,,,,,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025AFgcQAG,,FON - Prospect Individual,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025AFgcQAG,,,,,,,,,,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,,
0014W000025FRlMQAW,,FON-Harry DeGarmo Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRlMQAW,,,,,,,,,,false,true,,,,,,,pdegarmo@mailinator.com,,false,,,"{""a1C4W00000845KjUAI"":4,""a1C6A000001CbbmUAC"":2,""a1C6A000001x2Y3UAI"":2,""a1C4W00000845KiUAI"":4}",0034W00002DpodyQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodyQAB,
0014W000025FRlNQAW,,FON-Donald Ruiz Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRlNQAW,,,,,,,,,,false,true,,,,,,,druiz@mailinator.com,,false,,,,0034W00002DpodzQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodzQAB,
0014W000025FRlOQAW,,FON-David Albricci Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRlOQAW,,,,,,,,,,false,true,,,,,,,dalbricci@mailinator.com,,false,,,,0034W00002Dpoe0QAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002Dpoe0QAB,
0014W000025FRlPQAW,,FON-Lucy Star Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRlPQAW,,,,,,,,,,false,true,,,,,,,lstar@mailinator.com,,false,,,,0034W00002Dpoe1QAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002Dpoe1QAB,
0014W000025FRlQQAW,,FON-Manju Caro Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRlQQAW,,,,,,,,,,false,true,,,,,,,mc@mailinator.com,,false,,,"{""a1C4W00000845KRUAY"":4,""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn4wUAC"":1,""a1C4W00000845LKUAY"":4}",0034W00002Dpoe2QAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002Dpoe2QAB,
0014W000025FRl9QAG,,FON-Sarah Taylor Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRl9QAG,,,,,,,,,,false,true,,,,,,,staylor@mailinator.com,,false,,,"{""a1C4W00000845KlUAI"":4,""a1C6A000001xF6gUAE"":2,""a1C6A000001CbbrUAC"":2,""a1C6A000001w9oeUAA"":2,""a1C4W00000845LGUAY"":4,""a1C4W00000845KOUAY"":4}",0034W00002DpodgQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodgQAB,
0014W000025FRlAQAW,,FON-Julie Walsh Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRlAQAW,,,,,,,,,,false,true,,,,,,,jwalsh@mailinator.com,,false,,,,0034W00002DpodhQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodhQAB,
0014W000025FRmAQAW,,FON-Jonie Lucas Household,Non-Member,,,,,,,,,,,,,,,,,,,,,fonteva.com,/services/images/photo/0014W000025FRmAQAW,,,,,,,,,,false,true,,,,,,,jlucas@mailinator.com,0,false,100,,"{""a1C4W00000845KOUAY"":4,""a1C6A000001w9oeUAA"":2,""a1C6A000001xF6gUAE"":1,""a1C4W00000845KlUAI"":4}",0034W00002Dpoh1QAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,FON_Company Membership,,,,,,,,0034W00002Dpoh1QAB,
0014W000025FRmBQAW,,FON-Helga Vassilis Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRmBQAW,,,,,,,,,,false,false,,,,,,,,,false,,,,0034W00002Dpoh3QAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002Dpoh3QAB,
0014W000025FRlCQAW,,FON-Claire Jones Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRlCQAW,,,,,,,,,,false,true,,,,,,,cjones@mailinator.com,,false,,,"{""a1C6A000001D4zMUAS"":1,""a1C6A000001xF6gUAE"":1,""a1C6A000001w9oeUAA"":1}",0034W00002DpodjQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodjQAB,
0014W000025FRmCQAW,,FON-Nikolaos Koziol Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRmCQAW,,,,,,,,,,false,false,,,,,,,nkoziol@mailinator.com,,false,,,,0034W00002Dpoh4QAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002Dpoh4QAB,
0014W000025AFgdQAG,,Hazel Deegan Person,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025AFgdQAG,,,,,,,,,,false,false,,,,,,,hazeldeegan@mailinator.com,,false,,,,0034W00002Dpoh7QAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002Dpoh7QAB,
0014W000025FRmEQAW,,FON-Dean Winchester Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRmEQAW,,,,,,,,,,false,false,,,,,,,dwinchester@mailinator.com,,false,,,,0034W00002Dpoh8QAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002Dpoh8QAB,
0014W000025FRmFQAW,,FON-Sam Winchester Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRmFQAW,,,,,,,,,,false,false,,,,,,,swinchester@mailinator.com,,false,,,,0034W00002Dpoh9QAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002Dpoh9QAB,
0014W000025FRmGQAW,,FON-Mary Winchester Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRmGQAW,,,,,,,,,,false,false,,,,,,,mwinchester@mailinator.com,,false,,,,0034W00002DpohAQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpohAQAR,
0014W000025FRm6QAG,,FON-Bob Goodman Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRm6QAG,,,,,,,,,,false,false,,,,,,,bgoodman@mailinator.com,,false,,,,0034W00002DpogaQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpogaQAB,
0014W000025FRmHQAW,,FON-Dean Winchester Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRmHQAW,,,,,,,,,,false,false,,,,,,,dwinchester@mailinator.com,,false,,,,0034W00002DpohEQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpohEQAR,
0014W000025FRlDQAW,,FON-Fonteva,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRlDQAW,,,,,,,,,,false,true,,,,,,,,,false,,,,0034W00002DpodlQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodlQAB,
0014W000025FRlEQAW,,FON-William Jeffery Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRlEQAW,,,,,,,,,,false,true,,,,,,,wjeffery@mailinator.com,,false,,,"{""a1C4W00000845KOUAY"":4,""a1C6A000001D4zMUAS"":1,""a1C6A000001w9oeUAA"":1,""a1C4W00000845KlUAI"":4,""a1C4W00000845KmUAI"":4}",0034W00002DpodmQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodmQAB,
