Id,EventApi__Event__c,Name,OrderApi__Active_Assignments__c,OrderApi__Assignment_Inventory__c,OrderApi__Assignment_SObject__c,OrderApi__Assignments_Display_Label__c,OrderApi__Available_Inventory__c,OrderApi__Business_Group__c,OrderApi__Defer_Revenue__c,OrderApi__Deferred_Revenue_Account__c,OrderApi__Deferred_Revenue_Term__c,OrderApi__Description__c,OrderApi__Disable_Scheduling__c,OrderApi__Enable_Assignment_Inventory__c,OrderApi__Enable_Assignments__c,OrderApi__Enable_Item_Class_Inventory__c,OrderApi__Flex_Day_of_the_Month__c,OrderApi__Interview_Form_Display_Label__c,OrderApi__Is_Active__c,OrderApi__Is_Contribution__c,OrderApi__Is_Downloadable__c,OrderApi__Is_Event__c,OrderApi__Is_Inventoried__c,OrderApi__Is_Publication__c,OrderApi__Is_Service__c,OrderApi__Is_Shipping_Carrier__c,OrderApi__Is_Subscription__c,OrderApi__Is_Tax_Deductible__c,OrderApi__Is_Tax__c,OrderApi__Is_Taxable__c,OrderApi__Refresh__c,OrderApi__Require_Assignments__c,OrderApi__Require_Shipping__c,OrderApi__Revenue_Recognition_Date__c,OrderApi__Revenue_Recognition_Rule__c,OrderApi__Revenue_Recognition_Term_Rule__c,OrderApi__Shipping_GL_Account__c,OrderApi__Sold_Inventory__c,OrderApi__Subscription_Plan_Display_Label__c,OrderApi__Tax_Class__c,OrderApi__Use_Default_Tax_Rate__c,EventApi__Is_Event_Session__c,EventApi__Is_Schedule_Item_Class__c,EventApi__Is_Sponsor_Class__c,EventApi__Is_Ticket_Type_Class__c,EventApi__Event__r.Id,OrderApi__Business_Group__r.Name,OrderApi__Deferred_Revenue_Account__r.Id,OrderApi__Shipping_GL_Account__r.Id,OrderApi__Tax_Class__r.Id
a134W000009DZGyQAO,a1Y4W000002r0bxUAA,4f04433a-764d-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,a1Y4W000002r0bxUAA,FON-International Association,,,
a134W000009DZIlQAO,a1Y4W000002r0bxUAA,4f04433a-764d-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,a1Y4W000002r0bxUAA,FON-International Association,,,
a134W000009DZImQAO,a1Y4W000002r0bxUAA,4f04433a-764d-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,a1Y4W000002r0bxUAA,FON-International Association,,,
a134W000009DZGzQAO,a1Y4W000002r0byUAA,8f758b66-3103-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,a1Y4W000002r0byUAA,FON-International Association,,,
a134W000009DZInQAO,a1Y4W000002r0byUAA,8f758b66-3103-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,a1Y4W000002r0byUAA,FON-International Association,,,
a134W000009DZIoQAO,a1Y4W000002r0byUAA,8f758b66-3103-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,a1Y4W000002r0byUAA,FON-International Association,,,
a134W000009DZH0QAO,a1Y4W000002r0bzUAA,3852a5de-4cdf-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,a1Y4W000002r0bzUAA,FON-International Association,,,
a134W000009DZIpQAO,a1Y4W000002r0bzUAA,3852a5de-4cdf-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,a1Y4W000002r0bzUAA,FON-International Association,,,
a134W000009DZIqQAO,a1Y4W000002r0bzUAA,3852a5de-4cdf-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,a1Y4W000002r0bzUAA,FON-International Association,,,
a134W000009DZH1QAO,a1Y4W000002r0c0UAA,516c1acc-79db-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,a1Y4W000002r0c0UAA,FON-International Association,,,
a134W000009DZIrQAO,a1Y4W000002r0c0UAA,516c1acc-79db-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,a1Y4W000002r0c0UAA,FON-International Association,,,
a134W000009DZIsQAO,a1Y4W000002r0c0UAA,516c1acc-79db-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,a1Y4W000002r0c0UAA,FON-International Association,,,
a134W000009DZH2QAO,,18e79e48-3724-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZH3QAO,,70804783-6e8f-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZItQAO,,70804783-6e8f-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZIuQAO,,70804783-6e8f-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZH4QAO,,99a8298d-13bb-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZH5QAO,,0b8a6e48-d65d-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIvQAO,,0b8a6e48-d65d-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZIwQAO,,0b8a6e48-d65d-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZH6QAO,a1Y4W000002r0c1UAA,162f7c5c-280f-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,a1Y4W000002r0c1UAA,FON-International Association,,,
a134W000009DZIxQAO,a1Y4W000002r0c1UAA,162f7c5c-280f-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,a1Y4W000002r0c1UAA,FON-International Association,,,
a134W000009DZH7QAO,a1Y4W000002r0c2UAA,e87a4636-1cf2-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,a1Y4W000002r0c2UAA,FON-International Association,,,
a134W000009DZIyQAO,a1Y4W000002r0c2UAA,e87a4636-1cf2-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,a1Y4W000002r0c2UAA,FON-International Association,,,
a134W000009DZIzQAO,a1Y4W000002r0c2UAA,e87a4636-1cf2-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,a1Y4W000002r0c2UAA,FON-International Association,,,
a134W000009DZH8QAO,a1Y4W000002r0c3UAA,daf21167-c071-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,a1Y4W000002r0c3UAA,FON-International Association,,,
a134W000009DZJ0QAO,a1Y4W000002r0c3UAA,daf21167-c071-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,a1Y4W000002r0c3UAA,FON-International Association,,,
a134W000009DZJ1QAO,a1Y4W000002r0c3UAA,daf21167-c071-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,a1Y4W000002r0c3UAA,FON-International Association,,,
a134W000009DZGZQA4,,FON-Default Tax Class,,,,,,a0o4W00000M5SknQAF,false,,,Class to assess the same tax percentages to all aligned items,false,false,false,false,,,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,,,0,,,true,false,false,false,false,,FON-International Association,,,
a134W000009DZJ2QAO,,FON-VAT Tax Class,,,,,,a0o4W00000M5SknQAF,false,,,Class to group all non-US taxes.  Taxes are by Country,false,false,false,false,,,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,,,,,,false,false,false,false,false,,FON-International Association,,,
a134W000009DZGpQAO,,FON - FDN Donation Class,,,,,,a0o4W00000M5SkoQAF,false,,,Foundation Business Class Donation Items,false,false,false,false,,,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,,,,,0,,,false,false,false,false,false,,FON-Foundation,,,
a134W000009DZGUQA4,a1Y4W000002r0brUAA,291bd79c-1c18-4-Ticket Class,27,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,4,,,false,false,false,false,true,a1Y4W000002r0brUAA,FON-International Association,,,
a134W000009DZGaQAO,a1Y4W000002r0btUAA,dd8f1145-2a75-4-Ticket Class,1,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,0,,,false,false,false,false,true,a1Y4W000002r0btUAA,FON-International Association,,,
a134W000009DZHbQAO,a1Y4W000002r0buUAA,7bbdc093-4eb8-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,a1Y4W000002r0buUAA,FON-International Association,,,
a134W000009DZHcQAO,a1Y4W000002r0buUAA,7bbdc093-4eb8-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,0,,,false,false,true,false,false,a1Y4W000002r0buUAA,FON-International Association,,,
a134W000009DZHdQAO,a1Y4W000002r0c4UAA,652d09ef-a339-4-Ticket Class,0,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,0,,,false,false,false,false,true,a1Y4W000002r0c4UAA,FON-International Association,,,
a134W000009DZGbQAO,,sim1-Ticket Class,2,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,5,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZGVQA4,a1Y4W000002r0bsUAA,lte1-Ticket Class,3,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,18,,,false,false,false,false,true,a1Y4W000002r0bsUAA,FON-International Association,,,
a134W000009DZGmQAO,a1Y4W000002r0bsUAA,lte1-Schedule Class,0,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,7,,,false,false,true,false,false,a1Y4W000002r0bsUAA,FON-International Association,,,
a134W000009DZGMQA4,a1Y4W000002r0bsUAA,lte1-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,10,,,false,false,false,true,false,a1Y4W000002r0bsUAA,FON-International Association,,,
a134W000009DZGhQAO,,conf2-Ticket Class,5,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,10,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZGdQAO,,conf2-Schedule Class,102,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,255,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZGkQAO,,sim3-Ticket Class,3,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,11,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZHeQAO,,bbc09a1d-3c34-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZHfQAO,,bbc09a1d-3c34-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZJ3QAO,,bbc09a1d-3c34-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHgQAO,,bbc09a1d-3c34-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZJ4QAO,,bbc09a1d-3c34-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHhQAO,,1fdc8e23-a5ad-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZHiQAO,,1fdc8e23-a5ad-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZJ5QAO,,1fdc8e23-a5ad-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHjQAO,,1fdc8e23-a5ad-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZJ6QAO,,1fdc8e23-a5ad-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHkQAO,,c98fef75-d097-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZJ7QAO,,c98fef75-d097-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHlQAO,,c98fef75-d097-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZJ8QAO,,c98fef75-d097-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZGgQAO,,hc1-Ticket Class,14,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,14,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZJ9QAO,,hc1-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZJAQA4,,hc1-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZGWQA4,,FON-Tax Class,,,,,,a0o4W00000M5SknQAF,false,,,"Class to group all US taxes - State and, potentially, City",false,false,false,false,,,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,,,161,,,false,false,false,false,false,,FON-International Association,,,
a134W000009DZGFQA4,,FON-Fedex Shipping Carrier,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,,,,54,,,false,false,false,false,false,,FON-International Association,,,
a134W000009DZGEQA4,,FON-Merchandise Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,,,,,254,,,false,false,false,false,false,,FON-International Association,,,
a134W000009DZGDQA4,,FON-Publication Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,,,,,40,,,false,false,false,false,false,,FON-International Association,,,
a134W000009DZGPQA4,,FON-Donation Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,,,,,19,,,false,false,false,false,false,,FON-International Association,,,
a134W000009DZGIQA4,,FON-Individual Memberships,,,OrderApi__Subscription__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,,,,,227,,,false,false,false,false,false,,FON-International Association,,,
a134W000009DZGoQAO,,FON-Magazine Subscriptions,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,,,,,1,,,false,false,false,false,false,,FON-International Association,,,
a134W000009DZGQQA4,,FON-Credentials,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,12,,,false,false,false,false,false,,FON-International Association,,,
a134W000009DZJBQA4,,9232a9a8-1b9e-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZGNQA4,,FON-Organizational Memberships,118,,OrderApi__Subscription__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,,,,,69,,,false,false,false,false,false,,FON-International Association,,,
a134W000009DZHmQAO,,7c703f39-8c5c-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZJCQA4,,7c703f39-8c5c-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHnQAO,,8b5032bc-8f05-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZJDQA4,,8b5032bc-8f05-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZGJQA4,,FON-Booths,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,8,,,false,false,false,false,false,,FON-International Association,,,
a134W000009DZGGQA4,a1Y4W000002r0c5UAA,b96c16d1-d3ec-4-Ticket Class,5,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,3,,,false,false,false,false,true,a1Y4W000002r0c5UAA,FON-International Association,,,
a134W000009DZGHQA4,a1Y4W000002r0c5UAA,b96c16d1-d3ec-4-Schedule Class,15,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,15,,,false,false,true,false,false,a1Y4W000002r0c5UAA,FON-International Association,,,
a134W000009DZJEQA4,a1Y4W000002r0c5UAA,b96c16d1-d3ec-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,a1Y4W000002r0c5UAA,FON-International Association,,,
a134W000009DZHtQAO,,b4d8a98e-6e1f-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZHuQAO,,d7fe8bbe-4d9c-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZHvQAO,,7657092c-a54d-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZJFQA4,,7657092c-a54d-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHoQAO,,b62b8540-9949-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZJGQA4,,b62b8540-9949-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHpQAO,,634cafee-d2d3-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZHwQAO,,FON- UPS Shipping Carrier,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,,,,0,,,false,false,false,false,false,,FON-International Association,,,
a134W000009DZGKQA4,a1Y4W000002r0bmUAA,e7995bb2-8699-4-Ticket Class,10,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,10,,,false,false,false,false,true,a1Y4W000002r0bmUAA,FON-International Association,,,
a134W000009DZJHQA4,a1Y4W000002r0bmUAA,e7995bb2-8699-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,a1Y4W000002r0bmUAA,FON-International Association,,,
a134W000009DZGLQA4,a1Y4W000002r0bnUAA,21d5dd27-3ef4-4-Ticket Class,4,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,4,,,false,false,false,false,true,a1Y4W000002r0bnUAA,FON-International Association,,,
a134W000009DZJIQA4,a1Y4W000002r0bnUAA,21d5dd27-3ef4-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,a1Y4W000002r0bnUAA,FON-International Association,,,
