Id,EventApi__Event__c,EventApi__Event_Category__c,Name,EventApi__Adjustment_Account__c,EventApi__Assignments_Display_Label__c,EventApi__Business_Group__c,EventApi__Cost__c,EventApi__Defer_Revenue__c,EventApi__Deferred_Revenue_Account__c,EventApi__Deferred_Revenue_Term__c,EventApi__Description__c,EventApi__Discount_Account__c,EventApi__Display_Name__c,EventApi__Display_Order__c,EventApi__Enable_Access_Permissions__c,EventApi__Enable_Assignments__c,EventApi__Flex_Day_of_the_Month__c,EventApi__Form__c,EventApi__Image_Path__c,EventApi__Image_URL__c,EventApi__Income_Account__c,EventApi__Interview_Form_Display_Label__c,EventApi__Is_Active__c,EventApi__Is_Contribution__c,EventApi__Is_Tax_Deductible__c,EventApi__Is_Taxable__c,EventApi__Item_Class__c,EventApi__Item__c,EventApi__Line_Description__c,EventApi__Maximum_Number_of_Assignments__c,EventApi__Price__c,EventApi__Quantity_Available__c,EventApi__Quantity_Remaining__c,EventApi__Quantity_Sold__c,EventApi__Refund_Account__c,EventApi__Require_Assignments__c,EventApi__Restrict_Number_of_Assignments__c,EventApi__Revenue_Recognition_Date__c,EventApi__Revenue_Recognition_Rule__c,EventApi__Revenue_Recognition_Term_Rule__c,EventApi__SKU__c,EventApi__Tax_Class__c,ROEApi__Event_Display_Name__c,ROEApi__Event_Duration_Text__c,ROEApi__Event_Name__c,EventApi__AR_Account__c,EventApi__Invoice_Payment_Priority__c,EventApi__Event__r.Id,EventApi__Event_Category__r.Id,EventApi__Adjustment_Account__r.Id,EventApi__Business_Group__r.Name,EventApi__Deferred_Revenue_Account__r.Id,EventApi__Discount_Account__r.Id,EventApi__Form__r.Id,EventApi__Income_Account__r.Id,EventApi__Item_Class__r.Id,EventApi__Item__r.Id,EventApi__Refund_Account__r.Id,EventApi__Tax_Class__r.Id,EventApi__AR_Account__r.Id
a1h4W00000jlZL2QAM,,,Gold Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIJQA4,a154W00000926ZpQAI,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,TEST with Vishal 2,,,,,,,,FON-International Association,,,,,a134W000009DZIJQA4,a154W00000926ZpQAI,,,
a1h4W00000jlZL3QAM,,,Silver Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIJQA4,a154W00000926ZqQAI,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,TEST with Vishal 2,,,,,,,,FON-International Association,,,,,a134W000009DZIJQA4,a154W00000926ZqQAI,,,
a1h4W00000jlZL4QAM,,,Bronze Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZILQA4,a154W00000926a2QAA,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,test2,,,,,,,,FON-International Association,,,,,a134W000009DZILQA4,a154W00000926a2QAA,,,
a1h4W00000jlZL5QAM,,,Gold Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZILQA4,a154W00000926a3QAA,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,test2,,,,,,,,FON-International Association,,,,,a134W000009DZILQA4,a154W00000926a3QAA,,,
a1h4W00000jlZL6QAM,,,Silver Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZILQA4,a154W00000926a4QAA,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,test2,,,,,,,,FON-International Association,,,,,a134W000009DZILQA4,a154W00000926a4QAA,,,
a1h4W00000jlZL7QAM,,,Bronze Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZINQA4,a154W00000926aGQAQ,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,a134W000009DZINQA4,a154W00000926aGQAQ,,,
a1h4W00000jlZL8QAM,,,Gold Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZINQA4,a154W00000926aHQAQ,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,5,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,a134W000009DZINQA4,a154W00000926aHQAQ,,,
a1h4W00000jlZL9QAM,,,Silver Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZINQA4,a154W00000926aIQAQ,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,10,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,a134W000009DZINQA4,a154W00000926aIQAQ,,,
a1h4W00000jlZLDQA2,,,Bronze Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIPQA4,a154W00000926aXQAQ,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,a134W000009DZIPQA4,a154W00000926aXQAQ,,,
a1h4W00000jlZLEQA2,,,Gold Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIPQA4,a154W00000926aYQAQ,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,5,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,a134W000009DZIPQA4,a154W00000926aYQAQ,,,
a1h4W00000jlZLFQA2,,,Silver Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIPQA4,a154W00000926aZQAQ,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,10,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,a134W000009DZIPQA4,a154W00000926aZQAQ,,,
a1h4W00000jlZLAQA2,,,Bronze Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIPQA4,a154W00000926aUQAQ,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,a134W000009DZIPQA4,a154W00000926aUQAQ,,,
a1h4W00000jlZLBQA2,,,Gold Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIPQA4,a154W00000926aVQAQ,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,5,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,a134W000009DZIPQA4,a154W00000926aVQAQ,,,
a1h4W00000jlZLCQA2,,,Silver Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIPQA4,a154W00000926aWQAQ,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,10,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,a134W000009DZIPQA4,a154W00000926aWQAQ,,,
a1h4W00000jlZLJQA2,,,Bronze Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIWQA4,a154W00000926auQAA,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,a134W000009DZIWQA4,a154W00000926auQAA,,,
a1h4W00000jlZLKQA2,,,Gold Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIWQA4,a154W00000926avQAA,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,5,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,a134W000009DZIWQA4,a154W00000926avQAA,,,
a1h4W00000jlZLLQA2,,,Silver Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIWQA4,a154W00000926awQAA,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,10,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,a134W000009DZIWQA4,a154W00000926awQAA,,,
a1h4W00000jlZLGQA2,,,Bronze Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIYQA4,a154W00000926aiQAA,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,symp,,,,,,,,FON-International Association,,,,,a134W000009DZIYQA4,a154W00000926aiQAA,,,
a1h4W00000jlZLHQA2,,,Gold Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIYQA4,a154W00000926ajQAA,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,symp,,,,,,,,FON-International Association,,,,,a134W000009DZIYQA4,a154W00000926ajQAA,,,
a1h4W00000jlZLIQA2,,,Silver Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIYQA4,a154W00000926akQAA,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,symp,,,,,,,,FON-International Association,,,,,a134W000009DZIYQA4,a154W00000926akQAA,,,
a1h4W00000jlZJcQAM,,,Bronze Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIgQAO,a154W00000926UkQAI,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,Test wed,,,,,,,,FON-International Association,,,,,a134W000009DZIgQAO,a154W00000926UkQAI,,,
a1h4W00000jlZJdQAM,,,Gold Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIgQAO,a154W00000926UlQAI,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,Test wed,,,,,,,,FON-International Association,,,,,a134W000009DZIgQAO,a154W00000926UlQAI,,,
a1h4W00000jlZJeQAM,,,Silver Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIgQAO,a154W00000926UmQAI,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,Test wed,,,,,,,,FON-International Association,,,,,a134W000009DZIgQAO,a154W00000926UmQAI,,,
a1h4W00000jlZJfQAM,,,Bronze Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIiQAO,a154W00000926UpQAI,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,Test,,,,,,,,FON-International Association,,,,,a134W000009DZIiQAO,a154W00000926UpQAI,,,
a1h4W00000jlZJgQAM,,,Gold Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIiQAO,a154W00000926UqQAI,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,Test,,,,,,,,FON-International Association,,,,,a134W000009DZIiQAO,a154W00000926UqQAI,,,
a1h4W00000jlZJhQAM,,,Silver Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIiQAO,a154W00000926UrQAI,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,Test,,,,,,,,FON-International Association,,,,,a134W000009DZIiQAO,a154W00000926UrQAI,,,
a1h4W00000jlZJlQAM,,,Bronze Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIiQAO,a154W00000926V4QAI,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,Test,,,,,,,,FON-International Association,,,,,a134W000009DZIiQAO,a154W00000926V4QAI,,,
a1h4W00000jlZJmQAM,,,Gold Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIiQAO,a154W00000926V5QAI,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,Test,,,,,,,,FON-International Association,,,,,a134W000009DZIiQAO,a154W00000926V5QAI,,,
a1h4W00000jlZJnQAM,,,Silver Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIiQAO,a154W00000926V6QAI,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,Test,,,,,,,,FON-International Association,,,,,a134W000009DZIiQAO,a154W00000926V6QAI,,,
a1h4W00000jlZJiQAM,,,Bronze Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIiQAO,a154W00000926V1QAI,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,Test,,,,,,,,FON-International Association,,,,,a134W000009DZIiQAO,a154W00000926V1QAI,,,
a1h4W00000jlZJjQAM,,,Gold Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIiQAO,a154W00000926V2QAI,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,Test,,,,,,,,FON-International Association,,,,,a134W000009DZIiQAO,a154W00000926V2QAI,,,
a1h4W00000jlZJkQAM,,,Silver Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIiQAO,a154W00000926V3QAI,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,Test,,,,,,,,FON-International Association,,,,,a134W000009DZIiQAO,a154W00000926V3QAI,,,
a1h4W00000jlZJoQAM,,,Bronze Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIkQAO,a154W00000926VIQAY,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,CloneTest,,,,,,,,FON-International Association,,,,,a134W000009DZIkQAO,a154W00000926VIQAY,,,
a1h4W00000jlZJpQAM,,,Gold Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIkQAO,a154W00000926VJQAY,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,CloneTest,,,,,,,,FON-International Association,,,,,a134W000009DZIkQAO,a154W00000926VJQAY,,,
a1h4W00000jlZJqQAM,,,Silver Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIkQAO,a154W00000926VKQAY,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,CloneTest,,,,,,,,FON-International Association,,,,,a134W000009DZIkQAO,a154W00000926VKQAY,,,
a1h4W00000jlZJrQAM,a1Y4W000002r0bxUAA,,Bronze Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZImQAO,a154W00000926VWQAY,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,Clone Friday,2nd - 3rd September 2022,Clone Friday,,,a1Y4W000002r0bxUAA,,,FON-International Association,,,,,a134W000009DZImQAO,a154W00000926VWQAY,,,
a1h4W00000jlZJsQAM,a1Y4W000002r0bxUAA,,Gold Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZImQAO,a154W00000926VXQAY,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,Clone Friday,2nd - 3rd September 2022,Clone Friday,,,a1Y4W000002r0bxUAA,,,FON-International Association,,,,,a134W000009DZImQAO,a154W00000926VXQAY,,,
a1h4W00000jlZJtQAM,a1Y4W000002r0bxUAA,,Silver Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZImQAO,a154W00000926VYQAY,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,Clone Friday,2nd - 3rd September 2022,Clone Friday,,,a1Y4W000002r0bxUAA,,,FON-International Association,,,,,a134W000009DZImQAO,a154W00000926VYQAY,,,
a1h4W00000jlZJuQAM,a1Y4W000002r0byUAA,,Bronze Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIoQAO,a154W00000926VkQAI,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,Clone Friday 2,4th - 5th August 2023,Clone Friday 2,,,a1Y4W000002r0byUAA,,,FON-International Association,,,,,a134W000009DZIoQAO,a154W00000926VkQAI,,,
a1h4W00000jlZJvQAM,a1Y4W000002r0byUAA,,Gold Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIoQAO,a154W00000926VlQAI,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,Clone Friday 2,4th - 5th August 2023,Clone Friday 2,,,a1Y4W000002r0byUAA,,,FON-International Association,,,,,a134W000009DZIoQAO,a154W00000926VlQAI,,,
a1h4W00000jlZJwQAM,a1Y4W000002r0byUAA,,Silver Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIoQAO,a154W00000926VmQAI,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,Clone Friday 2,4th - 5th August 2023,Clone Friday 2,,,a1Y4W000002r0byUAA,,,FON-International Association,,,,,a134W000009DZIoQAO,a154W00000926VmQAI,,,
a1h4W00000jlZJxQAM,a1Y4W000002r0bzUAA,,Bronze Annual Symposium Sponsor Package,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIqQAO,a154W00000926VyQAI,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,CLONE FRODAY 3,9th - 10th August 2029,CLONE FRODAY 3,,,a1Y4W000002r0bzUAA,,,FON-International Association,,,,,a134W000009DZIqQAO,a154W00000926VyQAI,,,
