Id,Name,OrderApi__Transaction__c,OrderApi__Activation_Date__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Credit__c,OrderApi__Date__c,OrderApi__Debit__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Invoice_Line__c,OrderApi__Invoice__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Memo__c,OrderApi__Receipt_Line__c,OrderApi__Receipt__c,OrderApi__Sales_Order_Line__c,OrderApi__Subscription_Line__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Type__c,OrderApi__EPayment_Line__c,OrderApi__Sales_Order__c,OrderApi__Transaction__r.Id,OrderApi__Business_Group__r.Name,OrderApi__GL_Account__r.Id,OrderApi__Invoice_Line__r.Id,OrderApi__Invoice__r.Id,OrderApi__Item_Class__r.Id,OrderApi__Item__r.Id,OrderApi__Receipt_Line__r.Id,OrderApi__Receipt__r.Id,OrderApi__Sales_Order_Line__r.Id,OrderApi__Subscription_Line__r.Id,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.Id,OrderApi__EPayment_Line__r.Id,OrderApi__Sales_Order__r.Id
a1U4W000009M2xnUAC,0000006674,a1V4W00000FrAvGUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-04-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvGUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2xoUAC,0000006675,a1V4W00000FrAvHUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-05-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvHUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2xpUAC,0000006676,a1V4W00000FrAvHUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-05-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvHUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2xqUAC,0000006677,a1V4W00000FrAvIUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-06-30,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvIUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2xrUAC,0000006678,a1V4W00000FrAvIUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-06-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvIUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2xsUAC,0000006679,a1V4W00000FrAvJUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-07-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvJUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2xtUAC,0000006680,a1V4W00000FrAvJUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-07-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvJUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2xuUAC,0000006681,a1V4W00000FrAvKUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-08-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvKUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2xvUAC,0000006682,a1V4W00000FrAvKUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-08-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvKUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2xwUAC,0000006683,a1V4W00000FrAvLUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-09-30,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvLUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2xxUAC,0000006684,a1V4W00000FrAvLUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-09-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvLUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2xyUAC,0000006685,a1V4W00000FrAvMUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-10-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvMUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2xzUAC,0000006686,a1V4W00000FrAvMUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-10-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvMUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2y0UAC,0000006687,a1V4W00000FrAvNUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-11-30,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvNUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2y1UAC,0000006688,a1V4W00000FrAvNUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-11-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvNUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2y2UAC,0000006689,a1V4W00000FrAvOUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-12-31,41.64,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvOUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2y3UAC,0000006690,a1V4W00000FrAvOUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.64,2020-12-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvOUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj4QAB,a124W00000MTdcLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2y4UAC,0000006691,a1V4W00000FrAvPUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-03-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvPUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2y5UAC,0000006692,a1V4W00000FrAvPUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-03-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvPUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2y6UAC,0000006693,a1V4W00000FrAvQUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-04-30,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvQUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2y7UAC,0000006694,a1V4W00000FrAvQUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-04-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvQUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2y8UAC,0000006695,a1V4W00000FrAvRUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-05-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvRUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2y9UAC,0000006696,a1V4W00000FrAvRUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-05-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvRUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yAUAS,0000006697,a1V4W00000FrAvSUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-06-30,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvSUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yBUAS,0000006698,a1V4W00000FrAvSUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-06-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvSUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yCUAS,0000006699,a1V4W00000FrAvTUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-07-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvTUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yDUAS,0000006700,a1V4W00000FrAvTUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-07-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvTUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yEUAS,0000006701,a1V4W00000FrAvUUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-08-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvUUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yFUAS,0000006702,a1V4W00000FrAvUUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-08-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvUUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yGUAS,0000006703,a1V4W00000FrAvVUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-09-30,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvVUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yHUAS,0000006704,a1V4W00000FrAvVUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-09-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvVUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yIUAS,0000006705,a1V4W00000FrAvWUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-10-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvWUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yJUAS,0000006706,a1V4W00000FrAvWUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-10-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvWUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yKUAS,0000006707,a1V4W00000FrAvXUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-11-30,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvXUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yLUAS,0000006708,a1V4W00000FrAvXUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-11-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvXUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yMUAS,0000006709,a1V4W00000FrAvYUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-12-31,41.64,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvYUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yNUAS,0000006710,a1V4W00000FrAvYUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.64,2020-12-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvYUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj5QAB,a124W00000MTdcMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yOUAS,0000006711,a1V4W00000FrAvZUAV,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-03-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj6QAB,a124W00000MTdcNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvZUAV,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj6QAB,a124W00000MTdcNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yPUAS,0000006712,a1V4W00000FrAvZUAV,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-03-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj6QAB,a124W00000MTdcNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvZUAV,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj6QAB,a124W00000MTdcNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yQUAS,0000006713,a1V4W00000FrAvaUAF,2020-03-30,true,a0o4W00000M5SknQAF,0,2020-04-30,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000Kvqj6QAB,a124W00000MTdcNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvaUAF,FON-International Association,a104W00000G3d1aQAB,a114W00000Kvqj6QAB,a124W00000MTdcNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
a1U4W000009M2yRUAS,0000006714,a1V4W00000FrAvaUAF,2020-03-30,true,a0o4W00000M5SknQAF,41.67,2020-04-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000Kvqj6QAB,a124W00000MTdcNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrAvaUAF,FON-International Association,a104W00000G3d1eQAB,a114W00000Kvqj6QAB,a124W00000MTdcNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZmrUAH,,a1R4W000004PyfRUAS,,,
