Id,EventApi__Event__c,EventApi__Event_Category__c,Name,EventApi__Item__c,EventApi__Adjustment_Account__c,EventApi__Allow_Conflicts__c,EventApi__Assignments_Display_Label__c,EventApi__Business_Group__c,EventApi__Capacity__c,EventApi__Cost__c,EventApi__Defer_Revenue__c,EventApi__Deferred_Revenue_Account__c,EventApi__Deferred_Revenue_Term__c,EventApi__Description__c,EventApi__Disable_Registration__c,EventApi__Discount_Account__c,EventApi__Display_Name__c,EventApi__Duration__c,EventApi__Enable_Access_Permissions__c,EventApi__Enable_Assignments__c,EventApi__Enable_Waitlist__c,EventApi__End_Date_Time__c,EventApi__End_Date__c,EventApi__End_Time__c,EventApi__Flex_Day_of_the_Month__c,EventApi__Form__c,EventApi__Image_Path__c,EventApi__Image_URL__c,EventApi__Income_Account__c,EventApi__Interview_Form_Display_Label__c,EventApi__Is_Active__c,EventApi__Is_Automatically_Added__c,EventApi__Is_Contribution__c,EventApi__Is_Tax_Deductible__c,EventApi__Is_Taxable__c,EventApi__Item_Class__c,EventApi__Line_Description__c,EventApi__Maximum_Number_of_Assignments__c,EventApi__Price__c,EventApi__Quantity_Available__c,EventApi__Quantity_Remaining__c,EventApi__Quantity_Sold__c,EventApi__Refund_Account__c,EventApi__Require_Assignments__c,EventApi__Restrict_Number_of_Assignments__c,EventApi__Revenue_Recognition_Date__c,EventApi__Revenue_Recognition_Rule__c,EventApi__Revenue_Recognition_Term_Rule__c,EventApi__Room__c,EventApi__SKU__c,EventApi__Session_End_Time__c,EventApi__Session_Start_Time__c,EventApi__Start_Date_Time__c,EventApi__Start_Date__c,EventApi__Start_Time__c,EventApi__Tax_Class__c,ROEApi__Event_Display_Name__c,ROEApi__Event_Name__c,EventApi__AR_Account__c,EventApi__Hide_During_Registration__c,EventApi__Invoice_Payment_Priority__c,EventApi__Required_for_Registration__c,EventApi__Event__r.Id,EventApi__Event_Category__r.Id,EventApi__Item__r.Id,EventApi__Adjustment_Account__r.Id,EventApi__Business_Group__r.Name,EventApi__Deferred_Revenue_Account__r.Id,EventApi__Discount_Account__r.Id,EventApi__Form__r.Id,EventApi__Income_Account__r.Id,EventApi__Item_Class__r.Id,EventApi__Refund_Account__r.Id,EventApi__Room__r.Id,EventApi__Tax_Class__r.Id,EventApi__AR_Account__r.Id
a1d4W00000jHX4dQAG,,a1X4W00000QcL5IUAV,Keynote Speech,a154W00000926ZUQAY,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",false,a104W00000G3d1EQAR,Keynote Speech,01:00,false,false,false,2021-07-14T19:00:00.000+0000,2021-07-14,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIGQA4,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,12:00 PM,11:00 AM,2021-07-14T18:00:00.000+0000,2021-07-14,: PM,,Test 2,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926ZUQAY,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIGQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX4eQAG,,a1X4W00000QcL5IUAV,Leadership Workshop,a154W00000926ZVQAY,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a104W00000G3d1EQAR,Leadership Workshop,01:00,false,false,true,2021-07-15T00:00:00.000+0000,2021-07-14,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIGQA4,,,25,4000,4000,0,a104W00000G3d1HQAR,false,false,,,,,,5:00 PM,4:00 PM,2021-07-14T23:00:00.000+0000,2021-07-14,: PM,,Test 2,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926ZVQAY,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIGQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX4fQAG,,a1X4W00000QcL5IUAV,Luncheon,a154W00000926ZWQAY,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a104W00000G3d1EQAR,Luncheon,01:15,false,false,false,2021-07-15T20:15:00.000+0000,2021-07-15,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIGQA4,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,1:15 PM,12:00 PM,2021-07-15T19:00:00.000+0000,2021-07-15,: PM,,Test 2,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926ZWQAY,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIGQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX4gQAG,,a1X4W00000QcL5IUAV,Round Table Discussion I,a154W00000926ZXQAY,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a104W00000G3d1EQAR,Round Table Discussion I,01:30,false,false,true,2021-07-14T22:30:00.000+0000,2021-07-14,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIGQA4,,,,1000,1000,0,a104W00000G3d1HQAR,false,false,,,,,,3:30 PM,2:00 PM,2021-07-14T21:00:00.000+0000,2021-07-14,: PM,,Test 2,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926ZXQAY,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIGQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX4hQAG,,a1X4W00000QcL5IUAV,Round Table Discussion II,a154W00000926ZYQAY,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a104W00000G3d1EQAR,Round Table Discussion II,01:15,false,false,true,2021-07-15T23:15:00.000+0000,2021-07-15,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIGQA4,,,,4000,4000,0,a104W00000G3d1HQAR,false,false,,,,,,4:15 PM,3:00 PM,2021-07-15T22:00:00.000+0000,2021-07-15,: PM,,Test 2,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926ZYQAY,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIGQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX4iQAG,,a1X4W00000QcL5IUAV,Welcome Breakfast,a154W00000926ZZQAY,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,true,a104W00000G3d1EQAR,Welcome Breakfast,01:00,false,false,false,2021-07-14T18:00:00.000+0000,2021-07-14,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIGQA4,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,11:00 AM,10:00 AM,2021-07-14T17:00:00.000+0000,2021-07-14,: PM,,Test 2,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926ZZQAY,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIGQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX4jQAG,,a1X4W00000QcL5IUAV,Advanced Discussion,a154W00000926ZfQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,a104W00000G3d1EQAR,Advanced Discussion,02:00,false,false,true,2026-07-04T20:00:00.000+0000,2026-07-04,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIIQA4,,,25,5000,5000,0,a104W00000G3d1HQAR,false,false,,,,,,1:00 PM,11:00 AM,2026-07-04T18:00:00.000+0000,2026-07-04,: PM,,TEST with Vishal 2,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926ZfQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIIQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX2QQAW,a1Y4W000002r0bzUAA,a1X4W00000QcL5IUAV,Conferece Check In,a154W00000926VrQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Please check in when you arrive at the symposium.</p>,true,a104W00000G3d1EQAR,Conference Check In,03:00,false,false,false,2029-08-09T19:00:00.000+0000,2029-08-09,3:00 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIpQAO,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,12:00 PM,9:00 AM,2029-08-09T16:00:00.000+0000,2029-08-09,12:00 PM,,CLONE FRODAY 3,CLONE FRODAY 3,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0bzUAA,a1X4W00000QcL5IUAV,a154W00000926VrQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIpQAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX2RQAW,a1Y4W000002r0bzUAA,a1X4W00000QcL5IUAV,Keynote Speech,a154W00000926VsQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",false,a104W00000G3d1EQAR,Keynote Speech,01:00,false,false,false,2029-08-09T19:00:00.000+0000,2029-08-09,3:00 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIpQAO,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,12:00 PM,11:00 AM,2029-08-09T18:00:00.000+0000,2029-08-09,2:00 PM,,CLONE FRODAY 3,CLONE FRODAY 3,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0bzUAA,a1X4W00000QcL5IUAV,a154W00000926VsQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIpQAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX2SQAW,a1Y4W000002r0bzUAA,a1X4W00000QcL5IUAV,Leadership Workshop,a154W00000926VtQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a104W00000G3d1EQAR,Leadership Workshop,01:00,false,false,true,2029-08-10T00:00:00.000+0000,2029-08-09,8:00 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIpQAO,,,25,4000,4000,0,a104W00000G3d1HQAR,false,false,,,,,,5:00 PM,4:00 PM,2029-08-09T23:00:00.000+0000,2029-08-09,7:00 PM,,CLONE FRODAY 3,CLONE FRODAY 3,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0bzUAA,a1X4W00000QcL5IUAV,a154W00000926VtQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIpQAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX2TQAW,a1Y4W000002r0bzUAA,a1X4W00000QcL5IUAV,Luncheon,a154W00000926VuQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a104W00000G3d1EQAR,Luncheon,01:15,false,false,false,2029-08-10T20:15:00.000+0000,2029-08-10,4:15 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIpQAO,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,1:15 PM,12:00 PM,2029-08-10T19:00:00.000+0000,2029-08-10,3:00 PM,,CLONE FRODAY 3,CLONE FRODAY 3,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0bzUAA,a1X4W00000QcL5IUAV,a154W00000926VuQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIpQAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX2UQAW,a1Y4W000002r0bzUAA,a1X4W00000QcL5IUAV,Round Table Discussion I,a154W00000926VvQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a104W00000G3d1EQAR,Round Table Discussion I,01:30,false,false,true,2029-08-09T22:30:00.000+0000,2029-08-09,6:30 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIpQAO,,,,1000,1000,0,a104W00000G3d1HQAR,false,false,,,,,,3:30 PM,2:00 PM,2029-08-09T21:00:00.000+0000,2029-08-09,5:00 PM,,CLONE FRODAY 3,CLONE FRODAY 3,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0bzUAA,a1X4W00000QcL5IUAV,a154W00000926VvQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIpQAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX2VQAW,a1Y4W000002r0bzUAA,a1X4W00000QcL5IUAV,Round Table Discussion II,a154W00000926VwQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a104W00000G3d1EQAR,Round Table Discussion II,01:15,false,false,true,2029-08-10T23:15:00.000+0000,2029-08-10,7:15 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIpQAO,,,,4000,4000,0,a104W00000G3d1HQAR,false,false,,,,,,4:15 PM,3:00 PM,2029-08-10T22:00:00.000+0000,2029-08-10,6:00 PM,,CLONE FRODAY 3,CLONE FRODAY 3,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0bzUAA,a1X4W00000QcL5IUAV,a154W00000926VwQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIpQAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX2WQAW,a1Y4W000002r0bzUAA,a1X4W00000QcL5IUAV,Welcome Breakfast,a154W00000926VxQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,true,a104W00000G3d1EQAR,Welcome Breakfast,01:00,false,false,false,2029-08-09T18:00:00.000+0000,2029-08-09,2:00 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIpQAO,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,11:00 AM,10:00 AM,2029-08-09T17:00:00.000+0000,2029-08-09,1:00 PM,,CLONE FRODAY 3,CLONE FRODAY 3,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0bzUAA,a1X4W00000QcL5IUAV,a154W00000926VxQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIpQAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX2XQAW,a1Y4W000002r0c0UAA,a1X4W00000QcL5IUAV,Advanced Discussion,a154W00000926W3QAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,a104W00000G3d1EQAR,Advanced Discussion,02:00,false,false,true,2025-08-02T20:00:00.000+0000,2025-08-02,4:00 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIrQAO,,,25,5000,5000,0,a104W00000G3d1HQAR,false,false,,,,,,1:00 PM,11:00 AM,2025-08-02T18:00:00.000+0000,2025-08-02,2:00 PM,,CLONE FRIDAY 4,CLONE FRIDAY 4,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0c0UAA,a1X4W00000QcL5IUAV,a154W00000926W3QAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIrQAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX2YQAW,a1Y4W000002r0c0UAA,a1X4W00000QcL5IUAV,Beginner Workshop,a154W00000926W4QAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,a104W00000G3d1EQAR,Beginner Workshop,01:00,false,false,true,2025-08-02T18:00:00.000+0000,2025-08-02,2:00 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIrQAO,,,25,5000,5000,0,a104W00000G3d1HQAR,false,false,,,,,,11:00 AM,10:00 AM,2025-08-02T17:00:00.000+0000,2025-08-02,1:00 PM,,CLONE FRIDAY 4,CLONE FRIDAY 4,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0c0UAA,a1X4W00000QcL5IUAV,a154W00000926W4QAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIrQAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX4kQAG,,a1X4W00000QcL5IUAV,Beginner Workshop,a154W00000926ZgQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,a104W00000G3d1EQAR,Beginner Workshop,01:00,false,false,true,2026-07-04T18:00:00.000+0000,2026-07-04,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIIQA4,,,25,5000,5000,0,a104W00000G3d1HQAR,false,false,,,,,,11:00 AM,10:00 AM,2026-07-04T17:00:00.000+0000,2026-07-04,: PM,,TEST with Vishal 2,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926ZgQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIIQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX4lQAG,,a1X4W00000QcL5IUAV,Conferece Check In,a154W00000926ZhQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Please check in when you arrive at the symposium.</p>,true,a104W00000G3d1EQAR,Conference Check In,03:00,false,false,false,2026-07-03T19:00:00.000+0000,2026-07-03,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIIQA4,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,12:00 PM,9:00 AM,2026-07-03T16:00:00.000+0000,2026-07-03,: PM,,TEST with Vishal 2,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926ZhQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIIQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX4mQAG,,a1X4W00000QcL5IUAV,Keynote Speech,a154W00000926ZiQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",false,a104W00000G3d1EQAR,Keynote Speech,01:00,false,false,false,2026-07-03T19:00:00.000+0000,2026-07-03,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIIQA4,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,12:00 PM,11:00 AM,2026-07-03T18:00:00.000+0000,2026-07-03,: PM,,TEST with Vishal 2,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926ZiQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIIQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX4nQAG,,a1X4W00000QcL5IUAV,Leadership Workshop,a154W00000926ZjQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a104W00000G3d1EQAR,Leadership Workshop,01:00,false,false,true,2026-07-04T00:00:00.000+0000,2026-07-03,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIIQA4,,,25,4000,4000,0,a104W00000G3d1HQAR,false,false,,,,,,5:00 PM,4:00 PM,2026-07-03T23:00:00.000+0000,2026-07-03,: PM,,TEST with Vishal 2,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926ZjQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIIQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX4oQAG,,a1X4W00000QcL5IUAV,Luncheon,a154W00000926ZkQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a104W00000G3d1EQAR,Luncheon,01:15,false,false,false,2026-07-04T20:15:00.000+0000,2026-07-04,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIIQA4,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,1:15 PM,12:00 PM,2026-07-04T19:00:00.000+0000,2026-07-04,: PM,,TEST with Vishal 2,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926ZkQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIIQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX4pQAG,,a1X4W00000QcL5IUAV,Round Table Discussion I,a154W00000926ZlQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a104W00000G3d1EQAR,Round Table Discussion I,01:30,false,false,true,2026-07-03T22:30:00.000+0000,2026-07-03,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIIQA4,,,,1000,1000,0,a104W00000G3d1HQAR,false,false,,,,,,3:30 PM,2:00 PM,2026-07-03T21:00:00.000+0000,2026-07-03,: PM,,TEST with Vishal 2,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926ZlQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIIQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
