Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,OrderApi__EPayment__c,OrderApi__Activation_Date__c,OrderApi__Activity_Type__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Invoice__c,OrderApi__Is_Renewal__c,OrderApi__Is_Tax__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__List_Price__c,OrderApi__Payment_Method__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Status__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total__c,OrderApi__EPayment_Line__c,OrderApi__Contact__c,OrderApi__Invoice_Line__c,OrderApi__Foreign_Key__c,OrderApi__Parent_Foreign_Key__c,OrderApi__Sales_Order_Line__c,OrderApi__Sales_Order__c,OrderApi__EPayment__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__GL_Account__r.Name,OrderApi__Invoice__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Subscription_Plan__r.Name,OrderApi__Subscription__r.External_Id__c,OrderApi__EPayment_Line__r.External_Id__c,OrderApi__Contact__r.External_Id__c,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c
a0y4W00000VH20cQAD,false,0000000290,85,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7iQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSxCQAV,,false,false,a134W000008hIDKQA2,a154W000008mjpDQAQ,100,VISA  (Expires 1/2025),false,a1C4W000006w73wUAA,1,100,Success,,,100,false,0,100,,0034W00002AU8S1QAL,,WeJOEwOy1hqW6Pi1SdAxz8DTbxbfD3,,a1I4W00000H4JszUAF,,61,FON-International Association,4400 - Event Income,,142,236,584,,,,49,,1652,
a0y4W00000VH20dQAD,false,0000000291,86,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7iQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSxCQAV,,false,false,a134W000008hIDKQA2,a154W000008mjpDQAQ,100,VISA  (Expires 1/2025),false,a1C4W000006w73wUAA,1,100,Success,,,100,false,0,100,,0034W00002AU8S1QAL,,WMP4EMEc7O8wb2sEBCySUnD1XLtofp,,a1I4W00000H4Jt0UAF,,61,FON-International Association,4400 - Event Income,,142,236,584,,,,49,,1653,
a0y4W00000VH20eQAD,false,0000000292,87,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7iQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSxCQAV,,false,false,a134W000008hIDKQA2,a154W000008mjpDQAQ,100,VISA  (Expires 1/2025),false,a1C4W000006w73wUAA,1,100,Success,,,100,false,0,100,,0034W00002AU8S1QAL,,ySScDmIUoI8xKHoHbIin8yJ8fW9Syf,,a1I4W00000H4Jt1UAF,,61,FON-International Association,4400 - Event Income,,142,236,584,,,,49,,1746,
a0y4W00000VH20fQAD,false,0000000293,88,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7iQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSxCQAV,,false,false,a134W000008hIDKQA2,a154W000008mjpDQAQ,100,VISA  (Expires 1/2025),false,a1C4W000006w73wUAA,1,100,Success,,,100,false,0,100,,0034W00002AU8S1QAL,,gHr2153whbHASLAxMDTkZkGYqoFpz3,,a1I4W00000H4Jt2UAF,,61,FON-International Association,4400 - Event Income,,142,236,584,,,,49,,1747,
a0y4W00000VH20gQAD,false,0000000294,89,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7jQAE,2019-08-13,Purchase,true,a0o4W00000MOvweQAD,2019-12-31,a104W00000FuSxAQAV,,false,false,a134W000008hIDHQA2,a154W000008mjpEQAQ,900,VISA  (Expires 1/2022),true,a1C4W000006w73dUAA,1,75,Success,a1R4W0000048ZSKUA2,,75,false,0,75,,0034W00002AU8UVQA1,,UO4ONCmuj3eWNUiGaZzAB3mR18zoPE,,a1I4W00000H4Jt4UAF,,62,FON-International Association,4200 - Individual Membership Income,,119,146,569,FON-1 Year Calendar,,,279,,1749,
a0y4W00000VH20hQAD,false,0000000295,90,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7jQAE,2019-08-13,Purchase,true,a0o4W00000MOvweQAD,2019-12-31,a104W00000FuSxAQAV,,false,false,a134W000008hIDHQA2,a154W000008mjpGQAQ,90,VISA  (Expires 1/2022),true,a1C4W000006w73GUAQ,1,7.5,Success,a1R4W0000048ZSKUA2,,7.5,false,0,7.5,a0y4W00000VH20gQAD,0034W00002AU8UVQA1,,7H2R6wKPZXrUyHA0rARDZyJvM2ZlEm,UO4ONCmuj3eWNUiGaZzAB3mR18zoPE,a1I4W00000H4Jt5UAF,,62,FON-International Association,4200 - Individual Membership Income,,119,70,528,FON-1 Year Calendar,,89,279,,1750,
a0y4W00000VH20iQAD,false,0000000296,91,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7jQAE,2019-08-13,Purchase,true,a0o4W00000MOvweQAD,2019-12-31,a104W00000FuSxAQAV,,false,false,a134W000008hIDHQA2,a154W000008mjpFQAQ,60,VISA  (Expires 1/2022),true,a1C4W000006w73eUAA,1,5,Success,a1R4W0000048ZSKUA2,,5,false,0,5,a0y4W00000VH20gQAD,0034W00002AU8UVQA1,,i1kU7RSp1Ig5LtHgyidNL9Yo16IWEC,UO4ONCmuj3eWNUiGaZzAB3mR18zoPE,a1I4W00000H4Jt6UAF,,62,FON-International Association,4200 - Individual Membership Income,,119,38,526,FON-1 Year Calendar,,89,279,,1751,
a0y4W00000VH20jQAD,false,0000000297,92,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7kQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSxCQAV,,false,false,a134W000008hIDJQA2,a154W000008mjpCQAQ,100,VISA  (Expires 3/2023),false,a1C4W000006w73VUAQ,1,100,Success,,,100,false,0,100,,,,GG66AbvoaN0X2NLI0APLT7rfbRVBNJ,,a1I4W00000H4JtAUAV,,63,FON-International Association,4400 - Event Income,,140,230,576,,,,,,1755,
a0y4W00000VH20kQAD,false,0000000298,93,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7kQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSxCQAV,,false,false,a134W000008hIDJQA2,a154W000008mjpCQAQ,100,VISA  (Expires 3/2023),false,a1C4W000006w73VUAQ,1,100,Success,,,100,false,0,100,,,,5AmO7rU4GW40HMSggUpiFUkNx8P9p8,,a1I4W00000H4JtBUAV,,63,FON-International Association,4400 - Event Income,,140,230,576,,,,,,1756,
a0y4W00000VH20lQAD,false,0000000299,94,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7lQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSxCQAV,,false,false,a134W000008hIDLQA2,a154W000008mjpHQAQ,10000,VISA  (Expires 1/2022),false,a1C4W000006w73iUAA,1,10000,Success,,,10000,false,0,10000,,0034W00002AU8TZQA1,,L16OQQ5eNHZCkJe84BC9KPFk5c0OaI,,a1I4W00000H4JtCUAV,,64,FON-International Association,4400 - Event Income,,93,510,343,,,,50,,1757,
a0y4W00000VH20mQAD,false,0000000312,95,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7mQAE,2019-02-18,Purchase,true,a0o4W00000MOvweQAD,2020-02-17,a104W00000FuSxAQAV,,false,false,a134W000008hIDHQA2,a154W000008mjpSQAQ,45,VISA  (Expires 1/2025),false,a1C4W000006w73aUAA,1,25,Success,a1R4W0000048ZSLUA2,,25,false,0,25,,0034W00002AU8T6QAL,,pyiWjGWT3IL0ozF0I4CHcuKRGOFQSl,,a1I4W00000H4K1GUAV,,65,FON-International Association,4200 - Individual Membership Income,,119,514,536,FON-1 Year Anniversary,,,38,,202,
a0y4W00000VH20nQAD,false,0000000313,96,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7mQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDOQA2,a154W000008mjqvQAA,1500,VISA  (Expires 1/2025),false,a1C4W000006w73xUAA,1,1500,Success,,,1500,false,0,1500,,0034W00002AU8T6QAL,,LzgWQu84BHedTds2zCUnYLITZYP3no,,a1I4W00000H4K1HUAV,,65,FON-International Association,1000 - Cash,,118,293,35,,,,38,,203,
a0y4W00000VH20oQAD,false,0000000314,97,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7nQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSxCQAV,,false,false,a134W000008hIDLQA2,a154W000008mjpHQAQ,10000,VISA  (Expires 1/2022),false,a1C4W000006w73iUAA,1,10000,Success,,,10000,false,0,10000,,0034W00002AU8TaQAL,,1wfPDDdGO0dHjSE4TmJ3XFXvvRmRcj,,a1I4W00000H4JtWUAV,,66,FON-International Association,4400 - Event Income,,93,510,343,,,,51,,1944,
a0y4W00000VH20pQAD,false,0000000315,98,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7oQAE,2019-09-20,Purchase,true,a0o4W00000MOvweQAD,2020-09-19,a104W00000FuSxAQAV,,true,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,300,VISA  (Expires 1/2020),false,a1C4W000006w73FUAQ,1,300,Success,a1R4W0000048ZSLUA2,a1S4W000003diwIUAQ,300,false,0,300,,0034W00002AU8T6QAL,,iJUAmhh3jhTuk1iP52K8TxdfjGotZa,,a1I4W00000H4JtXUAV,,67,FON-International Association,4200 - Individual Membership Income,,119,546,493,FON-1 Year Anniversary,97,,38,,1945,
a0y4W00000VH20qQAD,false,0000000316,99,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7pQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDOQA2,a154W000008mjpNQAQ,0,VISA  (Expires 1/2024),true,,1,10,Success,,,10,false,0,10,,,,K1tNMo53uB2HP97dsHA5SuJz20UZNi,,a1I4W00000H4JtZUAV,,68,FON-International Association,4000 - Income,,118,376,,,,,,,1947,
a0y4W00000VH20rQAD,false,0000000317,100,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7pQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDOQA2,a154W000008mjpNQAQ,0,VISA  (Expires 1/2024),true,,1,10,Success,,,10,false,0,10,,,,LCuet8TIhPTclq5TJiuYVrqxnTIGQp,,a1I4W00000H4JtaUAF,,68,FON-International Association,4000 - Income,,118,376,,,,,,,1948,
a0y4W00000VH20sQAD,false,0000000318,101,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL7qQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSxCQAV,,false,false,a134W000008hIDLQA2,a154W000008mjpHQAQ,10000,VISA  (Expires 4/2025),false,a1C4W000006w73iUAA,2,10000,Success,,,20000,false,0,20000,,0034W00002AU8TbQAL,,7VkIOVauHRdiJYmWX7SUfSrKIZor93,,a1I4W00000H4JtcUAF,,69,FON-International Association,4400 - Event Income,,93,510,343,,,,52,,1950,
a0y4W00000VH20tQAD,false,0000000436,102,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL8kQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSxDQAV,,false,false,a134W000008hIDDQA2,a154W000008mjpqQAA,3,VISA  (Expires 8/2026),false,a1C4W000006w73lUAA,234234,3,Success,,,702702,false,0,702702,,0034W00002AU8U7QAL,,DcKh7Fig5fTkqyrOP79rTAzDASOykO,,a1I4W00000H4Jx1UAF,,88,FON-International Association,4500 - Merchandise Income,,116,482,479,,,,172,,2036,
a0y4W00000VH20uQAD,false,0000000437,103,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL8kQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDEQA2,a154W000008mjpUQAQ,2,VISA  (Expires 8/2026),false,a1C4W000006w73mUAA,1,2,Success,,,2,false,0,2,,0034W00002AU8U7QAL,,379PyeT0XS3zusEhutHnqlaGCqqxIu,,a1I4W00000H4Jx2UAF,,88,FON-International Association,4000 - Income,,115,446,469,,,,172,,2037,
a0y4W00000VH20vQAD,false,0000000438,104,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL8jQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSxDQAV,,false,false,a134W000008hIDDQA2,a154W000008mjppQAA,1,VISA  (Expires 6/2026),false,a1C4W000006w73oUAA,2,1,Success,,,2,false,0,2,,0034W00002AU8U7QAL,,ivjT8sOdK3DHLB2TJL5TLj1iDHqy33,,a1I4W00000H4Jx3UAF,,89,FON-International Association,4500 - Merchandise Income,,116,480,477,,,,172,,2038,
a0y4W00000VH20wQAD,false,0000000439,105,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL8jQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSxEQAV,,false,false,a134W000008hIDEQA2,a154W000008mjp2QAA,5,VISA  (Expires 6/2026),false,a1C4W000006w73JUAQ,1,5,Success,,,5,false,0,5,,0034W00002AU8U7QAL,,4vBNbI8yGFpgteD1C1oltNXublr6se,,a1I4W00000H4Jx4UAF,,89,FON-International Association,6055 - Shipping,,115,114,550,,,,172,,2039,
a0y4W00000VH20xQAD,false,0000000440,106,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL8lQAE,2020-04-20,Purchase,true,a0o4W00000MOvweQAD,2020-12-31,a104W00000FuSx9QAF,,false,false,a134W000008hIDMQA2,a154W000008mjplQAA,5000,VISA  (Expires 1/2022),true,a1C4W000006w73pUAA,1,416.67,Success,a1R4W0000048ZSOUA2,,416.67,false,0,416.67,,0034W00002AU8SjQAL,,n46gPL54aTQCCwBTzmbzfiPrWa5t7B,,,,90,FON-International Association,4100 - Organization Membership Income,,123,219,50,FON-1 Year Calendar with Installments,,,168,,,
a0y4W00000VH20yQAD,false,0000000441,107,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL8mQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDOQA2,a154W000008mjpOQAQ,0,VISA  (Expires 1/2022),true,,1,10,Success,,,10,false,0,10,,0034W00002AU8SqQAL,,zAIHU5dKN3LkSlYvhGbjmAtV9gl2g7,,a1I4W00000H4JxSUAV,,91,FON-International Association,4000 - Income,,118,378,,,,,178,,676,
a0y4W00000VH20zQAD,false,0000000442,108,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL8nQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDOQA2,a154W000008mjpOQAQ,0,VISA  (Expires 1/2022),true,,1,100,Success,,,100,false,0,100,,0034W00002AU8SqQAL,,Mpd2sisMdmnSZMtUgmnuJsp0yfcdSF,,a1I4W00000H4JxTUAV,,92,FON-International Association,4000 - Income,,118,378,,,,,178,,677,
a0y4W00000VH210QAD,false,0000000443,109,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL8nQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDOQA2,a154W000008mjpOQAQ,0,VISA  (Expires 1/2022),true,,1,100,Success,,,100,false,0,100,,0034W00002AU8SqQAL,,7Cd1H6Kn8kBk8NrgzTga2BpS4jOO5i,,a1I4W00000H4JxUUAV,,92,FON-International Association,4000 - Income,,118,378,,,,,178,,678,
a0y4W00000VH211QAD,false,0000000444,110,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL8oQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDOQA2,a154W000008mjpRQAQ,0,VISA  (Expires 1/2022),true,,1,100,Success,,,100,false,0,100,,0034W00002AU8SqQAL,,4SCgWMKHByxqT6H56yKiWfpsp46b8o,,a1I4W00000H4JxVUAV,,93,FON-International Association,4000 - Income,,118,539,,,,,178,,679,
a0y4W00000VH212QAD,false,0000000445,111,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL8pQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDOQA2,a154W000008mjpRQAQ,0,VISA  (Expires 1/2021),true,,1,10,Success,,,10,false,0,10,,0034W00002AU8SqQAL,,rmdOIFtADfyaBp6GysvyxXSxPkgi7R,,a1I4W00000H4JxWUAV,,94,FON-International Association,4000 - Income,,118,539,,,,,178,,680,
a0y4W00000VH213QAD,false,0000000470,112,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL90QAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDDQA2,a154W000008mjpIQAQ,25,VISA  (Expires 1/2034),false,a1C4W000006w73yUAA,1,23,Success,,,23,false,0,23,,0034W00002AU8S9QAL,,o9ETicSxHYqrOt8PrelfYqF1NQXCty,,a1I4W00000H4JyCUAV,,86,FON-International Association,4000 - Income,,116,513,66,,,,58,,989,
a0y4W00000VH214QAD,false,0000000471,113,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL91QAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDQQA2,a154W000008mjpWQAQ,100,VISA  (Expires 2/2023),false,a1C4W000006w73NUAQ,1,100,Success,,,100,false,0,100,,0034W00002AU8ULQA1,,vjMTDmRVBb0afEuTbLkeZaXMxWGC6i,,a1I4W00000H4JyIUAV,,87,FON-International Association,4000 - Income,,5,381,19,,,,225,,1093,
a0y4W00000VH215QAD,false,0000000472,114,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL91QAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDRQA2,a154W000008mjpXQAQ,25,VISA  (Expires 2/2023),false,a1C4W000006w73OUAQ,1,25,Success,,,25,false,0,25,a0y4W00000VH214QAD,0034W00002AU8ULQA1,,pa0DmXkpo7VkLQv834GQyAyBmkH4l2,vjMTDmRVBb0afEuTbLkeZaXMxWGC6i,a1I4W00000H4JyJUAV,,87,FON-International Association,4000 - Income,,6,386,24,,,113,225,,1094,
a0y4W00000VH21MQAT,false,0000000495,115,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL99QAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDDQA2,a154W000008mjpIQAQ,25,VISA  (Expires 1/2025),true,a1C4W000006w73IUAQ,1,25,Success,,,25,false,0,25,,0034W00002AU8T6QAL,,LuoesclYYd5R4XNaqP23xpASVzWZUT,,,,99,FON-International Association,4000 - Income,,116,513,346,,,,38,,,
a0y4W00000VH216QAD,false,0000000473,116,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL91QAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDRQA2,a154W000008mjpaQAA,0,VISA  (Expires 2/2023),false,a1C4W000006w73PUAQ,1,0,Success,,,0,false,0,0,a0y4W00000VH214QAD,0034W00002AU8ULQA1,,tFQtH7ymuqxiaB2cJx6YAlAB5yXlhy,vjMTDmRVBb0afEuTbLkeZaXMxWGC6i,a1I4W00000H4JyKUAV,,87,FON-International Association,4000 - Income,,6,414,27,,,113,225,,1095,
a0y4W00000VH217QAD,false,0000000474,117,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL91QAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDRQA2,a154W000008mjpbQAA,25,VISA  (Expires 2/2023),false,a1C4W000006w73QUAQ,1,25,Success,,,25,false,0,25,a0y4W00000VH214QAD,0034W00002AU8ULQA1,,RHXLuWVfOO7xJXvun769nLYGI6umvw,vjMTDmRVBb0afEuTbLkeZaXMxWGC6i,a1I4W00000H4JyLUAV,,87,FON-International Association,4000 - Income,,6,415,28,,,113,225,,1096,
a0y4W00000VH218QAD,false,0000000475,118,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL91QAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDRQA2,a154W000008mjpYQAQ,0,VISA  (Expires 2/2023),false,a1C4W000006w73RUAQ,1,0,Success,,,0,false,0,0,a0y4W00000VH214QAD,0034W00002AU8ULQA1,,OVvAmLs9mUumuy8KLV4DmvHV0a7TDa,vjMTDmRVBb0afEuTbLkeZaXMxWGC6i,a1I4W00000H4JyMUAV,,87,FON-International Association,4000 - Income,,6,417,30,,,113,225,,1097,
a0y4W00000VH219QAD,false,0000000476,119,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL91QAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDRQA2,a154W000008mjpZQAQ,0,VISA  (Expires 2/2023),false,a1C4W000006w73SUAQ,1,0,Success,,,0,false,0,0,a0y4W00000VH214QAD,0034W00002AU8ULQA1,,yvjuH88AwpfbXEbNn4HtmvldIlQtEv,vjMTDmRVBb0afEuTbLkeZaXMxWGC6i,a1I4W00000H4JyNUAV,,87,FON-International Association,4000 - Income,,6,418,31,,,113,225,,1098,
a0y4W00000VH21AQAT,false,0000000483,120,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL96QAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDRQA2,a154W000008mjpaQAA,0,VISA  (Expires 2/2029),false,,1,0,Success,,,0,false,0,0,a0y4W00000VH21CQAT,0034W00002AU8SAQA1,,hcRZKNqjWUcUtIBxvQpc0zsTbuEPw6,TyxMcKmsuw49iTA3M34M4NzlQsOn0e,a1I4W00000H4JycUAF,a1J4W00000CvxHqUAJ,96,FON-International Association,4000 - Income,,6,414,,,,122,95,,1187,608
a0y4W00000VH21BQAT,false,0000000484,121,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL96QAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDRQA2,a154W000008mjpbQAA,25,VISA  (Expires 2/2029),false,,1,25,Success,,,25,false,0,25,a0y4W00000VH21CQAT,0034W00002AU8SAQA1,,ok4E4Ufq1fQZY16jTcRLru0tKHV9bF,TyxMcKmsuw49iTA3M34M4NzlQsOn0e,a1I4W00000H4JyaUAF,a1J4W00000CvxHqUAJ,96,FON-International Association,4000 - Income,,6,415,,,,122,95,,1185,608
a0y4W00000VH21CQAT,false,0000000485,122,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL96QAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDQQA2,a154W000008mjpjQAA,200,VISA  (Expires 2/2029),false,,1,150,Success,,,150,false,0,150,,0034W00002AU8SAQA1,,TyxMcKmsuw49iTA3M34M4NzlQsOn0e,,a1I4W00000H4JyZUAV,a1J4W00000CvxHqUAJ,96,FON-International Association,4000 - Income,,5,382,,,,,95,,1184,608
a0y4W00000VH21DQAT,false,0000000486,123,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL97QAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hICFQA2,a154W000008mjlaQAA,25,VISA  (Expires 1/2021),false,,1,25,Success,,,25,false,0,25,a0y4W00000VH21FQAT,0034W00002AU8SAQA1,,GnUwgTfo4Bzd4IxuiyT7bTgL9PK0YV,hWrzrqFklCZJORdgLgFBeCx6v5GMH7,a1I4W00000H4JyfUAF,a1J4W00000CvxHsUAJ,97,FON-International Association,4000 - Income,,20,521,,,,125,95,,1190,609
a0y4W00000VH21EQAT,false,0000000487,124,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL97QAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hICFQA2,a154W000008mjlYQAQ,0,VISA  (Expires 1/2021),false,,1,0,Success,,,0,false,0,0,a0y4W00000VH21FQAT,0034W00002AU8SAQA1,,VHhiS4PGFotSiRV9FMZAGWScOPBEZg,hWrzrqFklCZJORdgLgFBeCx6v5GMH7,a1I4W00000H4JydUAF,a1J4W00000CvxHsUAJ,97,FON-International Association,4000 - Income,,20,494,,,,125,95,,1188,609
