Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,EventApi__Component_Name__c,EventApi__Config__c,EventApi__Event_Page__c,EventApi__Order__c,EventApi__Title__c,EventApi__HTML__c,EventApi__Event_Page__r.External_Id__c
a244W000006a0wPQAQ,false,EPC-0000306,81,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventVenueMap,,a254W000001Y9l9QAC,1,,,148
a244W000006a0wQQAQ,false,EPC-0000307,82,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,,a254W000001Y9lAQAS,1,,,149
a244W000006a0wRQAQ,false,EPC-0000308,83,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSponsors,,a254W000001Y9lBQAS,1,,,150
a244W000006a0wSQAQ,false,EPC-0000309,84,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventOverview,{},a254W000001Y9lCQAS,1,,,151
a244W000006a0wTQAQ,false,EPC-0000310,85,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,{},a254W000001Y9lCQAS,2,,,151
a244W000006a0wUQAQ,false,EPC-0000311,86,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventAgenda,,a254W000001Y9lDQAS,1,,,152
a244W000006a0wVQAQ,false,EPC-0000312,87,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventVenueMap,,a254W000001Y9lEQAS,1,,,153
a244W000006a0wWQAQ,false,EPC-0000313,88,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,,a254W000001Y9lFQAS,1,,,154
a244W000006a0wXQAQ,false,EPC-0000314,89,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSponsors,,a254W000001Y9lGQAS,1,,,155
a244W000006a0wYQAQ,false,EPC-0000315,90,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventOverview,,a254W000001Y9lHQAS,1,,,156
a244W000006a0wZQAQ,false,EPC-0000316,91,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventAgenda,,a254W000001Y9lIQAS,1,,,157
a244W000006a0waQAA,false,EPC-0000317,92,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventVenueMap,,a254W000001Y9lJQAS,1,,,158
a244W000006a0wbQAA,false,EPC-0000318,93,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,,a254W000001Y9lKQAS,1,,,159
a244W000006a0wcQAA,false,EPC-0000319,94,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSponsors,,a254W000001Y9lLQAS,1,,,160
a244W000006a0wdQAA,false,EPC-0000320,95,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventCustomHTML,{},a254W000001Y9lMQAS,1,,"<p><strong>World Renowned Event</strong></p><p>There is no better place for professional development than the Annual Symposium. By attending, you&rsquo;ll gain the tools and resources you need to implement successful practices &ndash; which help your company succeed.</p><p><br></p><p><strong>Fresh Perspectives</strong></p><p>Internationally-renowned speakers that offer fresh points of view and inspiring stories that can help shift your perspectives and deepen your understanding of leadership, motivation, and success.</p>",161
a244W000006a0weQAA,false,EPC-0000321,96,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:FeaturedEventSpeakers,{},a254W000001Y9lMQAS,2,,,161
a244W000006a0wfQAA,false,EPC-0000322,97,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:FeaturedEventSponsors,{},a254W000001Y9lMQAS,3,,,161
a244W000006a0wgQAA,false,EPC-0000323,98,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventAgenda,{},a254W000001Y9lNQAS,1,,,162
a244W000006a0whQAA,false,EPC-0000324,99,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventPrimaryVenue,{},a254W000001Y9lOQAS,1,,,163
a244W000006a0wiQAA,false,EPC-0000325,100,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSecondaryVenues,{},a254W000001Y9lOQAS,2,,,163
a244W000006a0wjQAA,false,EPC-0000326,101,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventVenueMap,{},a254W000001Y9lOQAS,3,,,163
a244W000006a0wkQAA,false,EPC-0000327,102,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,{},a254W000001Y9lPQAS,1,,,164
a244W000006a0wlQAA,false,EPC-0000328,103,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:FeaturedEventSponsors,{},a254W000001Y9lQQAS,1,,,165
a244W000006a0wmQAA,false,EPC-0000329,104,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventCustomHTML,{},a254W000001Y9lQQAS,2,,"<h2><strong>Sponsorship</strong></h2><p><br></p><p>Sponsorship at the Annual Meeting gets your message in front of hundreds of decision-makers at independent schools across the country. More than 1,200 education professionals involved with business, finance, and administration attended the 2019 meeting in Washington, D.C., once again setting an attendance record for the Annual Meeting. Below is a list of sponsorship opportunities at this year&#39;s conference.</p><p><br></p><p><strong>Questions?</strong> Contact Chris Arthur at <a href=""mailto:chris.kalavsky@nboa.org"" target=""_blank""><strong><u>chris.</u></strong></a><strong><u>arthur@mailinator.com&nbsp;</u></strong>or call 202-407-7146.</p><p><br></p><h2><strong>Levels and Offerings</strong></h2><h3><br></h3><h3><strong>Gold&nbsp;$10,000</strong></h3><ul><li>2020 Annual Meeting Mobile App</li><li>First-Time Attendee Reception (held prior to Opening Reception)</li><li>Annual Meeting Lanyard</li><li>Annual Meeting Giveaway</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udeQAA"" target=""_blank"">Click here&nbsp;</a>to Purchase</p><p><br></p><h3><strong>Silver&nbsp;$6,000</strong></h3><ul><li>Annual Meeting Hotel Key Card</li><li>Charging Stations</li><li>Wi-Fi*</li><li>Session Tracks</li><li><em>Net Assets</em> Photo Booth</li><li>Headshot Booth</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udfQAA"" target=""_blank"">Click here</a> to Purchase</p><p><br></p><h3><strong>Bronze&nbsp;$4,000</strong></h3><ul><li>Breakfast (limited quantities)</li><li>AM/PM Break (limited quantities)</li><li>Fun Run</li><li>Yoga</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udgQAA"" target=""_blank"">Click here</a> to Purchase</p>",165
a244W000006a0wnQAA,false,EPC-0000330,105,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventCustomHTML,{},a254W000001Y9lRQAS,1,,"<p>EXPO Hall booths can be purchased by current International Association members who are fully registered for the Annual conference. Each booth includes a small number of complimentary booth badges (2 for 10x5 and 5x10 booths; 4 for 8x10 and 10x10 booths.)</p><p><br></p><p><img src=""https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D6A0000039vRfUAI/jWYObhhZ_Screen_Shot_2019_04_01_at_4_14_39_PM_png"" style=""width: 492px;"" class=""fr-fic fr-dib""></p><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__store?site=a0d6A000001RhaTQAS&catalog=a0s6A000006IHwl#"" target=""_blank"">Click Here</a> to purchase Booths.</p>",166
a244W000006a0woQAA,false,EPC-0000101,106,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventCustomHTML,{},a254W000001Y9lSQAS,0,,"<div class=""slds-grid slds-wrap"">
<div class=""slds-size--1-of-1 slds-m-bottom--large"" data-type=""pane"">
<div class=""slds-grid"">
<div class=""slds-size--1-of-2""><img title=""speaker"" src=""https://fonteva-demo.s3.amazonaws.com/events/speaker1.jpg"" alt=""speaker"" /></div>
<div class=""slds-size--1-of-2"">
<p class=""slds-text-heading--medium slds-font-weight--semi-bold slds-m-bottom--small"">World Renowned Event</p>
<p>There is no better place for professional development than the Annual Conference &amp; Exposition. By attending, you&rsquo;ll gain the tools and resources you need to implement successful practices &ndash; which help your company succeed.</p>
<p class=""slds-text-heading--medium slds-font-weight--semi-bold slds-m-bottom--small slds-m-top--medium"">Fresh Perspectives</p>
<p class=""slds-m-bottom--x-small slds-m-top--medium"">Internationally-renowned speakers that offer fresh points of view and inspiring stories that can help shift your perspectives and deepen your understanding of leadership, motivation, and success.</p>
</div>
</div>
</div>
</div>",136
a244W000006a0wpQAA,false,EPC-0000102,107,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:FeaturedEventSpeakers,,a254W000001Y9lSQAS,1,,,136
a244W000006a0wqQAA,false,EPC-0000103,108,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:FeaturedEventSponsors,,a254W000001Y9lSQAS,2,,,136
a244W000006a0wrQAA,false,EPC-0000104,109,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventOverview,,a254W000001Y9lTQAS,1,,,28
a244W000006a0wsQAA,false,EPC-0000105,110,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventAgenda,,a254W000001Y9lUQAS,1,,,29
a244W000006a0wtQAA,false,EPC-0000106,111,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventVenueMap,,a254W000001Y9lVQAS,1,,,30
a244W000006a0wuQAA,false,EPC-0000107,112,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,,a254W000001Y9lWQAS,1,,,31
a244W000006a0wvQAA,false,EPC-0000108,113,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSponsors,,a254W000001Y9lXQAS,1,,,32
a244W000006a0wwQAA,false,EPC-0000109,114,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventOverview,,a254W000001Y9lYQAS,0,,,33
a244W000006a0wxQAA,false,EPC-0000110,115,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventAgenda,,a254W000001Y9lZQAS,1,,,34
a244W000006a0wyQAA,false,EPC-0000111,116,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventVenueMap,,a254W000001Y9laQAC,0,,,36
a244W000006a0wzQAA,false,EPC-0000112,117,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,,a254W000001Y9lbQAC,1,,,38
a244W000006a0x0QAA,false,EPC-0000113,118,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventOverview,,a254W000001Y9lcQAC,1,,,40
a244W000006a0x1QAA,false,EPC-0000114,119,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventAgenda,,a254W000001Y9ldQAC,1,,,41
a244W000006a0x2QAA,false,EPC-0000115,120,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventVenueMap,,a254W000001Y9leQAC,1,,,42
a244W000006a0x3QAA,false,EPC-0000116,121,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,,a254W000001Y9lfQAC,1,,,43
a244W000006a0x4QAA,false,EPC-0000117,122,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSponsors,,a254W000001Y9lgQAC,1,,,44
a244W000006a0x5QAA,false,EPC-0000118,123,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventCustomHTML,{},a254W000001Y9lhQAC,0,,"<p><img src=""https://fonteva-customer-media.s3.amazonaws.com/00D1I000000nqo4UAA/CCGnjyDT_sponsors.PNG"" alt="""" width=""1263"" height=""322"" /></p>",39
a244W000006a0x6QAA,false,EPC-0000119,124,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventPrimaryVenue,,a254W000001Y9laQAC,1,,,36
a244W000006a0x7QAA,false,EPC-0000120,125,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventOverview,,a254W000001Y9liQAC,1,,,45
a244W000006a0x8QAA,false,EPC-0000121,126,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventAgenda,,a254W000001Y9ljQAC,1,,,46
a244W000006a0x9QAA,false,EPC-0000122,127,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventVenueMap,,a254W000001Y9lkQAC,1,,,47
a244W000006a0xAQAQ,false,EPC-0000123,128,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,,a254W000001Y9llQAC,1,,,48
a244W000006a0xBQAQ,false,EPC-0000124,129,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSponsors,,a254W000001Y9lmQAC,1,,,49
a244W000006a0xCQAQ,false,EPC-0000125,130,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventOverview,{},a254W000001Y9lnQAC,1,,,50
a244W000006a0xDQAQ,false,EPC-0000126,131,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventAgenda,,a254W000001Y9loQAC,1,,,51
a244W000006a0xEQAQ,false,EPC-0000127,132,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventVenueMap,{},a254W000001Y9lpQAC,1,,,52
a244W000006a0xFQAQ,false,EPC-0000128,133,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,,a254W000001Y9lqQAC,1,,,53
a244W000006a0xGQAQ,false,EPC-0000129,134,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSponsors,,a254W000001Y9lrQAC,1,,,54
a244W000006a0xHQAQ,false,EPC-0000130,135,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventOverview,,a254W000001Y9lsQAC,1,,,55
a244W000006a0xIQAQ,false,EPC-0000131,136,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventAgenda,,a254W000001Y9ltQAC,1,,,56
a244W000006a0xJQAQ,false,EPC-0000132,137,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventVenueMap,,a254W000001Y9luQAC,1,,,57
a244W000006a0xKQAQ,false,EPC-0000133,138,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,,a254W000001Y9lvQAC,1,,,58
a244W000006a0xLQAQ,false,EPC-0000134,139,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSponsors,,a254W000001Y9lwQAC,1,,,59
a244W000006a0xMQAQ,false,EPC-0000135,140,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventPrimaryVenue,{},a254W000001Y9lpQAC,2,,,52
a244W000006a0xNQAQ,false,EPC-0000137,141,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventOverview,,a254W000001Y9lxQAC,1,,,60
a244W000006a0xOQAQ,false,EPC-0000138,142,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventAgenda,,a254W000001Y9lyQAC,1,,,61
a244W000006a0xPQAQ,false,EPC-0000139,143,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventVenueMap,,a254W000001Y9lzQAC,1,,,62
a244W000006a0xQQAQ,false,EPC-0000140,144,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,,a254W000001Y9m0QAC,1,,,63
a244W000006a0xRQAQ,false,EPC-0000141,145,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSponsors,,a254W000001Y9m1QAC,1,,,64
a244W000006a0xSQAQ,false,EPC-0000142,146,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventOverview,,a254W000001Y9m2QAC,0,,,65
a244W000006a0xTQAQ,false,EPC-0000143,147,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventAgenda,,a254W000001Y9m3QAC,0,,,66
a244W000006a0xUQAQ,false,EPC-0000144,148,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventVenueMap,,a254W000001Y9m4QAC,1,,,67
a244W000006a0xVQAQ,false,EPC-0000145,149,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,,a254W000001Y9m5QAC,1,,,68
a244W000006a0xWQAQ,false,EPC-0000146,150,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSponsors,,a254W000001Y9m6QAC,1,,,69
a244W000006a0xXQAQ,false,EPC-0000147,151,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventOverview,,a254W000001Y9m7QAC,1,,,70
a244W000006a0xYQAQ,false,EPC-0000148,152,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventAgenda,,a254W000001Y9m8QAC,1,,,35
a244W000006a0xZQAQ,false,EPC-0000149,153,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventVenueMap,,a254W000001Y9m9QAC,1,,,37
a244W000006a0xcQAA,false,EPC-0000152,154,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventOverview,,a254W000001Y9mCQAS,1,,,73
a244W000006a0xdQAA,false,EPC-0000153,155,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventAgenda,,a254W000001Y9mDQAS,1,,,74
a244W000006a0xeQAA,false,EPC-0000154,156,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventVenueMap,,a254W000001Y9mEQAS,1,,,75
a244W000006a0xfQAA,false,EPC-0000155,157,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,,a254W000001Y9mFQAS,1,,,76
a244W000006a0xgQAA,false,EPC-0000156,158,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSponsors,,a254W000001Y9mGQAS,1,,,77
a244W000006a0xhQAA,false,EPC-0000157,159,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventOverview,{},a254W000001Y9mHQAS,1,,,78
a244W000006a0xiQAA,false,EPC-0000158,160,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventAgenda,,a254W000001Y9mIQAS,1,,,127
a244W000006a0xjQAA,false,EPC-0000159,161,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventVenueMap,,a254W000001Y9mJQAS,1,,,128
a244W000006a0xkQAA,false,EPC-0000160,162,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,,a254W000001Y9mKQAS,1,,,129
a244W000006a0xlQAA,false,EPC-0000161,163,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSponsors,,a254W000001Y9mLQAS,1,,,130
a244W000006a0xmQAA,false,EPC-0000162,164,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventOverview,,a254W000001Y9mMQAS,1,,,131
a244W000006a0xnQAA,false,EPC-0000163,165,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventAgenda,,a254W000001Y9mNQAS,1,,,132
a244W000006a0xoQAA,false,EPC-0000164,166,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventVenueMap,,a254W000001Y9mOQAS,1,,,133
a244W000006a0xpQAA,false,EPC-0000165,167,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,,a254W000001Y9mPQAS,1,,,134
a244W000006a0xaQAA,false,EPC-0000150,168,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,,a254W000001Y9mAQAS,1,,,71
a244W000006a0xbQAA,false,EPC-0000151,169,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSponsors,,a254W000001Y9mBQAS,1,,,72
a244W000006a0xqQAA,false,EPC-0000166,170,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSponsors,,a254W000001Y9mQQAS,1,,,135
a244W000006a0xrQAA,false,EPC-0000167,171,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,{},a254W000001Y9mHQAS,2,,,78
a244W000006a0xsQAA,false,EPC-0000169,172,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventAgenda,,a254W000001Y9mRQAS,1,,,137
a244W000006a0xtQAA,false,EPC-0000170,173,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventPrimaryVenue,{},a254W000001Y9mSQAS,1,,,87
a244W000006a0xuQAA,false,EPC-0000171,174,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventSpeakers,,a254W000001Y9mTQAS,1,,,90
a244W000006a0xvQAA,false,EPC-0000172,175,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:FeaturedEventSponsors,{},a254W000001Y9mUQAS,1,,,91
a244W000006a0xwQAA,false,EPC-0000228,176,2020-08-28T02:16:22.000+0000,2020-09-24T05:50:30.000+0000,2020-09-24T05:50:30.000+0000,LTE:EventCustomHTML,{},a254W000001Y9mUQAS,2,,"<h2><strong>Sponsorship</strong></h2><p><br></p><p>Sponsorship at the Annual Meeting gets your message in front of hundreds of decision-makers at independent schools across the country. More than 1,200 education professionals involved with business, finance, and administration attended the 2017 meeting in Washington, D.C., once again setting an attendance record for the Annual Meeting. Below is a list of sponsorship opportunities at this year's conference.</p><p><br></p><p><strong>Questions?</strong>&nbsp;Contact Chris Arthur at&nbsp;<a href=""mailto:chris.kalavsky@nboa.org"" target=""_blank"" style=""color: rgb(166, 56, 35);""><strong><u>chris.</u></strong></a><strong><u>arthur@mailinator.com&nbsp;</u></strong>or call 202-407-7146.</p><p><br></p><h2><strong>Levels and Offerings</strong></h2><h3><br></h3><h3><strong>Gold&nbsp;$10,000</strong></h3><ul><li>2018 Annual Meeting Mobile App</li><li>First-Time Attendee Reception (held prior to Opening Reception)</li><li>Annual Meeting Lanyard</li><li>Annual Meeting Giveaway</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udeQAA"" target=""_blank"">Click here </a>to Purchase</p><p><br></p><h3><strong>Silver&nbsp;$6,000</strong></h3><ul><li>Annual Meeting Hotel Key Card</li><li>Charging Stations</li><li>Wi-Fi*</li><li>Session Tracks</li><li><em>Net Assets</em>&nbsp;Photo Booth</li><li>Headshot Booth</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udfQAA"" target=""_blank"">Click here</a> to Purchase</p><p><br></p><h3><strong>Bronze&nbsp;$4,000</strong></h3><ul><li>Breakfast (limited quantities)</li><li>AM/PM Break (limited quantities)</li><li>Fun Run</li><li>Yoga</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udgQAA"" target=""_blank"">Click here</a> to Purchase</p><h2><br></h2>",91
