Id,OrderApi__Receipt_Line__c,OrderApi__Term__c,Name,External_Id__c,OrderApi__Subscription__c,OrderApi__Activated_Date__c,OrderApi__Active_Assignments__c,OrderApi__Assignments_Allowed__c,OrderApi__Assignments_Available__c,OrderApi__Invoice_Line__c,OrderApi__Invoiced_Date__c,OrderApi__Is_Amendment__c,OrderApi__Is_Invoiced__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Sales_Order_Line__c,OrderApi__Subscription_Line__c,OrderApi__Subtotal__c,OrderApi__Total__c,OrderApi__Is_Required_Package_Item__c,OrderApi__Receipt_Line__r.External_Id__c,OrderApi__Term__r.External_Id__c,OrderApi__Subscription__r.External_Id__c,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Subscription_Line__r.External_Id__c
a1Q4W000003fqVRUAY,,a1H4W00000BB52yUAD,000000354,82,a1S4W000004D1SEUA0,2018-07-01,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZkcUAH,,300,300,false,,112,4,,155,651,476,1296,
a1Q4W000003fqVSUAY,,a1H4W00000BB52zUAD,000000355,83,a1S4W000004D1SEUA0,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZkdUAH,,300,300,false,,113,4,,155,651,476,1297,
a1Q4W000003fqVTUAY,,a1H4W00000BB52zUAD,000000356,84,a1S4W000004D1SEUA0,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,false,a1C4W00000845KnUAI,1,40,a1I4W00000HFZkeUAH,a1Q4W000003fqVSUAY,40,40,false,,113,4,,155,701,718,1298,83
a1Q4W000003fqVUUAY,,a1H4W00000BB530UAD,000000357,85,a1S4W000004D1ROUA0,2019-11-11,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZkgUAH,,300,300,false,,114,5,,155,651,476,1300,
a1Q4W000003fqVVUAY,,a1H4W00000BB531UAD,000000358,86,a1S4W000004D1TcUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZkhUAH,,300,300,false,,115,99,,155,651,476,1301,
a1Q4W000003fqVWUAY,,a1H4W00000BB533UAD,000000359,87,a1S4W000004D1SEUA0,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZkiUAH,,300,300,false,,117,4,,155,651,476,1302,
a1Q4W000003fqVXUAY,,a1H4W00000BB533UAD,000000360,88,a1S4W000004D1SEUA0,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,false,a1C4W00000845KnUAI,1,40,a1I4W00000HFZkjUAH,a1Q4W000003fqVWUAY,40,40,false,,117,4,,155,701,718,1303,87
a1Q4W000003fqVYUAY,,a1H4W00000BB532UAD,000000361,89,a1S4W000004D1SEUA0,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZkgUAH,,300,300,false,,116,4,,155,651,476,1300,
a1Q4W000003fqVZUAY,,a1H4W00000BB534UAD,000000362,90,a1S4W000004D1TcUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZkkUAH,,300,300,false,,118,99,,155,651,476,1304,
a1Q4W000003fqVaUAI,,a1H4W00000BB534UAD,000000363,91,a1S4W000004D1TcUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,false,a1C4W00000845KnUAI,1,40,a1I4W00000HFZklUAH,a1Q4W000003fqVZUAY,40,40,false,,118,99,,155,701,718,1305,90
a1Q4W000003fqVbUAI,,a1H4W00000BB535UAD,000000364,92,a1S4W000004D1RPUA0,2019-11-15,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZkoUAH,,300,300,false,,119,6,,155,651,476,1435,
a1Q4W000003fqVcUAI,,a1H4W00000BB536UAD,000000365,93,a1S4W000004D1RQUA0,2019-11-15,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZktUAH,,300,300,false,,120,7,,155,651,476,1440,
a1Q4W000003fqVdUAI,,a1H4W00000BB537UAD,000000366,94,a1S4W000004D1SFUA0,2018-09-15,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZkuUAH,,300,300,false,,121,8,,155,651,476,1441,
a1Q4W000003fqVeUAI,,a1H4W00000BB538UAD,000000367,95,a1S4W000004D1SFUA0,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZkvUAH,,300,300,false,,122,8,,155,651,476,1442,
a1Q4W000003fqVfUAI,,a1H4W00000BB539UAD,000000368,96,a1S4W000004D1RRUA0,2018-10-25,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZkwUAH,,300,300,false,,123,9,,155,651,476,1443,
a1Q4W000003fqVgUAI,,a1H4W00000BB53AUAT,000000369,97,a1S4W000004D1RRUA0,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZkxUAH,,300,300,false,,124,9,,155,651,476,1444,
a1Q4W000003fqVhUAI,,a1H4W00000BB53BUAT,000000370,98,a1S4W000004D1RSUA0,2019-11-15,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZl2UAH,,300,300,false,,125,10,,155,651,476,1578,
a1Q4W000003fqViUAI,,a1H4W00000BB53CUAT,000000371,99,a1S4W000004D1RUUA0,2019-11-22,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZl7UAH,,300,300,false,,126,16,,155,651,476,1583,
a1Q4W000003fqVjUAI,,a1H4W00000BB53DUAT,000000372,100,a1S4W000004D1RTUA0,2019-11-22,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZl8UAH,,300,300,false,,127,17,,155,651,476,1584,
a1Q4W000003fqVkUAI,,a1H4W00000BB53EUAT,000000373,101,a1S4W000004D1RVUA0,2019-11-27,2,,,,,false,false,a134W000009DZGNQA4,a154W00000926RGQAY,FON-Mid size Company Membership,3500,false,a1C4W00000845KSUAY,1,3500,a1I4W00000HFZl9UAH,,3500,3500,false,,128,18,,159,43,554,1585,
a1Q4W000003fqWVUAY,,a1H4W00000BB53iUAD,000000430,102,a1S4W000004D1RzUAK,2020-05-23,3,14,11,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,3333.33,a1I4W00000HFZolUAH,,3333.33,3333.33,false,,152,42,,159,186,696,1746,
a1Q4W000003fqWWUAY,,a1H4W00000BB53jUAD,000000431,103,a1S4W000004D1S0UAK,2020-05-23,4,14,10,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,3333.33,a1I4W00000HFZomUAH,,3333.33,3333.33,false,,153,43,,159,186,696,1874,
a1Q4W000003fqWXUAY,,a1H4W00000BB53kUAD,000000432,104,a1S4W000004D1S1UAK,2020-05-30,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZotUAH,,300,300,false,,154,44,,155,651,476,1881,
a1Q4W000003fqWYUAY,,a1H4W00000BB548UAD,000000175,105,a1S4W000004D1SGUA0,2014-06-14,1,10,9,,,true,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,,1,2500,,,2500,2500,false,,166,51,,159,648,,,
a1Q4W000003fqWZUAY,,a1H4W00000BB55PUAT,000000179,106,a1S4W000004D1TXUA0,2018-03-05,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,5000,25,,,125000,125000,false,,58,94,,155,609,,,
a1Q4W000003fqWaUAI,,a1H4W00000BB549UAD,000000180,107,a1S4W000004D1SHUA0,2013-02-21,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,125,,,125,125,false,,167,52,,155,651,,,
a1Q4W000003fqWbUAI,,a1H4W00000BB54AUAT,000000181,108,a1S4W000004D1SIUA0,2013-03-17,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,50,,,50,50,false,,168,53,,155,650,,,
a1Q4W000003fqWcUAI,,a1H4W00000BB55ZUAT,000000182,109,a1S4W000004D1SJUA0,2013-06-04,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,25,,,25,25,false,,68,54,,155,651,,,
a1Q4W000003fqWdUAI,,a1H4W00000BB55aUAD,000000183,110,a1S4W000004D1SKUA0,2014-04-11,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,37.5,,,37.5,37.5,false,,69,55,,155,650,,,
a1Q4W000003fqWeUAI,,a1H4W00000BB55cUAD,000000184,111,a1S4W000004D1SLUA0,2014-09-06,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,125,,,125,125,false,,71,56,,155,650,,,
a1Q4W000003fqWfUAI,,a1H4W00000BB55bUAD,000000185,112,a1S4W000004D1SMUA0,2014-10-02,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,112.5,,,112.5,112.5,false,,70,57,,155,650,,,
a1Q4W000003fqWgUAI,,a1H4W00000BB54FUAT,000000187,113,a1S4W000004D1SNUA0,2015-01-08,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,75,,,75,75,false,,173,58,,155,650,,,
a1Q4W000003fqWhUAI,,a1H4W00000BB54GUAT,000000188,114,a1S4W000004D1SOUA0,2014-12-04,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,87.5,,,87.5,87.5,false,,174,59,,155,650,,,
a1Q4W000003fqWiUAI,,a1H4W00000BB55hUAD,000000189,115,a1S4W000004D1SPUA0,2014-08-15,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,,,25,25,false,,76,60,,155,609,,,
a1Q4W000003fqWjUAI,,a1H4W00000BB54IUAT,000000190,116,a1S4W000004D1SQUA0,2015-03-22,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,100,,,100,100,false,,176,61,,155,651,,,
a1Q4W000003fqWkUAI,,a1H4W00000BB54JUAT,000000191,117,a1S4W000004D1SRUA0,2013-01-28,1,10,9,,,true,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,,1,2500,,,2500,2500,false,,177,62,,159,648,,,
a1Q4W000003fqWlUAI,,a1H4W00000BB54KUAT,000000192,118,a1S4W000004D1SSUA0,2013-11-15,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,200,,,200,200,false,,178,63,,155,651,,,
a1Q4W000003fqWmUAI,,a1H4W00000BB54LUAT,000000193,119,a1S4W000004D1STUA0,2013-07-23,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,,,25,25,false,,179,64,,155,609,,,
a1Q4W000003fqWnUAI,,a1H4W00000BB54MUAT,000000194,120,a1S4W000004D1SUUA0,2015-03-10,1,10,9,,,true,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,,1,2500,,,2500,2500,false,,180,65,,159,648,,,
a1Q4W000003fqWoUAI,,a1H4W00000BB54NUAT,000000195,121,a1S4W000004D1SVUA0,2015-06-03,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,25,,,25,25,false,,181,115,,155,651,,,
a1Q4W000003fqWpUAI,,a1H4W00000BB55dUAD,000000196,122,a1S4W000004D1SWUA0,2015-02-24,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,,,25,25,false,,72,116,,155,609,,,
a1Q4W000003fqWqUAI,,a1H4W00000BB54PUAT,000000197,123,a1S4W000004D1SXUA0,2012-12-17,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,175,,,175,175,false,,183,117,,155,651,,,
a1Q4W000003fqWrUAI,,a1H4W00000BB54QUAT,000000198,124,a1S4W000004D1SYUA0,2013-02-12,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,62.5,,,62.5,62.5,false,,184,118,,155,650,,,
a1Q4W000003fqWsUAI,,a1H4W00000BB55gUAD,000000199,125,a1S4W000004D1SZUA0,2014-10-04,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,,,25,25,false,,75,119,,155,609,,,
a1Q4W000003fqWtUAI,,a1H4W00000BB54SUAT,000000200,126,a1S4W000004D1SaUAK,2014-08-26,1,14,13,,,true,false,a134W000009DZGNQA4,a154W00000926RkQAI,Company Membership,5000,true,,1,0,,,0,0,false,,186,120,,159,649,,,
a1Q4W000003fqWuUAI,,a1H4W00000BB55fUAD,000000201,127,a1S4W000004D1SbUAK,2015-06-27,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,,,25,25,false,,74,121,,155,609,,,
a1Q4W000003fqXlUAI,,a1H4W00000BB55KUAT,000000256,128,a1S4W000004D1TSUA0,2017-02-10,1,14,13,,,true,false,a134W000009DZGNQA4,a154W00000926RkQAI,Company Membership,5000,true,,1,0,,,0,0,false,,53,150,,159,649,,,
a1Q4W000003fqXmUAI,,a1H4W00000BB55LUAT,000000257,129,a1S4W000004D1TTUA0,2014-09-18,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,250,,,250,250,false,,54,90,,155,651,,,
a1Q4W000003fqXnUAI,,a1H4W00000BB55MUAT,000000258,130,a1S4W000004D1TUUA0,2017-10-03,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,,,25,25,false,,55,91,,155,609,,,
a1Q4W000003fqXoUAI,,a1H4W00000BB55NUAT,000000259,131,a1S4W000004D1TVUA0,2017-10-26,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,112.5,,,112.5,112.5,false,,56,92,,155,650,,,
a1Q4W000003fqXpUAI,,a1H4W00000BB55OUAT,000000260,132,a1S4W000004D1TWUA0,2017-10-27,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,225,,,225,225,false,,57,93,,155,651,,,
a1Q4W000003fqXqUAI,,a1H4W00000BB55QUAT,000000265,133,a1S4W000004D1TYUA0,2018-07-04,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,false,a1C4W00000845KpUAI,1,45,,,45,45,false,,59,95,,155,609,470,,
a1Q4W000003fqXrUAI,,a1H4W00000BB55RUAT,000000266,134,a1S4W000004D1TZUA0,2018-07-05,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,,,300,300,false,,60,96,,155,651,476,,
a1Q4W000003fqXsUAI,,a1H4W00000BB55UUAT,000000267,135,a1S4W000004D1TaUAK,2018-07-09,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,false,a1C4W00000845KoUAI,1,150,a1I4W00000HFa8HUAT,,150,150,false,,63,97,,155,650,475,1971,
a1Q4W000003fqXtUAI,,a1H4W00000BB55TUAT,000000268,136,a1S4W000004D1TbUAK,2018-07-09,0,14,14,,,false,false,a134W000009DZGNQA4,a154W00000926RkQAI,Company Membership,5000,false,a1C4W00000845LAUAY,1,5000,a1I4W00000HFa8IUAT,,5000,5000,false,,62,98,,159,649,474,1972,
a1Q4W000003fqXuUAI,,a1H4W00000BB55iUAD,000000271,137,a1S4W000004D1TcUAK,2018-07-13,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,,,300,300,false,,77,99,,155,651,476,,
a1Q4W000003fqXvUAI,,a1H4W00000BB53zUAD,000000275,138,a1S4W000004D1TdUAK,2018-08-01,1,10,9,,,false,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,false,a1C4W00000845KMUAY,1,2500,a1I4W00000HFa8TUAT,,2500,2500,false,,79,100,,159,648,473,2111,
a1Q4W000003fqXwUAI,,a1H4W00000BB53zUAD,000000276,139,a1S4W000004D1TdUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,false,a1C4W00000845KmUAI,1,60,a1I4W00000HFa8UUAT,a1Q4W000003fqXvUAI,60,60,false,,79,100,,155,700,545,2112,138
a1Q4W000003fqXxUAI,,a1H4W00000BB55jUAD,000000277,140,a1S4W000004D1TeUAK,2018-08-09,0,14,14,,,false,false,a134W000009DZGNQA4,a154W00000926RkQAI,Company Membership,5000,false,a1C4W00000845LAUAY,1,5000,a1I4W00000HFa8ZUAT,,5000,5000,false,,80,101,,159,649,474,2118,
a1Q4W000003fqXyUAI,,a1H4W00000BB53tUAD,000000329,141,a1S4W000004D1S8UAK,2019-06-11,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,false,a1C4W00000845KpUAI,1,45,a1I4W00000HFZprUAH,,45,45,false,,104,154,,155,609,470,374,
a1Q4W000003fqXzUAI,,a1H4W00000BB53uUAD,000000330,142,a1S4W000004D1S9UAK,2019-06-21,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,false,a1C4W00000845KoUAI,1,150,a1I4W00000HFZpvUAH,,150,150,false,,105,155,,155,650,475,378,
a1Q4W000003fqY0UAI,,a1H4W00000BB53vUAD,000000331,143,a1S4W000004D1SAUA0,2019-06-21,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,false,a1C4W00000845KpUAI,1,45,a1I4W00000HFZpwUAH,,45,45,false,,106,156,,155,609,470,379,
a1Q4W000003fqY1UAI,,a1H4W00000BB53wUAD,000000332,144,a1S4W000004D1SBUA0,2019-06-21,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,false,a1C4W00000845KpUAI,1,45,a1I4W00000HFZpxUAH,,45,45,false,,107,157,,155,609,470,380,
a1Q4W000003fqY2UAI,,a1H4W00000BB53xUAD,000000333,145,a1S4W000004D1SCUA0,2019-06-21,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,false,a1C4W00000845KpUAI,1,45,a1I4W00000HFZpzUAH,,45,45,false,,108,158,,155,609,470,490,
a1Q4W000003fqY3UAI,,a1H4W00000BB541UAD,000000278,146,a1S4W000004D1TfUAK,2018-08-14,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,false,a1C4W00000845KoUAI,1,150,a1I4W00000HFa8aUAD,,150,150,false,,81,102,,155,650,475,1568,
a1Q4W000003fqY4UAI,,a1H4W00000BB542UAD,000000279,147,a1S4W000004D1TgUAK,2018-08-14,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,false,a1C4W00000845KoUAI,1,150,a1I4W00000HFa8cUAD,,150,150,false,,82,103,,155,650,475,1570,
a1Q4W000003fqY5UAI,,a1H4W00000BB55kUAD,000000280,148,a1S4W000004D1ThUAK,2018-08-14,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,false,a1C4W00000845KoUAI,1,150,a1I4W00000HFa8eUAD,,150,150,false,,83,104,,155,650,475,1572,
a1Q4W000003fqY6UAI,,a1H4W00000BB55lUAD,000000281,149,a1S4W000004D1TiUAK,2018-08-22,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFa8jUAD,,300,300,false,,84,105,,155,651,476,1576,
a1Q4W000003fqY7UAI,,a1H4W00000BB543UAD,000000282,150,a1S4W000004D1TjUAK,2018-08-22,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFa8jUAD,,300,300,false,,85,106,,155,651,476,1576,
a1Q4W000003fqY8UAI,,a1H4W00000BB55mUAD,000000283,151,a1S4W000004D1TkUAK,2018-09-30,0,14,14,,,false,false,a134W000009DZGNQA4,a154W00000926RkQAI,Company Membership,5000,false,a1C4W00000845LAUAY,1,5000,a1I4W00000HFa8mUAD,,5000,5000,false,,86,107,,159,649,474,1708,
a1Q4W000003fqV4UAI,,a1H4W00000BB53bUAD,000000419,152,a1S4W000004D1RrUAK,2020-04-20,1,14,13,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,a1I4W00000HFZnpUAH,,416.67,416.67,false,,160,45,,159,186,696,1174,
a1Q4W000003fqV5UAI,,a1H4W00000BB53cUAD,000000420,153,a1S4W000004D1RsUAK,2020-04-20,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,a1I4W00000HFZnsUAH,,416.67,416.67,false,,161,46,,159,186,696,1177,
a1Q4W000003fqV6UAI,,a1H4W00000BB53dUAD,000000421,154,a1S4W000004D1RtUAK,2020-04-20,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,a1I4W00000HFZnvUAH,,416.67,416.67,false,,162,47,,159,186,696,1308,
a1Q4W000003fqV7UAI,,a1H4W00000BB53eUAD,000000422,155,a1S4W000004D1RuUAK,2020-04-20,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,a1I4W00000HFZnxUAH,,416.67,416.67,false,,163,48,,159,186,696,1310,
a1Q4W000003fqV8UAI,,a1H4W00000BB53fUAD,000000423,156,a1S4W000004D1RwUAK,2020-04-20,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,,,416.67,416.67,false,,164,49,,159,186,696,,
a1Q4W000003fqV9UAI,,a1H4W00000BB53gUAD,000000424,157,a1S4W000004D1RvUAK,2020-04-20,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,a1I4W00000HFZo1UAH,,416.67,416.67,false,,165,50,,159,186,696,1314,
a1Q4W000003fqVAUAY,,a1H4W00000BB52qUAD,000000336,158,a1S4W000004D1RIUA0,2019-08-13,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,true,a1C4W00000845KlUAI,1,75,a1I4W00000HFZjmUAH,,75,75,false,,155,12,,155,96,613,734,
a1Q4W000003fqVBUAY,,a1H4W00000BB52qUAD,000000337,159,a1S4W000004D1RIUA0,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,true,a1C4W00000845KOUAY,1,7.5,a1I4W00000HFZjnUAH,a1Q4W000003fqVAUAY,7.5,7.5,true,,155,12,,155,701,547,735,158
a1Q4W000003fqVCUAY,,a1H4W00000BB52qUAD,000000338,160,a1S4W000004D1RIUA0,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,true,a1C4W00000845KmUAI,1,5,a1I4W00000HFZjoUAH,a1Q4W000003fqVAUAY,5,5,true,,155,12,,155,700,545,736,158
a1Q4W000003fqVDUAY,,a1H4W00000BB52rUAD,000000339,161,a1S4W000004D1RJUA0,2019-08-13,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,true,a1C4W00000845KlUAI,1,75,,,75,75,false,,156,13,,155,96,613,,
a1Q4W000003fqVEUAY,,a1H4W00000BB52sUAD,000000340,162,a1S4W000004D1RKUA0,2019-08-13,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,true,a1C4W00000845KlUAI,1,75,,,75,75,false,,157,14,,155,96,613,,
a1Q4W000003fqVFUAY,,a1H4W00000BB52rUAD,000000341,163,a1S4W000004D1RJUA0,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,true,a1C4W00000845KOUAY,1,18,,a1Q4W000003fqVDUAY,18,18,true,,156,13,,155,701,547,,161
a1Q4W000003fqVGUAY,,a1H4W00000BB52rUAD,000000342,164,a1S4W000004D1RJUA0,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,true,a1C4W00000845KmUAI,1,12,,a1Q4W000003fqVDUAY,12,12,true,,156,13,,155,700,545,,161
a1Q4W000003fqVHUAY,,a1H4W00000BB52sUAD,000000343,165,a1S4W000004D1RKUA0,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,true,a1C4W00000845KOUAY,1,18,,a1Q4W000003fqVEUAY,18,18,true,,157,14,,155,701,547,,162
a1Q4W000003fqVIUAY,,a1H4W00000BB52sUAD,000000344,166,a1S4W000004D1RKUA0,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,true,a1C4W00000845KmUAI,1,12,,a1Q4W000003fqVEUAY,12,12,true,,157,14,,155,700,545,,162
a1Q4W000003fqVJUAY,,a1H4W00000BB52tUAD,000000345,167,a1S4W000004D1RLUA0,2019-08-13,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,true,a1C4W00000845KlUAI,1,75,,,75,75,false,,158,15,,155,96,613,,
a1Q4W000003fqVKUAY,,a1H4W00000BB52tUAD,000000346,168,a1S4W000004D1RLUA0,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,true,a1C4W00000845KOUAY,1,18,,a1Q4W000003fqVJUAY,18,18,true,,158,15,,155,701,547,,167
