Id,Name,External_Id__c,OrderApi__Account__c,OrderApi__Assignment__c,OrderApi__Awarded_Date__c,OrderApi__Badge_Description__c,OrderApi__Badge_Type_Icon__c,OrderApi__Badge_Type__c,OrderApi__Badge_Workflow__c,OrderApi__Contact__c,OrderApi__Engagement_Score__c,OrderApi__Expired_Date__c,OrderApi__Is_Active__c,OrderApi__Item__c,OrderApi__Sales_Order_Line__c,OrderApi__Term__c,OrderApi__Account__r.External_Id__c,OrderApi__Assignment__r.External_Id__c,OrderApi__Badge_Type__r.Id,OrderApi__Badge_Workflow__r.External_Id__c,OrderApi__Contact__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Term__r.External_Id__c
a0m4W00000Z9k1FQAR,00000439,124,,,2015-09-11,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1F"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYNQA3,0034W00002DpofIQAR,100,2017-09-24,false,a154W00000926R6QAI,,,,,a0k4W00000DtAGUQA3,25,97,651,,
a0m4W00000Z9k4EQAR,00000440,125,0014W000025FRluQAG,,2016-07-26,Awarded to all organization members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Organizational Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k4E"" target=""_tab"">FON-Organizational Member Badge</a>",a0k4W00000DtAGVQA3,a0l4W00000H3CYKQA3,,100,,true,a154W00000926QvQAI,,,18,,a0k4W00000DtAGVQA3,22,,648,,
a0m4W00000Z9k1GQAR,00000441,126,,,2014-04-20,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1G"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYMQA3,0034W00002DpofAQAR,100,2017-09-24,false,a154W00000926QuQAI,,,,,a0k4W00000DtAGUQA3,24,155,650,,
a0m4W00000Z9k4FQAR,00000442,127,0014W000025FRlyQAG,,2014-05-20,Awarded to all organization members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Organizational Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k4F"" target=""_tab"">FON-Organizational Member Badge</a>",a0k4W00000DtAGVQA3,a0l4W00000H3CYKQA3,,100,2017-09-24,false,a154W00000926QvQAI,,,2,,a0k4W00000DtAGVQA3,22,,648,,
a0m4W00000Z9k4GQAR,00000443,128,,,2016-05-20,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k4G"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYNQA3,,100,,true,a154W00000926R6QAI,,,,,a0k4W00000DtAGUQA3,25,,651,,
a0m4W00000Z9k1HQAR,00000444,129,,,2014-05-12,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1H"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYPQA3,0034W00002DpogLQAR,100,,true,a154W00000926RDQAY,,,,,a0k4W00000DtAGUQA3,27,171,609,,
a0m4W00000Z9k1IQAR,00000445,130,,,2014-07-10,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1I"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYNQA3,0034W00002DpofaQAB,100,2017-09-24,false,a154W00000926R6QAI,,,,,a0k4W00000DtAGUQA3,25,182,651,,
a0m4W00000Z9k1JQAR,00000446,131,,,2016-04-02,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1J"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYMQA3,0034W00002Dpof4QAB,100,2017-09-24,false,a154W00000926QuQAI,,,,,a0k4W00000DtAGUQA3,24,147,650,,
a0m4W00000Z9k1KQAR,00000447,132,,,2016-11-11,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1K"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYNQA3,0034W00002DpofKQAR,100,,true,a154W00000926R6QAI,,,,,a0k4W00000DtAGUQA3,25,100,651,,
a0m4W00000Z9k1LQAR,00000448,133,,,2016-08-16,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1L"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYMQA3,0034W00002Dpof5QAB,100,,true,a154W00000926QuQAI,,,,,a0k4W00000DtAGUQA3,24,148,650,,
a0m4W00000Z9k1MQAR,00000449,134,,,2015-01-16,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1M"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYMQA3,0034W00002DpoezQAB,100,2017-09-24,false,a154W00000926QuQAI,,,,,a0k4W00000DtAGUQA3,24,74,650,,
a0m4W00000Z9k1NQAR,00000450,135,,,2016-07-27,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1N"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYNQA3,0034W00002DpofgQAB,100,,true,a154W00000926R6QAI,,,,,a0k4W00000DtAGUQA3,25,132,651,,
a0m4W00000Z9k4HQAR,00000451,136,0014W000025FRkKQAW,,2017-09-25,Awarded to all association event sponsors.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Sponsor Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k4H"" target=""_tab"">FON-Sponsor Badge</a>",a0k4W00000DtAGXQA3,a0l4W00000H3CY3QAN,,50,,true,,,,5,,a0k4W00000DtAGXQA3,5,,,,
a0m4W00000Z9k4IQAR,00000452,137,0014W000025FRlxQAG,,2017-09-25,Awarded to all association event sponsors.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Sponsor Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k4I"" target=""_tab"">FON-Sponsor Badge</a>",a0k4W00000DtAGXQA3,a0l4W00000H3CY4QAN,,50,,true,a154W00000926STQAY,,,1,,a0k4W00000DtAGXQA3,6,,683,,
a0m4W00000Z9k1OQAR,00000453,138,,,2015-10-12,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1O"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYNQA3,0034W00002DpofwQAB,100,2017-09-24,false,a154W00000926R6QAI,,,,,a0k4W00000DtAGUQA3,25,207,651,,
a0m4W00000Z9k1PQAR,00000454,139,,,2014-07-15,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1P"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYPQA3,0034W00002DpogQQAR,100,,true,a154W00000926RDQAY,,,,,a0k4W00000DtAGUQA3,27,249,609,,
a0m4W00000Z9k4JQAR,00000455,140,0014W000025FRlxQAG,,2016-03-02,Awarded to all organization members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Organizational Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k4J"" target=""_tab"">FON-Organizational Member Badge</a>",a0k4W00000DtAGVQA3,a0l4W00000H3CYKQA3,,100,,true,a154W00000926QvQAI,,,1,,a0k4W00000DtAGVQA3,22,,648,,
a0m4W00000Z9k4KQAR,00000456,141,0014W000025FRlJQAW,,2016-11-28,Awarded to all organization members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Organizational Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k4K"" target=""_tab"">FON-Organizational Member Badge</a>",a0k4W00000DtAGVQA3,a0l4W00000H3CYKQA3,,100,2017-11-27,false,a154W00000926QvQAI,,,16,,a0k4W00000DtAGVQA3,22,,648,,
a0m4W00000Z9k1QQAR,00000457,142,,,2015-04-20,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1Q"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYPQA3,0034W00002DpofUQAR,100,,true,a154W00000926RDQAY,,,,,a0k4W00000DtAGUQA3,27,176,609,,
a0m4W00000Z9k1RQAR,00000458,143,,,2015-06-22,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1R"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYNQA3,0034W00002DpofGQAR,100,2017-09-24,false,a154W00000926R6QAI,,,,,a0k4W00000DtAGUQA3,25,95,651,,
a0m4W00000Z9k1SQAR,00000459,144,,,2014-10-14,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1S"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYNQA3,0034W00002DpodrQAB,100,2017-09-24,false,a154W00000926R6QAI,,,,,a0k4W00000DtAGUQA3,25,152,651,,
a0m4W00000Z9k1TQAR,00000460,145,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1T"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000DtAGWQA3,a0l4W00000H3CYTQA3,0034W00002DpodsQAB,25,,true,,,,,,a0k4W00000DtAGWQA3,31,156,,,
a0m4W00000Z9k1UQAR,00000461,146,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1U"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000DtAGWQA3,a0l4W00000H3CYTQA3,0034W00002DpofkQAB,25,,true,,,,,,a0k4W00000DtAGWQA3,31,137,,,
a0m4W00000Z9k1VQAR,00000462,147,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1V"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000DtAGWQA3,a0l4W00000H3CYSQA3,0034W00002DpofMQAR,25,,true,,,,,,a0k4W00000DtAGWQA3,30,102,,,
a0m4W00000Z9k1WQAR,00000463,148,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1W"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000DtAGWQA3,a0l4W00000H3CYSQA3,0034W00002DpogWQAR,25,,true,,,,,,a0k4W00000DtAGWQA3,30,255,,,
a0m4W00000Z9k1XQAR,00000464,149,,,2016-07-24,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1X"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYPQA3,0034W00002DpofSQAR,100,,true,a154W00000926RDQAY,,,,,a0k4W00000DtAGUQA3,27,174,609,,
a0m4W00000Z9k1YQAR,00000465,150,,,2016-11-08,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1Y"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYPQA3,0034W00002DpoflQAB,100,,true,a154W00000926RDQAY,,,,,a0k4W00000DtAGUQA3,27,138,609,,
a0m4W00000Z9k1ZQAR,00000466,151,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1Z"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000DtAGWQA3,a0l4W00000H3CYQQA3,0034W00002DpofPQAR,25,,true,,,,,,a0k4W00000DtAGWQA3,28,105,,,
a0m4W00000Z9k1aQAB,00000467,152,,,2017-07-04,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1a"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYPQA3,0034W00002Dpog6QAB,100,,true,a154W00000926RDQAY,,,,,a0k4W00000DtAGUQA3,27,242,609,,
a0m4W00000Z9k1bQAB,00000468,153,,,2016-10-10,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1b"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYNQA3,0034W00002DpofrQAB,100,,true,a154W00000926R6QAI,,,,,a0k4W00000DtAGUQA3,25,202,651,,
a0m4W00000Z9k1cQAB,00000469,154,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1c"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000DtAGWQA3,a0l4W00000H3CYSQA3,0034W00002DpogCQAR,25,,true,,,,,,a0k4W00000DtAGWQA3,30,162,,,
a0m4W00000Z9k4LQAR,00000470,155,0014W000025FRm2QAG,,2014-06-13,Awarded to all organization members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Organizational Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k4L"" target=""_tab"">FON-Organizational Member Badge</a>",a0k4W00000DtAGVQA3,a0l4W00000H3CYLQA3,,100,,true,a154W00000926RkQAI,,,12,,a0k4W00000DtAGVQA3,23,,649,,
a0m4W00000Z9k1dQAB,00000471,156,,,2017-04-24,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1d"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYNQA3,0034W00002DpofcQAB,100,,true,a154W00000926R6QAI,,,,,a0k4W00000DtAGUQA3,25,184,651,,
a0m4W00000Z9k1eQAB,00000472,157,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1e"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000DtAGWQA3,a0l4W00000H3CYSQA3,0034W00002DpofnQAB,25,,true,,,,,,a0k4W00000DtAGWQA3,30,140,,,
a0m4W00000Z9k1fQAB,00000473,158,,,2015-10-20,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1f"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYNQA3,0034W00002DpogFQAR,100,,true,a154W00000926R6QAI,,,,,a0k4W00000DtAGUQA3,25,165,651,,
a0m4W00000Z9k4MQAR,00000474,159,0014W000025FRkLQAW,,2014-03-15,Awarded to all organization members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Organizational Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k4M"" target=""_tab"">FON-Organizational Member Badge</a>",a0k4W00000DtAGVQA3,a0l4W00000H3CYKQA3,,100,2017-09-24,false,a154W00000926QvQAI,,,6,,a0k4W00000DtAGVQA3,22,,648,,
a0m4W00000Z9k4NQAR,00000475,160,0014W000025FRlKQAW,,2017-02-10,Awarded to all organization members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Organizational Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k4N"" target=""_tab"">FON-Organizational Member Badge</a>",a0k4W00000DtAGVQA3,a0l4W00000H3CYLQA3,,100,2018-02-09,false,a154W00000926RkQAI,,,17,,a0k4W00000DtAGVQA3,23,,649,,
a0m4W00000Z9k1gQAB,00000476,161,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1g"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000DtAGWQA3,a0l4W00000H3CYTQA3,0034W00002DpofDQAR,25,,true,,,,,,a0k4W00000DtAGWQA3,31,92,,,
a0m4W00000Z9k1hQAB,00000477,162,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1h"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000DtAGWQA3,a0l4W00000H3CYSQA3,0034W00002DpoffQAB,25,,true,,,,,,a0k4W00000DtAGWQA3,30,131,,,
a0m4W00000Z9k1iQAB,00000478,163,,,2014-09-18,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1i"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYNQA3,0034W00002DpofZQAR,100,2017-09-24,false,a154W00000926R6QAI,,,,,a0k4W00000DtAGUQA3,25,181,651,,
a0m4W00000Z9k1jQAB,00000479,164,,,2017-10-03,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1j"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYPQA3,0034W00002DpogBQAR,100,,true,a154W00000926RDQAY,,,,,a0k4W00000DtAGUQA3,27,161,609,,
a0m4W00000Z9k1kQAB,00000480,165,,,2017-10-26,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1k"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYMQA3,0034W00002DpogPQAR,100,,true,a154W00000926QuQAI,,,,,a0k4W00000DtAGUQA3,24,248,650,,
a0m4W00000Z9k1lQAB,00000481,166,,,2017-10-27,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1l"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYNQA3,0034W00002Dpog0QAB,100,,true,a154W00000926R6QAI,,,,,a0k4W00000DtAGUQA3,25,212,651,,
a0m4W00000Z9k1mQAB,00000482,167,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1m"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000DtAGWQA3,a0l4W00000H3CYSQA3,0034W00002DpofLQAR,25,,true,,,,,,a0k4W00000DtAGWQA3,30,101,,,
a0m4W00000Z9k1nQAB,00000483,168,,,2017-09-25,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1n"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYNQA3,0034W00002Dpof0QAB,100,2018-01-07,false,a154W00000926R6QAI,,,,,a0k4W00000DtAGUQA3,25,75,651,,
a0m4W00000Z9k1oQAB,00000484,169,,,2017-09-25,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gcouuk6ys.my.salesforce.com/a0m4W00000Z9k1o"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000DtAGUQA3,a0l4W00000H3CYNQA3,0034W00002Dpog5QAB,100,2017-09-24,false,a154W00000926R6QAI,,,,,a0k4W00000DtAGUQA3,25,241,651,,
