Id,Name,External_Id__c,OrderApi__EPayment__c,OrderApi__Activation_Date__c,OrderApi__Activity_Type__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Invoice__c,OrderApi__Is_Renewal__c,OrderApi__Is_Tax__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__List_Price__c,OrderApi__Payment_Method__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Status__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total__c,OrderApi__EPayment_Line__c,OrderApi__Contact__c,OrderApi__Invoice_Line__c,OrderApi__Foreign_Key__c,OrderApi__Parent_Foreign_Key__c,OrderApi__Sales_Order_Line__c,OrderApi__Sales_Order__c,OrderApi__EPayment__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__GL_Account__r.Id,OrderApi__Invoice__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.External_Id__c,OrderApi__EPayment_Line__r.External_Id__c,OrderApi__Contact__r.External_Id__c,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c
a0y4W00000VRkzDQAT,0000000362,50,a0z4W00000iXrDiQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1FQAR,a124W00000MTdkbQAD,false,false,a134W000009DZGDQA4,a154W00000926QlQAI,100,VISA  (Expires 1/2037),false,,1,100,Success,,,100,false,0,100,,0034W00002DpodbQAB,a114W00000KvqioQAB,,,a1I4W00000HFZqoUAH,,77,FON-International Association,a104W00000G3d1FQAR,34,153,691,,,,,272,301,460,
a0y4W00000VRkwUQAT,0000000363,51,a0z4W00000iXrDjQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGJQA4,a154W00000926RBQAY,995,VISA  (Expires 1/2031),false,a1C4W00000845KTUAY,1,995,Success,,,995,false,0,995,,0034W00002DpodbQAB,,Qt8hkqkOBw7ynNeBY3xSO7mX6HJmuk,,a1I4W00000HFZlBUAX,,78,FON-International Association,a104W00000G3d1HQAR,,164,697,542,,,,272,,1587,
a0y4W00000VRkwVQAT,0000000364,52,a0z4W00000iXrDkQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGQQA4,a154W00000926RAQAY,100,VISA  (Expires 1/2021),false,a1C4W00000845KUUAY,1,100,Success,,,100,false,0,100,,0034W00002DpoeKQAR,,UuiSeOIMg1CrPH5CrrjaRKbnWc91hP,,a1I4W00000HFZlCUAX,,79,FON-International Association,a104W00000G3d1HQAR,,157,647,472,,,,22,,1588,
a0y4W00000VRkwWQAT,0000000365,53,a0z4W00000iXrDmQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGRQA4,a154W00000926RHQAY,100,VISA  (Expires 1/2022),false,a1C4W00000845KVUAY,1,100,Success,,,100,false,0,100,,0034W00002DpodbQAB,,qDkQfu1saj3gxgVmvSo4L2vvWcv8wK,,a1I4W00000HFZlEUAX,,80,FON-International Association,a104W00000G3d1HQAR,,5,538,666,,,,272,,1721,
a0y4W00000VRkwXQAT,0000000366,54,a0z4W00000iXrDmQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGRQA4,a154W00000926RHQAY,100,VISA  (Expires 1/2022),false,a1C4W00000845KVUAY,1,100,Success,,,100,false,0,100,,0034W00002Dpof3QAB,,LJv2knlQRjWT5kOUTY9V3wGMl1rl4l,,a1I4W00000HFZlFUAX,,80,FON-International Association,a104W00000G3d1HQAR,,5,538,666,,,,146,,1722,
a0y4W00000VRkwYQAT,0000000367,55,a0z4W00000iXrDmQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RIQAY,25,VISA  (Expires 1/2022),false,a1C4W00000845KWUAY,1,25,Success,,,25,false,0,25,a0y4W00000VRkwWQAT,0034W00002DpodbQAB,,ufEHgXlSiP6sQOIPOcllxOzuraWWoK,qDkQfu1saj3gxgVmvSo4L2vvWcv8wK,a1I4W00000HFZlGUAX,,80,FON-International Association,a104W00000G3d1HQAR,,6,579,671,,,53,272,,1723,
a0y4W00000VRkwZQAT,0000000368,56,a0z4W00000iXrDmQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RLQAY,0,VISA  (Expires 1/2022),false,a1C4W00000845KXUAY,1,0,Success,,,0,false,0,0,a0y4W00000VRkwWQAT,0034W00002DpodbQAB,,VRwitAvLyEpiMJqkchMr9qpxvOpjgS,qDkQfu1saj3gxgVmvSo4L2vvWcv8wK,a1I4W00000HFZlHUAX,,80,FON-International Association,a104W00000G3d1HQAR,,6,582,674,,,53,272,,1724,
a0y4W00000VRkwaQAD,0000000369,57,a0z4W00000iXrDmQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RMQAY,25,VISA  (Expires 1/2022),false,a1C4W00000845KYUAY,1,25,Success,,,25,false,0,25,a0y4W00000VRkwWQAT,0034W00002DpodbQAB,,5Jys2kqL3R9E4rWJmY7EkchNet98da,qDkQfu1saj3gxgVmvSo4L2vvWcv8wK,a1I4W00000HFZlIUAX,,80,FON-International Association,a104W00000G3d1HQAR,,6,583,675,,,53,272,,1725,
a0y4W00000VRkwbQAD,0000000370,58,a0z4W00000iXrDmQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RJQAY,0,VISA  (Expires 1/2022),false,a1C4W00000845KZUAY,1,0,Success,,,0,false,0,0,a0y4W00000VRkwWQAT,0034W00002DpodbQAB,,kh5chossoDZngeGwE5DoVEGbLVAZEY,qDkQfu1saj3gxgVmvSo4L2vvWcv8wK,a1I4W00000HFZlJUAX,,80,FON-International Association,a104W00000G3d1HQAR,,6,585,677,,,53,272,,1726,
a0y4W00000VRkwcQAD,0000000371,59,a0z4W00000iXrDmQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RKQAY,0,VISA  (Expires 1/2022),false,a1C4W00000845KaUAI,1,0,Success,,,0,false,0,0,a0y4W00000VRkwWQAT,0034W00002DpodbQAB,,zzIovDB7bEsUmCQn0KRhgroIK2Bva4,qDkQfu1saj3gxgVmvSo4L2vvWcv8wK,a1I4W00000HFZlKUAX,,80,FON-International Association,a104W00000G3d1HQAR,,6,586,697,,,53,272,,1727,
a0y4W00000VRkwdQAD,0000000372,60,a0z4W00000iXrDmQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RNQAY,25,VISA  (Expires 1/2022),false,a1C4W00000845KbUAI,1,25,Success,,,25,false,0,25,a0y4W00000VRkwXQAT,0034W00002Dpof3QAB,,7fd0195AaTi1BeJOfZL4Xg0QFnhBTw,LJv2knlQRjWT5kOUTY9V3wGMl1rl4l,a1I4W00000HFZlLUAX,,80,FON-International Association,a104W00000G3d1HQAR,,6,580,672,,,54,146,,1728,
a0y4W00000VRkweQAD,0000000373,61,a0z4W00000iXrDmQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RLQAY,0,VISA  (Expires 1/2022),false,a1C4W00000845KXUAY,1,0,Success,,,0,false,0,0,a0y4W00000VRkwXQAT,0034W00002Dpof3QAB,,iOXAfxnEU288NnBjD0ZXCqmkSCK3ht,LJv2knlQRjWT5kOUTY9V3wGMl1rl4l,a1I4W00000HFZlMUAX,,80,FON-International Association,a104W00000G3d1HQAR,,6,582,674,,,54,146,,1729,
a0y4W00000VRkwfQAD,0000000374,62,a0z4W00000iXrDmQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RJQAY,0,VISA  (Expires 1/2022),false,a1C4W00000845KZUAY,1,0,Success,,,0,false,0,0,a0y4W00000VRkwXQAT,0034W00002Dpof3QAB,,axdoC8aRs4acF5hGFsAtoyzsIWzrZY,LJv2knlQRjWT5kOUTY9V3wGMl1rl4l,a1I4W00000HFZlNUAX,,80,FON-International Association,a104W00000G3d1HQAR,,6,585,677,,,54,146,,1730,
a0y4W00000VRkwgQAD,0000000375,63,a0z4W00000iXrDlQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGRQA4,a154W00000926RHQAY,100,VISA  (Expires 1/2022),false,a1C4W00000845KVUAY,1,100,Success,,,100,false,0,100,,0034W00002DpoeMQAR,,Bo149HgT3XVzP5zjU3i4byKZm76Fyf,,a1I4W00000HFZlOUAX,,81,FON-International Association,a104W00000G3d1HQAR,,5,538,666,,,,24,,1731,
a0y4W00000VRkwhQAD,0000000376,64,a0z4W00000iXrDlQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RIQAY,25,VISA  (Expires 1/2022),false,a1C4W00000845KWUAY,1,25,Success,,,25,false,0,25,a0y4W00000VRkwgQAD,0034W00002DpoeMQAR,,VD1rY77PkSH3M1Q6PR6NmKXstq0utK,Bo149HgT3XVzP5zjU3i4byKZm76Fyf,a1I4W00000HFZlPUAX,,81,FON-International Association,a104W00000G3d1HQAR,,6,579,671,,,63,24,,1732,
a0y4W00000VRl1FQAT,0000000265,65,a0z4W00000iXrGCQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGFQA4,a154W00000926QnQAI,5,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2023),false,a1C4W00000845KRUAY,1,5,Success,,,5,false,0,5,,0034W00002DpocXQAR,,,,,,48,FON-International Association,a104W00000G3d1HQAR,,151,89,568,,,,227,,,
a0y4W00000VRl1GQAT,0000000266,66,a0z4W00000iXrGDQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGDQA4,a154W00000926QlQAI,100,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2021),false,a1C4W00000845LKUAY,1,100,Success,,,100,false,0,100,,0034W00002Dpoe2QAB,,,,,,49,FON-International Association,a104W00000G3d1HQAR,,153,691,233,,,,286,,,
a0y4W00000VRl1HQAT,0000000267,67,a0z4W00000iXrGDQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGFQA4,a154W00000926QnQAI,5,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2021),false,a1C4W00000845KRUAY,1,5,Success,,,5,false,0,5,,0034W00002Dpoe2QAB,,,,,,49,FON-International Association,a104W00000G3d1HQAR,,151,89,568,,,,286,,,
a0y4W00000VRl1IQAT,0000000268,68,a0z4W00000iXrGEQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1iQAB,,false,false,a134W000009DZGPQA4,a154W00000926SiQAI,100,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2022),false,a1C4W00000845LGUAY,1,100,Success,,,100,false,0,100,,,,,,,,62,FON-International Association,a104W00000G3d1iQAB,,154,692,537,,,,,,,
a0y4W00000VRl1JQAT,0000000269,69,a0z4W00000iXrGFQA0,2019-05-10,Purchase,true,a0o4W00000M5SknQAF,2019-12-31,a104W00000G3d1eQAB,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,5000,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2022),true,a1C4W00000845KxUAI,1,3333.33,Success,a1R4W000004PyfNUAS,,3333.33,false,0,3333.33,,,,,,,,63,FON-International Association,a104W00000G3d1eQAB,,159,186,696,a1R4W000004PyfNUAS,,,,,,
a0y4W00000VRl1KQAT,0000000270,70,a0z4W00000iXrGGQA0,2019-05-10,Purchase,true,a0o4W00000M5SknQAF,2019-12-31,a104W00000G3d1eQAB,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,5000,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2022),true,a1C4W00000845KxUAI,1,3333.33,Success,a1R4W000004PyfNUAS,,3333.33,false,0,3333.33,,,,,,,,64,FON-International Association,a104W00000G3d1eQAB,,159,186,696,a1R4W000004PyfNUAS,,,,,,
a0y4W00000VRl1LQAT,0000000271,71,a0z4W00000iXrGHQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGEQA4,a154W00000926R3QAI,25,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2020),false,a1C4W00000845KQUAY,1,25,Success,,,25,false,0,25,,0034W00002DpodwQAB,,,,,,65,FON-International Association,a104W00000G3d1HQAR,,152,688,230,,,,230,,,
a0y4W00000VRl1MQAT,0000000272,72,a0z4W00000iXrGHQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGFQA4,a154W00000926QnQAI,5,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2020),false,a1C4W00000845KRUAY,1,5,Success,,,5,false,0,5,,0034W00002DpodwQAB,,,,,,65,FON-International Association,a104W00000G3d1HQAR,,151,89,568,,,,230,,,
a0y4W00000VRl1NQAT,0000000273,73,a0z4W00000iXrGIQA0,,Scheduled/Pending Payment,true,a0o4W00000M5SknQAF,,a104W00000G3d1FQAR,a124W00000MTdkqQAD,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,45,,true,,1,25,In-Progress  Pending,,,25,false,0,25,,0034W00002DpodwQAB,a114W00000KvqivQAB,,,,,66,FON-International Association,a104W00000G3d1FQAR,75,155,609,,,,,230,376,,
a0y4W00000VRl1OQAT,0000000274,74,a0z4W00000iXrGJQA0,,Scheduled/Pending Payment,true,a0o4W00000M5SknQAF,,a104W00000G3d1FQAR,a124W00000MTdkqQAD,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,45,,true,,1,25,In-Progress  Pending,,,25,false,0,25,,0034W00002DpodwQAB,a114W00000KvqivQAB,,,,,67,FON-International Association,a104W00000G3d1FQAR,75,155,609,,,,,230,376,,
a0y4W00000VRl1PQAT,0000000275,75,a0z4W00000iXrGKQA0,,Scheduled/Pending Payment,true,a0o4W00000M5SknQAF,,a104W00000G3d1FQAR,a124W00000MTdkqQAD,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,45,,true,,1,25,In-Progress  Pending,,,25,false,0,25,,0034W00002DpodwQAB,a114W00000KvqivQAB,,,,,68,FON-International Association,a104W00000G3d1FQAR,75,155,609,,,,,230,376,,
a0y4W00000VRl1QQAT,0000000276,76,a0z4W00000iXrGLQA0,2019-06-11,Purchase,true,a0o4W00000M5SknQAF,2020-06-10,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,45,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2038),false,a1C4W00000845KiUAI,1,25,Success,a1R4W000004PyfOUAS,,25,false,0,25,,0034W00002DpohRQAR,,,,,,69,FON-International Association,a104W00000G3d1fQAB,,155,609,555,a1R4W000004PyfOUAS,,,232,,,
a0y4W00000VRl1RQAT,0000000277,77,a0z4W00000iXrGMQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,false,a134W000009DZGMQA4,a154W00000926R2QAI,10000,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2021),false,a1C4W00000845KqUAI,1,10000,Success,,,10000,false,0,10000,,0034W00002DpohSQAR,,,,,,70,FON-International Association,a104W00000G3d1hQAB,,129,685,227,,,,233,,,
a0y4W00000VRl1SQAT,0000000278,78,a0z4W00000iXrGNQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGQQA4,a154W00000926RqQAI,75,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2022),false,a1C4W00000845L9UAI,1,75,Success,,,75,false,0,75,,0034W00002Dpoe3QAB,,,,,,71,FON-International Association,a104W00000G3d1HQAR,,157,610,471,,,,235,,,
a0y4W00000VRl1TQAT,0000000279,79,a0z4W00000iXrGOQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGQQA4,a154W00000926RqQAI,75,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2022),false,a1C4W00000845L9UAI,1,75,Success,,,75,false,0,75,,0034W00002Dpoe3QAB,,,,,,72,FON-International Association,a104W00000G3d1HQAR,,157,610,471,,,,235,,,
a0y4W00000VRkwiQAD,0000000377,80,a0z4W00000iXrDlQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RLQAY,0,VISA  (Expires 1/2022),false,a1C4W00000845KXUAY,1,0,Success,,,0,false,0,0,a0y4W00000VRkwgQAD,0034W00002DpoeMQAR,,biYUZzmKapAGXgNtNnrRPVlrVsHXpb,Bo149HgT3XVzP5zjU3i4byKZm76Fyf,a1I4W00000HFZlQUAX,,81,FON-International Association,a104W00000G3d1HQAR,,6,582,674,,,63,24,,1861,
a0y4W00000VRkwjQAD,0000000378,81,a0z4W00000iXrDlQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RMQAY,25,VISA  (Expires 1/2022),false,a1C4W00000845KYUAY,1,25,Success,,,25,false,0,25,a0y4W00000VRkwgQAD,0034W00002DpoeMQAR,,6n0K71nGPzlyXLwswl4pKVZC16LuXn,Bo149HgT3XVzP5zjU3i4byKZm76Fyf,a1I4W00000HFZlRUAX,,81,FON-International Association,a104W00000G3d1HQAR,,6,583,675,,,63,24,,1862,
a0y4W00000VRkwkQAD,0000000379,82,a0z4W00000iXrDlQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RJQAY,0,VISA  (Expires 1/2022),false,a1C4W00000845KZUAY,1,0,Success,,,0,false,0,0,a0y4W00000VRkwgQAD,0034W00002DpoeMQAR,,oGnfj1rWrHp9iZImpmnXJhRtY6ahOg,Bo149HgT3XVzP5zjU3i4byKZm76Fyf,a1I4W00000HFZlSUAX,,81,FON-International Association,a104W00000G3d1HQAR,,6,585,677,,,63,24,,1863,
a0y4W00000VRkwlQAD,0000000380,83,a0z4W00000iXrDlQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RKQAY,0,VISA  (Expires 1/2022),false,a1C4W00000845KaUAI,1,0,Success,,,0,false,0,0,a0y4W00000VRkwgQAD,0034W00002DpoeMQAR,,dgKZbGCaBtb2vAqV3SZpk78Jv8vt06,Bo149HgT3XVzP5zjU3i4byKZm76Fyf,a1I4W00000HFZlTUAX,,81,FON-International Association,a104W00000G3d1HQAR,,6,586,697,,,63,24,,1864,
a0y4W00000VRkwmQAD,0000000381,84,a0z4W00000iXrDnQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGJQA4,a154W00000926ROQAY,895,VISA  (Expires 1/2020),false,a1C4W00000845KcUAI,1,895,Success,,,895,false,0,895,,0034W00002DpodbQAB,,9Ye46ose0kR87Rerxj4aGPsERkDXFu,,a1I4W00000HFZlVUAX,,82,FON-International Association,a104W00000G3d1HQAR,,164,696,541,,,,272,,1866,
a0y4W00000VRkwnQAD,0000000382,85,a0z4W00000iXrDoQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,false,a134W000009DZGKQA4,a154W00000926QxQAI,100,VISA  (Expires 1/2027),false,a1C4W00000845KdUAI,1,100,Success,,,100,false,0,100,,0034W00002DpoceQAB,,eOaP3pcIBAOHICQru7d8RTPYTUCcik,,a1I4W00000HFZlWUAX,,83,FON-International Association,a104W00000G3d1hQAB,,176,,620,,,,10,,1867,
a0y4W00000VRkwoQAD,0000000383,86,a0z4W00000iXrDoQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,false,a134W000009DZGTQA4,a154W00000926RRQAY,25,VISA  (Expires 1/2027),false,a1C4W00000845KeUAI,1,25,Success,,,25,false,0,25,a0y4W00000VRkwnQAD,0034W00002DpoceQAB,,ok195sCresMcjTMZ2F250LqIHQTQbi,eOaP3pcIBAOHICQru7d8RTPYTUCcik,a1I4W00000HFZlXUAX,,83,FON-International Association,a104W00000G3d1hQAB,,186,,641,,,85,10,,1868,
a0y4W00000VRkwpQAD,0000000384,87,a0z4W00000iXrDoQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,false,a134W000009DZGTQA4,a154W00000926RQQAY,25,VISA  (Expires 1/2027),false,a1C4W00000845KfUAI,1,25,Success,,,25,false,0,25,a0y4W00000VRkwnQAD,0034W00002DpoceQAB,,iOsBJS9Zp9mQp2VXYr0T9YhLhTi2v1,eOaP3pcIBAOHICQru7d8RTPYTUCcik,a1I4W00000HFZlYUAX,,83,FON-International Association,a104W00000G3d1hQAB,,186,,638,,,85,10,,1869,
a0y4W00000VRkwqQAD,0000000385,88,a0z4W00000iXrDoQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,false,a134W000009DZGTQA4,a154W00000926RPQAY,25,VISA  (Expires 1/2027),false,a1C4W00000845KgUAI,1,25,Success,,,25,false,0,25,a0y4W00000VRkwnQAD,0034W00002DpoceQAB,,S70Jw547t6IyioJnICZUVp7fLjCg1g,eOaP3pcIBAOHICQru7d8RTPYTUCcik,a1I4W00000HFZlZUAX,,83,FON-International Association,a104W00000G3d1hQAB,,186,,637,,,85,10,,1870,
a0y4W00000VRkwrQAD,0000000386,89,a0z4W00000iXrDoQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,false,a134W000009DZGTQA4,a154W00000926RSQAY,0,VISA  (Expires 1/2027),false,a1C4W00000845KhUAI,1,0,Success,,,0,false,0,0,a0y4W00000VRkwnQAD,0034W00002DpoceQAB,,hDFGDqeYlgY5uv7eO2RyOMdXjenj5s,eOaP3pcIBAOHICQru7d8RTPYTUCcik,a1I4W00000HFZlaUAH,,83,FON-International Association,a104W00000G3d1hQAB,,186,,640,,,85,10,,1871,
a0y4W00000VRkwsQAD,0000000387,90,a0z4W00000iXrDpQAK,2020-01-16,Purchase,true,a0o4W00000M5SknQAF,2020-12-31,a104W00000G3d1eQAB,,true,false,a134W000009DZGNQA4,a154W00000926QvQAI,2500,VISA  (Expires 1/2022),false,a1C4W00000845KMUAY,1,2500,Success,a1R4W000004PyfNUAS,a1S4W000004D1RHUA0,2500,false,0,2500,,0034W00002DpocUQAR,,Rr4SOi547HnanJTfcak5HZ8VG1DSXI,,a1I4W00000HFZlbUAH,,84,FON-International Association,a104W00000G3d1eQAB,,159,648,473,a1R4W000004PyfNUAS,11,,219,,1872,
a0y4W00000VRkzEQAT,0000000388,91,a0z4W00000iXrDqQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1FQAR,a124W00000MTdcHQAT,false,false,a134W000009DZGNQA4,a154W00000926QvQAI,2500,VISA  (Expires 4/2020),false,,1,2291.67,Success,,,2291.67,false,0,2291.67,,0034W00002DpoceQAB,a114W00000KvqhUQAR,,,a1I4W00000HFZldUAH,,85,FON-International Association,a104W00000G3d1FQAR,243,159,648,,,,,10,468,2001,
a0y4W00000VRkwtQAD,0000000389,92,a0z4W00000iXrDrQAK,2020-02-10,Purchase,true,a0o4W00000M5SknQAF,2020-12-31,a104W00000G3d1eQAB,,false,false,a134W000009DZGNQA4,a154W00000926QvQAI,2500,VISA  (Expires 1/2025),true,a1C4W00000845KMUAY,1,2291.67,Success,a1R4W000004PyfNUAS,,2291.67,false,0,2291.67,,0034W00002DpoceQAB,,frIcArqwPSRsrP6PkeeeAnX0ggKeQa,,a1I4W00000HFZleUAH,,86,FON-International Association,a104W00000G3d1eQAB,,159,648,473,a1R4W000004PyfNUAS,,,10,,2002,
a0y4W00000VRkwuQAD,0000000390,93,a0z4W00000iXrDsQAK,2020-02-21,Purchase,true,a0o4W00000M5SknQAF,2021-02-20,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,45,VISA  (Expires 1/2021),false,a1C4W00000845KiUAI,1,25,Success,a1R4W000004PyfOUAS,,25,false,0,25,,0034W00002DpocfQAB,,7zomsHZTFZiGeSrUPPAVbrekpFkf8d,,a1I4W00000HFZlnUAH,,87,FON-International Association,a104W00000G3d1fQAB,,155,609,555,a1R4W000004PyfOUAS,,,41,,2011,
a0y4W00000VRkwvQAD,0000000391,94,a0z4W00000iXrDsQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1iQAB,,false,false,a134W000009DZGPQA4,a154W00000926RTQAY,50,VISA  (Expires 1/2021),false,a1C4W00000845KjUAI,1,50,Success,,,50,false,0,50,,0034W00002DpocfQAB,,JvvwR3T4LzsltJYWKmDnAJUAeDiNyu,,a1I4W00000HFZloUAH,,87,FON-International Association,a104W00000G3d1iQAB,,154,653,501,,,,41,,2012,
a0y4W00000VRkwwQAD,0000000392,95,a0z4W00000iXrDtQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGEQA4,a154W00000926R3QAI,25,VISA  (Expires 1/2029),false,a1C4W00000845KQUAY,1,25,Success,,,25,false,0,25,,0034W00002DpoeVQAR,,uXrlPjnDlUHBEQJODU9mCp53Ex7wND,,a1I4W00000HFZlpUAH,,88,FON-International Association,a104W00000G3d1HQAR,,152,688,230,,,,43,,2013,
a0y4W00000VRkwxQAD,0000000393,96,a0z4W00000iXrDtQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1jQAB,,false,false,a134W000009DZGFQA4,a154W00000926QnQAI,5,VISA  (Expires 1/2029),false,a1C4W00000845KRUAY,1,5,Success,,,5,false,0,5,,0034W00002DpoeVQAR,,aMePPqUU4LmTkyN0U4ynG19m7mhH3o,,a1I4W00000HFZlqUAH,,88,FON-International Association,a104W00000G3d1jQAB,,151,89,568,,,,43,,1,
a0y4W00000VRkwyQAD,0000000394,97,a0z4W00000iXrDuQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGEQA4,a154W00000926R3QAI,25,VISA  (Expires 1/2021),false,a1C4W00000845KQUAY,1,25,Success,,,25,false,0,25,,0034W00002DpocgQAB,,jEZ0pbfXtFgyRk3A8DBiAt0Ra2UJuQ,,a1I4W00000HFZlrUAH,,89,FON-International Association,a104W00000G3d1HQAR,,152,688,230,,,,44,,2,
a0y4W00000VRkwzQAD,0000000395,98,a0z4W00000iXrDuQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1jQAB,,false,false,a134W000009DZGFQA4,a154W00000926QnQAI,5,VISA  (Expires 1/2021),false,a1C4W00000845KRUAY,1,5,Success,,,5,false,0,5,,0034W00002DpocgQAB,,p275haFQlcTzgKDdZ2GUyXU9EFSaRc,,a1I4W00000HFZlsUAH,,89,FON-International Association,a104W00000G3d1jQAB,,151,89,568,,,,44,,3,
