Id,Name,External_Id__c,OrderApi__Transaction__c,OrderApi__Activation_Date__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Credit__c,OrderApi__Date__c,OrderApi__Debit__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Invoice_Line__c,OrderApi__Invoice__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Memo__c,OrderApi__Receipt_Line__c,OrderApi__Receipt__c,OrderApi__Sales_Order_Line__c,OrderApi__Subscription_Line__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Type__c,OrderApi__EPayment_Line__c,OrderApi__Sales_Order__c,OrderApi__Transaction__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__GL_Account__r.Id,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__Invoice__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Receipt_Line__r.External_Id__c,OrderApi__Receipt__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Subscription_Line__r.External_Id__c,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.External_Id__c,OrderApi__EPayment_Line__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c
a1U4W000009M35NUAS,0000007144,1609,a1V4W00000FrAwvUAF,2020-03-31,true,a0o4W00000M5SknQAF,416.67,2020-03-31,0,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjSQAR,a124W00000MTdcXQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1990,FON-International Association,a104W00000G3d1aQAB,656,350,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35OUAS,0000007145,1610,a1V4W00000FrAwwUAF,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-03-31,416.67,2020-12-31,a104W00000G3d1FQAR,a114W00000KvqjTQAR,a124W00000MTdcqQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Posting Invoice Line#0000002477,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1991,FON-International Association,a104W00000G3d1FQAR,657,351,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35PUAS,0000007146,2111,a1V4W00000FrAwwUAF,2020-03-31,true,a0o4W00000M5SknQAF,416.67,2020-03-31,0,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjTQAR,a124W00000MTdcqQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1991,FON-International Association,a104W00000G3d1aQAB,657,351,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35QUAS,0000007147,2112,a1V4W00000FrAz5UAF,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-03-31,416.67,2020-12-31,a104W00000G3d1FQAR,a114W00000KvqjUQAR,a124W00000MTdcrQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Posting Invoice Line#0000002478,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1992,FON-International Association,a104W00000G3d1FQAR,658,352,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35RUAS,0000007148,2113,a1V4W00000FrAz5UAF,2020-03-31,true,a0o4W00000M5SknQAF,416.67,2020-03-31,0,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjUQAR,a124W00000MTdcrQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1992,FON-International Association,a104W00000G3d1aQAB,658,352,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35SUAS,0000007149,2114,a1V4W00000FrAz6UAF,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-03-31,416.67,2020-12-31,a104W00000G3d1FQAR,a114W00000KvqjVQAR,a124W00000MTdcsQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Posting Invoice Line#0000002479,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1993,FON-International Association,a104W00000G3d1FQAR,659,353,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35TUAS,0000007150,2115,a1V4W00000FrAz6UAF,2020-03-31,true,a0o4W00000M5SknQAF,416.67,2020-03-31,0,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjVQAR,a124W00000MTdcsQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1993,FON-International Association,a104W00000G3d1aQAB,659,353,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35UUAS,0000007151,2116,a1V4W00000FrAz7UAF,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-03-31,416.67,2020-12-31,a104W00000G3d1FQAR,a114W00000KvqjWQAR,a124W00000MTdctQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Posting Invoice Line#0000002480,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1994,FON-International Association,a104W00000G3d1FQAR,660,354,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35VUAS,0000007152,2117,a1V4W00000FrAz7UAF,2020-03-31,true,a0o4W00000M5SknQAF,416.67,2020-03-31,0,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjWQAR,a124W00000MTdctQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1994,FON-International Association,a104W00000G3d1aQAB,660,354,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35WUAS,0000007153,2118,a1V4W00000FrAz8UAF,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-03-31,416.67,2020-12-31,a104W00000G3d1FQAR,a114W00000KvqjXQAR,a124W00000MTdcuQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Posting Invoice Line#0000002481,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1995,FON-International Association,a104W00000G3d1FQAR,661,355,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35XUAS,0000007154,2119,a1V4W00000FrAz8UAF,2020-03-31,true,a0o4W00000M5SknQAF,416.67,2020-03-31,0,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjXQAR,a124W00000MTdcuQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1995,FON-International Association,a104W00000G3d1aQAB,661,355,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35YUAS,0000007155,2120,a1V4W00000FrAz9UAF,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-03-31,416.67,2020-12-31,a104W00000G3d1FQAR,a114W00000KvqjYQAR,a124W00000MTdcvQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Posting Invoice Line#0000002482,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1996,FON-International Association,a104W00000G3d1FQAR,662,356,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35ZUAS,0000007156,2121,a1V4W00000FrAz9UAF,2020-03-31,true,a0o4W00000M5SknQAF,416.67,2020-03-31,0,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjYQAR,a124W00000MTdcvQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1996,FON-International Association,a104W00000G3d1aQAB,662,356,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35aUAC,0000007157,2122,a1V4W00000FrAzAUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-03-31,416.67,2020-12-31,a104W00000G3d1FQAR,a114W00000KvqjZQAR,a124W00000MTdcwQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Posting Invoice Line#0000002483,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1997,FON-International Association,a104W00000G3d1FQAR,663,357,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35bUAC,0000007158,2123,a1V4W00000FrAzAUAV,2020-03-31,true,a0o4W00000M5SknQAF,416.67,2020-03-31,0,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjZQAR,a124W00000MTdcwQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1997,FON-International Association,a104W00000G3d1aQAB,663,357,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35cUAC,0000007159,2124,a1V4W00000FrAzBUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-03-31,416.67,2020-12-31,a104W00000G3d1FQAR,a114W00000KvqjaQAB,a124W00000MTdcxQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Posting Invoice Line#0000002484,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1998,FON-International Association,a104W00000G3d1FQAR,664,358,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35dUAC,0000007160,2125,a1V4W00000FrAzBUAV,2020-03-31,true,a0o4W00000M5SknQAF,416.67,2020-03-31,0,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjaQAB,a124W00000MTdcxQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1998,FON-International Association,a104W00000G3d1aQAB,664,358,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35eUAC,0000007161,2126,a1V4W00000FrAzCUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-03-31,416.63,2020-12-31,a104W00000G3d1FQAR,a114W00000KvqjbQAB,a124W00000MTdcyQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Posting Invoice Line#0000002485,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1999,FON-International Association,a104W00000G3d1FQAR,665,359,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35fUAC,0000007162,2127,a1V4W00000FrAzCUAV,2020-03-31,true,a0o4W00000M5SknQAF,416.63,2020-03-31,0,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjbQAB,a124W00000MTdcyQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,1999,FON-International Association,a104W00000G3d1aQAB,665,359,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35gUAC,0000007163,2128,a1V4W00000FrAzDUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-03-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2000,FON-International Association,a104W00000G3d1aQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35hUAC,0000007164,2129,a1V4W00000FrAzDUAV,2020-03-31,true,a0o4W00000M5SknQAF,41.67,2020-03-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2000,FON-International Association,a104W00000G3d1eQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35iUAC,0000007165,2130,a1V4W00000FrAzEUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-04-30,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2001,FON-International Association,a104W00000G3d1aQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35jUAC,0000007166,2631,a1V4W00000FrAzEUAV,2020-03-31,true,a0o4W00000M5SknQAF,41.67,2020-04-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2001,FON-International Association,a104W00000G3d1eQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35kUAC,0000007167,2632,a1V4W00000FrAzFUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-05-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2002,FON-International Association,a104W00000G3d1aQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35lUAC,0000007168,2633,a1V4W00000FrAzFUAV,2020-03-31,true,a0o4W00000M5SknQAF,41.67,2020-05-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2002,FON-International Association,a104W00000G3d1eQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35mUAC,0000007169,2634,a1V4W00000FrAzGUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-06-30,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2003,FON-International Association,a104W00000G3d1aQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35nUAC,0000007170,2635,a1V4W00000FrAzGUAV,2020-03-31,true,a0o4W00000M5SknQAF,41.67,2020-06-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2003,FON-International Association,a104W00000G3d1eQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35oUAC,0000007171,2636,a1V4W00000FrAzHUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-07-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2004,FON-International Association,a104W00000G3d1aQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35pUAC,0000007172,2637,a1V4W00000FrAzHUAV,2020-03-31,true,a0o4W00000M5SknQAF,41.67,2020-07-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2004,FON-International Association,a104W00000G3d1eQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35qUAC,0000007173,2638,a1V4W00000FrAzIUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-08-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2005,FON-International Association,a104W00000G3d1aQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35rUAC,0000007174,2639,a1V4W00000FrAzIUAV,2020-03-31,true,a0o4W00000M5SknQAF,41.67,2020-08-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2005,FON-International Association,a104W00000G3d1eQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35sUAC,0000007175,2640,a1V4W00000FrAzJUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-09-30,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2006,FON-International Association,a104W00000G3d1aQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35tUAC,0000007176,2641,a1V4W00000FrAzJUAV,2020-03-31,true,a0o4W00000M5SknQAF,41.67,2020-09-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2006,FON-International Association,a104W00000G3d1eQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35uUAC,0000007177,2642,a1V4W00000FrAzKUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-10-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2251,FON-International Association,a104W00000G3d1aQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35vUAC,0000007178,2643,a1V4W00000FrAzKUAV,2020-03-31,true,a0o4W00000M5SknQAF,41.67,2020-10-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2251,FON-International Association,a104W00000G3d1eQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35wUAC,0000007179,2644,a1V4W00000FrAzLUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-11-30,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2252,FON-International Association,a104W00000G3d1aQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35xUAC,0000007180,2645,a1V4W00000FrAzLUAV,2020-03-31,true,a0o4W00000M5SknQAF,41.67,2020-11-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2252,FON-International Association,a104W00000G3d1eQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35yUAC,0000007181,2646,a1V4W00000FrAzMUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-12-31,41.64,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2253,FON-International Association,a104W00000G3d1aQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M35zUAC,0000007182,2647,a1V4W00000FrAzMUAV,2020-03-31,true,a0o4W00000M5SknQAF,41.64,2020-12-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqjcQAB,a124W00000MTdczQAD,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2253,FON-International Association,a104W00000G3d1eQAB,666,386,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M360UAC,0000007183,2648,a1V4W00000FrAzNUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-03-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjRQAR,a124W00000MTdcWQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2254,FON-International Association,a104W00000G3d1aQAB,655,349,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M361UAC,0000007184,2649,a1V4W00000FrAzNUAV,2020-03-31,true,a0o4W00000M5SknQAF,41.67,2020-03-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqjRQAR,a124W00000MTdcWQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2254,FON-International Association,a104W00000G3d1eQAB,655,349,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M362UAC,0000007185,2650,a1V4W00000FrAzOUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-04-30,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjRQAR,a124W00000MTdcWQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2255,FON-International Association,a104W00000G3d1aQAB,655,349,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M363UAC,0000007186,3151,a1V4W00000FrAzOUAV,2020-03-31,true,a0o4W00000M5SknQAF,41.67,2020-04-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqjRQAR,a124W00000MTdcWQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2255,FON-International Association,a104W00000G3d1eQAB,655,349,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M364UAC,0000007187,3152,a1V4W00000FrAzPUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-05-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjRQAR,a124W00000MTdcWQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2256,FON-International Association,a104W00000G3d1aQAB,655,349,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M365UAC,0000007188,3153,a1V4W00000FrAzPUAV,2020-03-31,true,a0o4W00000M5SknQAF,41.67,2020-05-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqjRQAR,a124W00000MTdcWQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2256,FON-International Association,a104W00000G3d1eQAB,655,349,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M366UAC,0000007189,3154,a1V4W00000FrAzQUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-06-30,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjRQAR,a124W00000MTdcWQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2257,FON-International Association,a104W00000G3d1aQAB,655,349,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M367UAC,0000007190,3155,a1V4W00000FrAzQUAV,2020-03-31,true,a0o4W00000M5SknQAF,41.67,2020-06-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqjRQAR,a124W00000MTdcWQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2257,FON-International Association,a104W00000G3d1eQAB,655,349,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M368UAC,0000007191,3156,a1V4W00000FrAzRUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-07-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjRQAR,a124W00000MTdcWQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2258,FON-International Association,a104W00000G3d1aQAB,655,349,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M369UAC,0000007192,3157,a1V4W00000FrAzRUAV,2020-03-31,true,a0o4W00000M5SknQAF,41.67,2020-07-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqjRQAR,a124W00000MTdcWQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2258,FON-International Association,a104W00000G3d1eQAB,655,349,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M36AUAS,0000007193,3158,a1V4W00000FrAzSUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-08-31,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjRQAR,a124W00000MTdcWQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2259,FON-International Association,a104W00000G3d1aQAB,655,349,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M36BUAS,0000007194,3159,a1V4W00000FrAzSUAV,2020-03-31,true,a0o4W00000M5SknQAF,41.67,2020-08-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqjRQAR,a124W00000MTdcWQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2259,FON-International Association,a104W00000G3d1eQAB,655,349,159,186,,,611,,a1R4W000004PyfRUAS,,,
a1U4W000009M36CUAS,0000007195,3160,a1V4W00000FrAzTUAV,2020-03-31,true,a0o4W00000M5SknQAF,0,2020-09-30,41.67,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqjRQAR,a124W00000MTdcWQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZmvUAH,,a1R4W000004PyfRUAS,,Receivable,,,2260,FON-International Association,a104W00000G3d1aQAB,655,349,159,186,,,611,,a1R4W000004PyfRUAS,,,
