Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,EventApi__Item__c,EventApi__Adjustment_Account__c,EventApi__Allow_Conflicts__c,EventApi__Assignments_Display_Label__c,EventApi__Business_Group__c,EventApi__Capacity__c,EventApi__Cost__c,EventApi__Defer_Revenue__c,EventApi__Deferred_Revenue_Account__c,EventApi__Deferred_Revenue_Term__c,EventApi__Description__c,EventApi__Disable_Registration__c,EventApi__Discount_Account__c,EventApi__Display_Name__c,EventApi__Duration__c,EventApi__Enable_Access_Permissions__c,EventApi__Enable_Assignments__c,EventApi__Enable_Waitlist__c,EventApi__End_Date_Time__c,EventApi__End_Date__c,EventApi__End_Time__c,EventApi__Flex_Day_of_the_Month__c,EventApi__Form__c,EventApi__Image_Path__c,EventApi__Image_URL__c,EventApi__Income_Account__c,EventApi__Interview_Form_Display_Label__c,EventApi__Is_Active__c,EventApi__Is_Automatically_Added__c,EventApi__Is_Contribution__c,EventApi__Is_Tax_Deductible__c,EventApi__Is_Taxable__c,EventApi__Item_Class__c,EventApi__Line_Description__c,EventApi__Maximum_Number_of_Assignments__c,EventApi__Price__c,EventApi__Quantity_Available__c,EventApi__Quantity_Remaining__c,EventApi__Quantity_Sold__c,EventApi__Refund_Account__c,EventApi__Require_Assignments__c,EventApi__Restrict_Number_of_Assignments__c,EventApi__Revenue_Recognition_Date__c,EventApi__Revenue_Recognition_Rule__c,EventApi__Revenue_Recognition_Term_Rule__c,EventApi__Room__c,EventApi__SKU__c,EventApi__Session_End_Time__c,EventApi__Session_Start_Time__c,EventApi__Start_Date_Time__c,EventApi__Start_Date__c,EventApi__Start_Time__c,EventApi__Tax_Class__c,ROEApi__Event_Display_Name__c,ROEApi__Event_Name__c,EventApi__AR_Account__c,EventApi__Hide_During_Registration__c,EventApi__Invoice_Payment_Priority__c,EventApi__Required_for_Registration__c,LastViewedDate,LastReferencedDate,EventApi__Item__r.External_Id__c,EventApi__Adjustment_Account__r.Name,EventApi__Business_Group__r.Name,EventApi__Deferred_Revenue_Account__r.Name,EventApi__Discount_Account__r.Name,EventApi__Form__r.Name,EventApi__Income_Account__r.Name,EventApi__Item_Class__r.External_Id__c,EventApi__Refund_Account__r.Name,EventApi__Room__r.Name,EventApi__Tax_Class__r.External_Id__c,EventApi__AR_Account__r.Name
a1d4W00000ivfc0QAA,false,Meet Mac Anderson,49,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjtPQAQ,a104W00000FuSxmQAF,false,,a0o4W00000MOvweQAD,0,,false,,,<p>Meet the CTO of Fonteva</p>,false,a104W00000FuSwjQAF,Meet Mac Anderson,00:30,false,false,false,2019-04-04T11:00:00.000+0000,2019-04-04,7:00 AM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwjQAF,,true,false,false,false,false,a134W000008hIEDQA2,,,,1,1,0,a104W00000FuSwmQAF,false,false,,,,,,4:00 AM,3:30 AM,2019-04-04T10:30:00.000+0000,2019-04-04,6:30 AM,,Meet the Organization 1-1 Meetings (Community Event),Meet the Organization 1-1 Meetings (Community Event),a104W00000FuSwkQAF,false,,false,,,292,6100 - Adjustments,FON-International Association,,1000 - Cash,,1000 - Cash,151,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfZsQAI,false,Leadership Workshop,50,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmGQAQ,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a104W00000FuSwjQAF,Leadership Workshop,01:00,false,false,true,2020-07-31T22:00:00.000+0000,2020-07-31,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICOQA2,,,25,4000,4000,0,a104W00000FuSwmQAF,false,false,,,,,,5:00 PM,4:00 PM,2020-07-31T21:00:00.000+0000,2020-07-31,: PM,,Clonetest,,a104W00000FuSwkQAF,false,,false,,,125,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,29,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfZtQAI,false,Luncheon,51,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmHQAQ,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a104W00000FuSwjQAF,Luncheon,01:15,false,false,false,2020-08-01T18:15:00.000+0000,2020-08-01,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICOQA2,,,,7000,7000,0,a104W00000FuSwmQAF,false,false,,,,,,1:15 PM,12:00 PM,2020-08-01T17:00:00.000+0000,2020-08-01,: PM,,Clonetest,,a104W00000FuSwkQAF,false,,false,,,126,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,29,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfZuQAI,false,Round Table Discussion I,52,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmIQAQ,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a104W00000FuSwjQAF,Round Table Discussion I,01:30,false,false,true,2020-07-31T20:30:00.000+0000,2020-07-31,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICOQA2,,,,1000,1000,0,a104W00000FuSwmQAF,false,false,,,,,,3:30 PM,2:00 PM,2020-07-31T19:00:00.000+0000,2020-07-31,: PM,,Clonetest,,a104W00000FuSwkQAF,false,,false,,,127,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,29,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfZvQAI,false,Round Table Discussion II,53,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmJQAQ,a104W00000FuSxmQAF,false,,a0o4W00000MOvweQAD,0,,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a104W00000FuSwjQAF,Round Table Discussion II,01:15,false,false,true,2020-08-01T21:15:00.000+0000,2020-08-01,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICOQA2,,,,4000,4000,0,a104W00000FuSwmQAF,false,false,,,,,,4:15 PM,3:00 PM,2020-08-01T20:00:00.000+0000,2020-08-01,: PM,,Clonetest,,a104W00000FuSwkQAF,false,,false,,,128,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,29,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfZwQAI,false,Welcome Breakfast,54,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmKQAQ,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,true,a104W00000FuSwjQAF,Welcome Breakfast,01:00,false,false,false,2020-07-31T16:00:00.000+0000,2020-07-31,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICOQA2,,,,7000,7000,0,a104W00000FuSwmQAF,false,false,,,,,,11:00 AM,10:00 AM,2020-07-31T15:00:00.000+0000,2020-07-31,: PM,,Clonetest,,a104W00000FuSwkQAF,false,,false,,,129,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,29,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfZxQAI,false,Advanced Discussion,55,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmTQAQ,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,a104W00000FuSwjQAF,Advanced Discussion,02:00,false,false,true,2022-07-02T20:00:00.000+0000,2022-07-02,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICRQA2,,,25,5000,5000,0,a104W00000FuSwmQAF,false,false,,,,,,1:00 PM,11:00 AM,2022-07-02T18:00:00.000+0000,2022-07-02,: PM,,TEST2,,a104W00000FuSwkQAF,false,,false,,,161,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,32,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfZyQAI,false,Beginner Workshop,56,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmUQAQ,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,a104W00000FuSwjQAF,Beginner Workshop,01:00,false,false,true,2022-07-02T18:00:00.000+0000,2022-07-02,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICRQA2,,,25,5000,5000,0,a104W00000FuSwmQAF,false,false,,,,,,11:00 AM,10:00 AM,2022-07-02T17:00:00.000+0000,2022-07-02,: PM,,TEST2,,a104W00000FuSwkQAF,false,,false,,,162,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,32,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfZzQAI,false,Conference Check-In,57,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmVQAQ,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>Please check-in when you arrive at the symposium.</p>,true,a104W00000FuSwjQAF,Conference Check-In,03:00,false,false,false,2022-07-01T19:00:00.000+0000,2022-07-01,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICRQA2,,,,7000,7000,0,a104W00000FuSwmQAF,false,false,,,,,,12:00 PM,9:00 AM,2022-07-01T16:00:00.000+0000,2022-07-01,: PM,,TEST2,,a104W00000FuSwkQAF,false,,false,,,190,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,32,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfa0QAA,false,Keynote Speech,58,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmWQAQ,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,"<p>Attend our Keynote Speech for inspiration from Bob Kelley, Vice President of ABC Corporation.</p>",false,a104W00000FuSwjQAF,Keynote Speech,01:00,false,false,false,2022-07-01T19:00:00.000+0000,2022-07-01,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICRQA2,,,,7000,7000,0,a104W00000FuSwmQAF,false,false,,,,,,12:00 PM,11:00 AM,2022-07-01T18:00:00.000+0000,2022-07-01,: PM,,TEST2,,a104W00000FuSwkQAF,false,,false,,,191,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,32,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfa1QAA,false,Leadership Workshop,59,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmXQAQ,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a104W00000FuSwjQAF,Leadership Workshop,01:00,false,false,true,2022-07-02T00:00:00.000+0000,2022-07-01,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICRQA2,,,25,4000,4000,0,a104W00000FuSwmQAF,false,false,,,,,,5:00 PM,4:00 PM,2022-07-01T23:00:00.000+0000,2022-07-01,: PM,,TEST2,,a104W00000FuSwkQAF,false,,false,,,192,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,32,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfa2QAA,false,Luncheon,60,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmYQAQ,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a104W00000FuSwjQAF,Luncheon,01:15,false,false,false,2022-07-02T20:15:00.000+0000,2022-07-02,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICRQA2,,,,7000,7000,0,a104W00000FuSwmQAF,false,false,,,,,,1:15 PM,12:00 PM,2022-07-02T19:00:00.000+0000,2022-07-02,: PM,,TEST2,,a104W00000FuSwkQAF,false,,false,,,193,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,32,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfa3QAA,false,Round Table Discussion I,61,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmZQAQ,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a104W00000FuSwjQAF,Round Table Discussion I,01:30,false,false,true,2022-07-01T22:30:00.000+0000,2022-07-01,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICRQA2,,,,1000,1000,0,a104W00000FuSwmQAF,false,false,,,,,,3:30 PM,2:00 PM,2022-07-01T21:00:00.000+0000,2022-07-01,: PM,,TEST2,,a104W00000FuSwkQAF,false,,false,,,194,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,32,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfa4QAA,false,Round Table Discussion II,62,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmaQAA,a104W00000FuSxmQAF,false,,a0o4W00000MOvweQAD,0,,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a104W00000FuSwjQAF,Round Table Discussion II,01:15,false,false,true,2022-07-02T23:15:00.000+0000,2022-07-02,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICRQA2,,,,4000,4000,0,a104W00000FuSwmQAF,false,false,,,,,,4:15 PM,3:00 PM,2022-07-02T22:00:00.000+0000,2022-07-02,: PM,,TEST2,,a104W00000FuSwkQAF,false,,false,,,195,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,32,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfa5QAA,false,Welcome Breakfast,63,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmbQAA,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,true,a104W00000FuSwjQAF,Welcome Breakfast,01:00,false,false,false,2022-07-01T18:00:00.000+0000,2022-07-01,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICRQA2,,,,7000,7000,0,a104W00000FuSwmQAF,false,false,,,,,,11:00 AM,10:00 AM,2022-07-01T17:00:00.000+0000,2022-07-01,: PM,,TEST2,,a104W00000FuSwkQAF,false,,false,,,196,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,32,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfa6QAA,false,Advanced Discussion,64,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmhQAA,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,a104W00000FuSwjQAF,Advanced Discussion,02:00,false,false,true,2022-07-15T18:00:00.000+0000,2022-07-15,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICUQA2,,,25,5000,5000,0,a104W00000FuSwmQAF,false,false,,,,,,1:00 PM,11:00 AM,2022-07-15T16:00:00.000+0000,2022-07-15,: PM,,Clone3,,a104W00000FuSwkQAF,false,,false,,,222,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,35,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfa7QAA,false,Beginner Workshop,65,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmiQAA,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,a104W00000FuSwjQAF,Beginner Workshop,01:00,false,false,true,2022-07-15T16:00:00.000+0000,2022-07-15,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICUQA2,,,25,5000,5000,0,a104W00000FuSwmQAF,false,false,,,,,,11:00 AM,10:00 AM,2022-07-15T15:00:00.000+0000,2022-07-15,: PM,,Clone3,,a104W00000FuSwkQAF,false,,false,,,223,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,35,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfa8QAA,false,Conferece Check In,66,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmjQAA,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>Please check in when you arrive at the symposium.</p>,true,a104W00000FuSwjQAF,Conference Check In,03:00,false,false,false,2022-07-14T17:00:00.000+0000,2022-07-14,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICUQA2,,,,7000,7000,0,a104W00000FuSwmQAF,false,false,,,,,,12:00 PM,9:00 AM,2022-07-14T14:00:00.000+0000,2022-07-14,: PM,,Clone3,,a104W00000FuSwkQAF,false,,false,,,224,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,35,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfa9QAA,false,Keynote Speech,67,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmkQAA,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",false,a104W00000FuSwjQAF,Keynote Speech,01:00,false,false,false,2022-07-14T17:00:00.000+0000,2022-07-14,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICUQA2,,,,7000,7000,0,a104W00000FuSwmQAF,false,false,,,,,,12:00 PM,11:00 AM,2022-07-14T16:00:00.000+0000,2022-07-14,: PM,,Clone3,,a104W00000FuSwkQAF,false,,false,,,225,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,35,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfaAQAQ,false,Leadership Workshop,68,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmlQAA,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a104W00000FuSwjQAF,Leadership Workshop,01:00,false,false,true,2022-07-14T22:00:00.000+0000,2022-07-14,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICUQA2,,,25,4000,4000,0,a104W00000FuSwmQAF,false,false,,,,,,5:00 PM,4:00 PM,2022-07-14T21:00:00.000+0000,2022-07-14,: PM,,Clone3,,a104W00000FuSwkQAF,false,,false,,,226,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,35,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfaBQAQ,false,Luncheon,69,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmmQAA,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a104W00000FuSwjQAF,Luncheon,01:15,false,false,false,2022-07-15T18:15:00.000+0000,2022-07-15,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICUQA2,,,,7000,7000,0,a104W00000FuSwmQAF,false,false,,,,,,1:15 PM,12:00 PM,2022-07-15T17:00:00.000+0000,2022-07-15,: PM,,Clone3,,a104W00000FuSwkQAF,false,,false,,,227,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,35,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfaCQAQ,false,Round Table Discussion I,70,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmnQAA,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a104W00000FuSwjQAF,Round Table Discussion I,01:30,false,false,true,2022-07-14T20:30:00.000+0000,2022-07-14,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICUQA2,,,,1000,1000,0,a104W00000FuSwmQAF,false,false,,,,,,3:30 PM,2:00 PM,2022-07-14T19:00:00.000+0000,2022-07-14,: PM,,Clone3,,a104W00000FuSwkQAF,false,,false,,,228,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,35,4000 - Income,,,1100 - Accounts Receivable
a1d4W00000ivfaDQAQ,false,Round Table Discussion II,71,2020-08-28T02:16:22.000+0000,2020-09-24T07:55:54.000+0000,2020-09-24T07:55:55.000+0000,a154W000008mjmoQAA,a104W00000FuSxmQAF,true,,a0o4W00000MOvweQAD,0,,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a104W00000FuSwjQAF,Round Table Discussion II,01:15,false,false,true,2022-07-15T21:15:00.000+0000,2022-07-15,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000FuSwmQAF,,false,false,false,false,false,a134W000008hICUQA2,,,,4000,4000,0,a104W00000FuSwmQAF,false,false,,,,,,4:15 PM,3:00 PM,2022-07-15T20:00:00.000+0000,2022-07-15,: PM,,Clone3,,a104W00000FuSwkQAF,false,,false,,,249,6100 - Adjustments,FON-International Association,,1000 - Cash,,4000 - Income,35,4000 - Income,,,1100 - Accounts Receivable
