Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,EventApi__Adjustment_Account__c,EventApi__Assignments_Display_Label__c,EventApi__Business_Group__c,EventApi__Cost__c,EventApi__Defer_Revenue__c,EventApi__Deferred_Revenue_Account__c,EventApi__Deferred_Revenue_Term__c,EventApi__Description__c,EventApi__Discount_Account__c,EventApi__Display_Name__c,EventApi__Display_Order__c,EventApi__Enable_Access_Permissions__c,EventApi__Enable_Assignments__c,EventApi__Flex_Day_of_the_Month__c,EventApi__Form__c,EventApi__Image_Path__c,EventApi__Image_URL__c,EventApi__Income_Account__c,EventApi__Interview_Form_Display_Label__c,EventApi__Is_Active__c,EventApi__Is_Contribution__c,EventApi__Is_Tax_Deductible__c,EventApi__Is_Taxable__c,EventApi__Item_Class__c,EventApi__Item__c,EventApi__Line_Description__c,EventApi__Maximum_Number_of_Assignments__c,EventApi__Price__c,EventApi__Quantity_Available__c,EventApi__Quantity_Remaining__c,EventApi__Quantity_Sold__c,EventApi__Refund_Account__c,EventApi__Require_Assignments__c,EventApi__Restrict_Number_of_Assignments__c,EventApi__Revenue_Recognition_Date__c,EventApi__Revenue_Recognition_Rule__c,EventApi__Revenue_Recognition_Term_Rule__c,EventApi__SKU__c,EventApi__Tax_Class__c,ROEApi__Event_Display_Name__c,ROEApi__Event_Duration_Text__c,ROEApi__Event_Name__c,EventApi__AR_Account__c,EventApi__Invoice_Payment_Priority__c,LastViewedDate,LastReferencedDate,EventApi__Adjustment_Account__r.Name,EventApi__Business_Group__r.Name,EventApi__Deferred_Revenue_Account__r.Name,EventApi__Discount_Account__r.Name,EventApi__Form__r.Name,EventApi__Income_Account__r.Name,EventApi__Item_Class__r.External_Id__c,EventApi__Item__r.External_Id__c,EventApi__Refund_Account__r.Name,EventApi__Tax_Class__r.External_Id__c,EventApi__AR_Account__r.Name
a1h4W00000jxQOQQA2,false,Bronze Annual Symposium Sponsor Package,37,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:29.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICbQAM,a154W000008mjnLQAQ,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,Test 2,,,,,,,,FON-International Association,,,,,42,356,,,
a1h4W00000jxQORQA2,false,Gold Annual Symposium Sponsor Package,38,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:29.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICbQAM,a154W000008mjnMQAQ,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,Test 2,,,,,,,,FON-International Association,,,,,42,357,,,
a1h4W00000jxQOSQA2,false,Silver Annual Symposium Sponsor Package,39,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICbQAM,a154W000008mjnNQAQ,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,Test 2,,,,,,,,FON-International Association,,,,,42,358,,,
a1h4W00000jxQOTQA2,false,Bronze Annual Symposium Sponsor Package,40,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICeQAM,a154W000008mjnZQAQ,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,TEST with Vishal 2,,,,,,,,FON-International Association,,,,,45,424,,,
a1h4W00000jxQOUQA2,false,Gold Annual Symposium Sponsor Package,41,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICeQAM,a154W000008mjnaQAA,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,TEST with Vishal 2,,,,,,,,FON-International Association,,,,,45,425,,,
a1h4W00000jxQOVQA2,false,Silver Annual Symposium Sponsor Package,42,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICeQAM,a154W000008mjnbQAA,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,TEST with Vishal 2,,,,,,,,FON-International Association,,,,,45,426,,,
a1h4W00000jxQOWQA2,false,Bronze Annual Symposium Sponsor Package,43,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hIChQAM,a154W000008mjnnQAA,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,test2,,,,,,,,FON-International Association,,,,,48,465,,,
a1h4W00000jxQOXQA2,false,Gold Annual Symposium Sponsor Package,44,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hIChQAM,a154W000008mjnoQAA,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,test2,,,,,,,,FON-International Association,,,,,48,466,,,
a1h4W00000jxQOYQA2,false,Silver Annual Symposium Sponsor Package,45,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hIChQAM,a154W000008mjnpQAA,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,test2,,,,,,,,FON-International Association,,,,,48,467,,,
a1h4W00000jxQOZQA2,false,Bronze Annual Symposium Sponsor Package,46,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICkQAM,a154W000008mjo1QAA,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,51,530,,,
a1h4W00000jxQOaQAM,false,Gold Annual Symposium Sponsor Package,47,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICkQAM,a154W000008mjo2QAA,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,5,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,51,531,,,
a1h4W00000jxQObQAM,false,Silver Annual Symposium Sponsor Package,48,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICkQAM,a154W000008mjo3QAA,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,10,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,51,532,,,
a1h4W00000jxQOcQAM,false,Bronze Annual Symposium Sponsor Package,49,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICnQAM,a154W000008mjoIQAQ,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,54,55,,,
a1h4W00000jxQOdQAM,false,Gold Annual Symposium Sponsor Package,50,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICnQAM,a154W000008mjoJQAQ,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,5,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,54,56,,,
a1h4W00000jxQOeQAM,false,Silver Annual Symposium Sponsor Package,51,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICnQAM,a154W000008mjoKQAQ,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,10,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,54,57,,,
a1h4W00000jxQOfQAM,false,Bronze Annual Symposium Sponsor Package,52,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICnQAM,a154W000008mjoFQAQ,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,54,52,,,
a1h4W00000jxQOgQAM,false,Gold Annual Symposium Sponsor Package,53,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICnQAM,a154W000008mjoGQAQ,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,5,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,54,53,,,
a1h4W00000jxQOiQAM,false,Bronze Annual Symposium Sponsor Package,54,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICyQAM,a154W000008mjocQAA,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,65,138,,,
a1h4W00000jxQOjQAM,false,Gold Annual Symposium Sponsor Package,55,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICyQAM,a154W000008mjodQAA,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,5,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,65,139,,,
a1h4W00000jxQOkQAM,false,Silver Annual Symposium Sponsor Package,56,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICyQAM,a154W000008mjoeQAA,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,10,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,65,164,,,
a1h4W00000jxQOlQAM,false,Bronze Annual Symposium Sponsor Package,57,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hID1QAM,a154W000008mjofQAA,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,symp,,,,,,,,FON-International Association,,,,,68,96,,,
a1h4W00000jxQOmQAM,false,Gold Annual Symposium Sponsor Package,58,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hID1QAM,a154W000008mjogQAA,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,symp,,,,,,,,FON-International Association,,,,,68,97,,,
a1h4W00000jxQOnQAM,false,Silver Annual Symposium Sponsor Package,59,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hID1QAM,a154W000008mjohQAA,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,symp,,,,,,,,FON-International Association,,,,,68,98,,,
a1h4W00000jxQNwQAM,false,Bronze Annual Symposium Sponsor Package,60,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:29.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICDQA2,a154W000008mjlRQAQ,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,Test wed,,,,,,,,FON-International Association,,,,,81,312,,,
a1h4W00000jxQNxQAM,false,Gold Annual Symposium Sponsor Package,61,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:29.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICDQA2,a154W000008mjlSQAQ,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,Test wed,,,,,,,,FON-International Association,,,,,81,343,,,
a1h4W00000jxQNyQAM,false,Silver Annual Symposium Sponsor Package,62,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:29.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICDQA2,a154W000008mjlTQAQ,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,Test wed,,,,,,,,FON-International Association,,,,,81,344,,,
a1h4W00000jxQP0QAM,false,Gold Annual Conference Sponsor Package,63,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Conference Sponsor Package,,false,false,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a134W000008hIDLQA2,,Show off your association pride by sponsoring our annual conference at the gold level.,,10000,5,-3,8,,false,false,,,,,,Annual Conference (Lightning Event),3rd - 6th October 2019,Annual Conference (Lightning Event),,,,,,FON-International Association,,,,,93,,,,
a1h4W00000jxQP1QAM,false,Silver Annual Conference Sponsor Package,64,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Conference Sponsor Package,,false,false,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a134W000008hIDLQA2,a154W000008mjprQAA,Show off your association pride by sponsoring our annual conference at the silver level!!,,7500,10,7,3,,false,false,,,,,,Annual Conference (Lightning Event),3rd - 6th October 2019,Annual Conference (Lightning Event),,,,,,FON-International Association,,,,,93,511,,,
a1h4W00000jxQP2QAM,false,Bronze Annual Conference Sponsor Package,65,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Conference Sponsor Package,,false,false,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a134W000008hIDLQA2,,Show off your association pride by sponsoring our annual conference at the bronze level.,,5000,25,25,0,,false,false,,,,,,Annual Conference (Lightning Event),3rd - 6th October 2019,Annual Conference (Lightning Event),,,,,,FON-International Association,,,,,93,,,,
a1h4W00000jxQOhQAM,false,Silver Annual Symposium Sponsor Package,66,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICnQAM,a154W000008mjoHQAQ,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,10,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,54,54,,,
a1h4W00000jxQOxQAM,false,Bronze Annual Conference Sponsor Package,67,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Conference Sponsor Package,,false,false,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a134W000008hIEeQAM,a154W000008mjtDQAQ,Show off your association pride by sponsoring our annual conference at the bronze level.,,5000,25,25,0,,false,false,,,,,,Annual Meeting (Community Event),1st - 4th December 2021,Annual Meeting (Community Event),,,,,,FON-International Association,,,,,141,233,,,
a1h4W00000jxQOyQAM,false,Gold Annual Conference Sponsor Package,68,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Conference Sponsor Package,,false,false,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a134W000008hIEeQAM,a154W000008mjtEQAQ,Show off your association pride by sponsoring our annual conference at the gold level.,,10000,5,5,0,,false,false,,,,,,Annual Meeting (Community Event),1st - 4th December 2021,Annual Meeting (Community Event),,,,,,FON-International Association,,,,,141,234,,,
a1h4W00000jxQOzQAM,false,Silver Annual Conference Sponsor Package,69,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Conference Sponsor Package,,false,false,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a134W000008hIEeQAM,a154W000008mjtFQAQ,Show off your association pride by sponsoring our annual conference at the silver level.,,7500,10,8,2,,false,false,,,,,,Annual Meeting (Community Event),1st - 4th December 2021,Annual Meeting (Community Event),,,,,,FON-International Association,,,,,141,235,,,
a1h4W00000jxQP3QAM,false,Bronze Annual Symposium Sponsor Package,70,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hIEbQAM,a154W000008mjuIQAQ,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,2019 Annual Symposium (Lightning Event),7th - 8th December 2019,2019 Annual Symposium (Lightning Event),,,,,,FON-International Association,,,,,131,187,,,
a1h4W00000jxQP4QAM,false,Silver Annual Symposium Sponsor Package,71,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hIEbQAM,a154W000008mjuJQAQ,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,2019 Annual Symposium (Lightning Event),7th - 8th December 2019,2019 Annual Symposium (Lightning Event),,,,,,FON-International Association,,,,,131,188,,,
a1h4W00000jxQP5QAM,false,Gold Annual Symposium Sponsor Package,72,2020-08-28T02:16:22.000+0000,2020-09-24T08:30:29.000+0000,2020-09-24T08:30:30.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hIEbQAM,a154W000008mjuKQAQ,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,2019 Annual Symposium (Lightning Event),7th - 8th December 2019,2019 Annual Symposium (Lightning Event),,,,,,FON-International Association,,,,,131,189,,,
