Id,IsDeleted,Name,CreatedDate,LastModifiedDate,SystemModstamp,EventApi__Adjustment_Account__c,EventApi__Assignments_Display_Label__c,EventApi__Business_Group__c,EventApi__Cost__c,EventApi__Defer_Revenue__c,EventApi__Deferred_Revenue_Account__c,EventApi__Deferred_Revenue_Term__c,EventApi__Description__c,EventApi__Discount_Account__c,EventApi__Display_Name__c,EventApi__Display_Order__c,EventApi__Enable_Access_Permissions__c,EventApi__Enable_Assignments__c,EventApi__Event_Category__c,EventApi__Event__c,EventApi__Flex_Day_of_the_Month__c,EventApi__Form__c,EventApi__Image_Path__c,EventApi__Image_URL__c,EventApi__Income_Account__c,EventApi__Interview_Form_Display_Label__c,EventApi__Is_Active__c,EventApi__Is_Contribution__c,EventApi__Is_Tax_Deductible__c,EventApi__Is_Taxable__c,EventApi__Item_Class__c,EventApi__Item__c,EventApi__Line_Description__c,EventApi__Maximum_Number_of_Assignments__c,EventApi__Price__c,EventApi__Quantity_Available__c,EventApi__Quantity_Remaining__c,EventApi__Quantity_Sold__c,EventApi__Refund_Account__c,EventApi__Require_Assignments__c,EventApi__Restrict_Number_of_Assignments__c,EventApi__Revenue_Recognition_Date__c,EventApi__Revenue_Recognition_Rule__c,EventApi__Revenue_Recognition_Term_Rule__c,EventApi__SKU__c,EventApi__Tax_Class__c,ROEApi__Event_Display_Name__c,ROEApi__Event_Duration_Text__c,ROEApi__Event_Name__c,EventApi__AR_Account__c,EventApi__Invoice_Payment_Priority__c,LastViewedDate,LastReferencedDate,EventApi__Adjustment_Account__r.Name,EventApi__Business_Group__r.Name,EventApi__Deferred_Revenue_Account__r.Name,EventApi__Discount_Account__r.Name,EventApi__Event_Category__r.Name,EventApi__Event__r.Name,EventApi__Form__r.Name,EventApi__Income_Account__r.Name,EventApi__Item_Class__r.Name,EventApi__Item__r.Id,EventApi__Refund_Account__r.Name,EventApi__Tax_Class__r.Name,EventApi__AR_Account__r.Name
a1h4W00000jxQOMQA2,false,Silver Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICVQA2,a154W000008mjmvQAA,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,Clone3,,,,,,,,FON-International Association,,,,,,,22aeeb26-d90c-4-Sponsor Class,a154W000008mjmvQAA,,,
a1h4W00000jxQONQA2,false,Bronze Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICYQA2,a154W000008mjn7QAA,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,TEST with Vishal,,,,,,,,FON-International Association,,,,,,,17427ab1-098d-4-Sponsor Class,a154W000008mjn7QAA,,,
a1h4W00000jxQOOQA2,false,Gold Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICYQA2,a154W000008mjn8QAA,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,TEST with Vishal,,,,,,,,FON-International Association,,,,,,,17427ab1-098d-4-Sponsor Class,a154W000008mjn8QAA,,,
a1h4W00000jxQOPQA2,false,Silver Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICYQA2,a154W000008mjn9QAA,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,TEST with Vishal,,,,,,,,FON-International Association,,,,,,,17427ab1-098d-4-Sponsor Class,a154W000008mjn9QAA,,,
a1h4W00000jxQOQQA2,false,Bronze Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICbQAM,a154W000008mjnLQAQ,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,Test 2,,,,,,,,FON-International Association,,,,,,,9f19073b-01e3-4-Sponsor Class,a154W000008mjnLQAQ,,,
a1h4W00000jxQORQA2,false,Gold Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICbQAM,a154W000008mjnMQAQ,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,Test 2,,,,,,,,FON-International Association,,,,,,,9f19073b-01e3-4-Sponsor Class,a154W000008mjnMQAQ,,,
a1h4W00000jxQOSQA2,false,Silver Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICbQAM,a154W000008mjnNQAQ,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,Test 2,,,,,,,,FON-International Association,,,,,,,9f19073b-01e3-4-Sponsor Class,a154W000008mjnNQAQ,,,
a1h4W00000jxQOTQA2,false,Bronze Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICeQAM,a154W000008mjnZQAQ,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,TEST with Vishal 2,,,,,,,,FON-International Association,,,,,,,24512543-e33d-4-Sponsor Class,a154W000008mjnZQAQ,,,
a1h4W00000jxQOUQA2,false,Gold Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICeQAM,a154W000008mjnaQAA,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,TEST with Vishal 2,,,,,,,,FON-International Association,,,,,,,24512543-e33d-4-Sponsor Class,a154W000008mjnaQAA,,,
a1h4W00000jxQOVQA2,false,Silver Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICeQAM,a154W000008mjnbQAA,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,TEST with Vishal 2,,,,,,,,FON-International Association,,,,,,,24512543-e33d-4-Sponsor Class,a154W000008mjnbQAA,,,
a1h4W00000jxQOWQA2,false,Bronze Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hIChQAM,a154W000008mjnnQAA,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,test2,,,,,,,,FON-International Association,,,,,,,1c2636d9-9e0d-4-Sponsor Class,a154W000008mjnnQAA,,,
a1h4W00000jxQOXQA2,false,Gold Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hIChQAM,a154W000008mjnoQAA,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,test2,,,,,,,,FON-International Association,,,,,,,1c2636d9-9e0d-4-Sponsor Class,a154W000008mjnoQAA,,,
a1h4W00000jxQOYQA2,false,Silver Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hIChQAM,a154W000008mjnpQAA,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,test2,,,,,,,,FON-International Association,,,,,,,1c2636d9-9e0d-4-Sponsor Class,a154W000008mjnpQAA,,,
a1h4W00000jxQOZQA2,false,Bronze Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICkQAM,a154W000008mjo1QAA,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,,,6ca4e34a-f522-4-Sponsor Class,a154W000008mjo1QAA,,,
a1h4W00000jxQOaQAM,false,Gold Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICkQAM,a154W000008mjo2QAA,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,5,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,,,6ca4e34a-f522-4-Sponsor Class,a154W000008mjo2QAA,,,
a1h4W00000jxQObQAM,false,Silver Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICkQAM,a154W000008mjo3QAA,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,10,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,,,6ca4e34a-f522-4-Sponsor Class,a154W000008mjo3QAA,,,
a1h4W00000jxQOcQAM,false,Bronze Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICnQAM,a154W000008mjoIQAQ,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,,,d016497a-063a-4-Sponsor Class,a154W000008mjoIQAQ,,,
a1h4W00000jxQOdQAM,false,Gold Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICnQAM,a154W000008mjoJQAQ,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,5,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,,,d016497a-063a-4-Sponsor Class,a154W000008mjoJQAQ,,,
a1h4W00000jxQOeQAM,false,Silver Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICnQAM,a154W000008mjoKQAQ,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,10,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,,,d016497a-063a-4-Sponsor Class,a154W000008mjoKQAQ,,,
a1h4W00000jxQOfQAM,false,Bronze Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICnQAM,a154W000008mjoFQAQ,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,,,d016497a-063a-4-Sponsor Class,a154W000008mjoFQAQ,,,
a1h4W00000jxQOgQAM,false,Gold Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICnQAM,a154W000008mjoGQAQ,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,5,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,,,d016497a-063a-4-Sponsor Class,a154W000008mjoGQAQ,,,
a1h4W00000jxQOiQAM,false,Bronze Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICyQAM,a154W000008mjocQAA,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,,,e2c2fc96-a5a4-4-Sponsor Class,a154W000008mjocQAA,,,
a1h4W00000jxQOjQAM,false,Gold Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICyQAM,a154W000008mjodQAA,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,5,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,,,e2c2fc96-a5a4-4-Sponsor Class,a154W000008mjodQAA,,,
a1h4W00000jxQOkQAM,false,Silver Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICyQAM,a154W000008mjoeQAA,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,10,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,,,e2c2fc96-a5a4-4-Sponsor Class,a154W000008mjoeQAA,,,
a1h4W00000jxQOlQAM,false,Bronze Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hID1QAM,a154W000008mjofQAA,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,symp,,,,,,,,FON-International Association,,,,,,,1bed559f-0324-4-Sponsor Class,a154W000008mjofQAA,,,
a1h4W00000jxQOmQAM,false,Gold Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hID1QAM,a154W000008mjogQAA,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,symp,,,,,,,,FON-International Association,,,,,,,1bed559f-0324-4-Sponsor Class,a154W000008mjogQAA,,,
a1h4W00000jxQOnQAM,false,Silver Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hID1QAM,a154W000008mjohQAA,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,symp,,,,,,,,FON-International Association,,,,,,,1bed559f-0324-4-Sponsor Class,a154W000008mjohQAA,,,
a1h4W00000jxQNwQAM,false,Bronze Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICDQA2,a154W000008mjlRQAQ,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,Test wed,,,,,,,,FON-International Association,,,,,,,8a0190a8-a404-4-Sponsor Class,a154W000008mjlRQAQ,,,
a1h4W00000jxQNxQAM,false,Gold Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICDQA2,a154W000008mjlSQAQ,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,Test wed,,,,,,,,FON-International Association,,,,,,,8a0190a8-a404-4-Sponsor Class,a154W000008mjlSQAQ,,,
a1h4W00000jxQNyQAM,false,Silver Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICDQA2,a154W000008mjlTQAQ,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,Test wed,,,,,,,,FON-International Association,,,,,,,8a0190a8-a404-4-Sponsor Class,a154W000008mjlTQAQ,,,
a1h4W00000jxQP0QAM,false,Gold Annual Conference Sponsor Package,2020-08-28T02:16:22.000+0000,2020-09-23T11:22:22.000+0000,2020-09-23T11:22:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Gold Annual Conference Sponsor Package,,false,false,,a1Y4W000002bRxyUAE,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a134W000008hIDLQA2,,Show off your association pride by sponsoring our annual conference at the gold level.,,10000,5,-3,8,,false,false,,,,,,Annual Conference (Lightning Event),3rd - 6th October 2019,Annual Conference (Lightning Event),,,,,,FON-International Association,,,,FON-Annual Conference (Lightning Event),,,lte1-Sponsor Class,,,,
a1h4W00000jxQP1QAM,false,Silver Annual Conference Sponsor Package,2020-08-28T02:16:22.000+0000,2020-09-23T11:19:19.000+0000,2020-09-23T11:19:19.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Conference Sponsor Package,,false,false,,a1Y4W000002bRxyUAE,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a134W000008hIDLQA2,a154W000008mjprQAA,Show off your association pride by sponsoring our annual conference at the silver level!!,,7500,10,7,3,,false,false,,,,,,Annual Conference (Lightning Event),3rd - 6th October 2019,Annual Conference (Lightning Event),,,,,,FON-International Association,,,,FON-Annual Conference (Lightning Event),,,lte1-Sponsor Class,a154W000008mjprQAA,,,
a1h4W00000jxQP2QAM,false,Bronze Annual Conference Sponsor Package,2020-08-28T02:16:22.000+0000,2020-09-23T11:21:48.000+0000,2020-09-23T11:21:48.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Conference Sponsor Package,,false,false,,a1Y4W000002bRxyUAE,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a134W000008hIDLQA2,,Show off your association pride by sponsoring our annual conference at the bronze level.,,5000,25,25,0,,false,false,,,,,,Annual Conference (Lightning Event),3rd - 6th October 2019,Annual Conference (Lightning Event),,,,,,FON-International Association,,,,FON-Annual Conference (Lightning Event),,,lte1-Sponsor Class,,,,
a1h4W00000jxQOhQAM,false,Silver Annual Symposium Sponsor Package,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000008hICnQAM,a154W000008mjoHQAQ,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,10,0,,false,false,,,,,,ctest,,,,,,,,FON-International Association,,,,,,,d016497a-063a-4-Sponsor Class,a154W000008mjoHQAQ,,,
a1h4W00000jxQOxQAM,false,Bronze Annual Conference Sponsor Package,2020-08-28T02:16:22.000+0000,2020-09-23T11:17:17.000+0000,2020-09-23T11:17:17.000+0000,,,a0o4W00000MOvweQAD,,false,,,,,Bronze Annual Conference Sponsor Package,,false,false,,a1Y4W000002bRxsUAE,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a134W000008hIEeQAM,a154W000008mjtDQAQ,Show off your association pride by sponsoring our annual conference at the bronze level.,,5000,25,25,0,,false,false,,,,,,Annual Meeting (Community Event),1st - 4th December 2021,Annual Meeting (Community Event),,,,,,FON-International Association,,,,FON-Annual Meeting (Community Event),,,e7995bb2-8699-4-Sponsor Class,a154W000008mjtDQAQ,,,
