Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,EventApi__Section__c,EventApi__Is_Assigned__c,EventApi__Seat_Number__c,EventApi__Section__r.External_Id__c
a284W00000MsuH0QAJ,false,SEAT-00000236,135,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZCUA4,false,7,3
a284W00000MsuH1QAJ,false,SEAT-00000237,136,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZCUA4,false,8,3
a284W00000MsuH2QAJ,false,SEAT-00000238,137,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZDUA4,false,1,4
a284W00000MsuH3QAJ,false,SEAT-00000239,138,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZDUA4,false,2,4
a284W00000MsuH4QAJ,false,SEAT-00000240,139,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZDUA4,false,3,4
a284W00000MsuHTQAZ,false,SEAT-00000265,140,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZGUA4,false,4,7
a284W00000MsuHUQAZ,false,SEAT-00000266,141,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZGUA4,false,5,7
a284W00000MsuH5QAJ,false,SEAT-00000241,142,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZDUA4,false,4,4
a284W00000MsuH6QAJ,false,SEAT-00000242,143,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZDUA4,false,5,4
a284W00000MsuH7QAJ,false,SEAT-00000243,144,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZDUA4,false,6,4
a284W00000MsuH8QAJ,false,SEAT-00000244,145,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZDUA4,false,7,4
a284W00000MsuH9QAJ,false,SEAT-00000245,146,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZDUA4,false,8,4
a284W00000MsuHAQAZ,false,SEAT-00000246,147,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZEUA4,false,1,5
a284W00000MsuHBQAZ,false,SEAT-00000247,148,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZEUA4,false,2,5
a284W00000MsuHCQAZ,false,SEAT-00000248,149,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZEUA4,false,3,5
a284W00000MsuHDQAZ,false,SEAT-00000249,150,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZEUA4,false,4,5
a284W00000MsuHEQAZ,false,SEAT-00000250,151,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZEUA4,false,5,5
a284W00000MsuHFQAZ,false,SEAT-00000251,152,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZEUA4,false,6,5
a284W00000MsuHGQAZ,false,SEAT-00000252,153,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZEUA4,false,7,5
a284W00000MsuHHQAZ,false,SEAT-00000253,154,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZEUA4,false,8,5
a284W00000MsuHIQAZ,false,SEAT-00000254,155,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZFUA4,false,1,6
a284W00000MsuHJQAZ,false,SEAT-00000255,156,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZFUA4,false,2,6
a284W00000MsuHKQAZ,false,SEAT-00000256,157,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZFUA4,false,3,6
a284W00000MsuHLQAZ,false,SEAT-00000257,158,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZFUA4,false,4,6
a284W00000MsuHMQAZ,false,SEAT-00000258,159,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZFUA4,false,5,6
a284W00000MsuHNQAZ,false,SEAT-00000259,160,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZFUA4,false,6,6
a284W00000MsuHOQAZ,false,SEAT-00000260,161,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZFUA4,false,7,6
a284W00000MsuHPQAZ,false,SEAT-00000261,162,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZFUA4,false,8,6
a284W00000MsuHQQAZ,false,SEAT-00000262,163,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZGUA4,false,1,7
a284W00000MsuHRQAZ,false,SEAT-00000263,164,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZGUA4,false,2,7
a284W00000MsuHSQAZ,false,SEAT-00000264,165,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZGUA4,false,3,7
a284W00000MsuHVQAZ,false,SEAT-00000267,166,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZGUA4,false,6,7
a284W00000MsuHWQAZ,false,SEAT-00000268,167,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZGUA4,false,7,7
a284W00000MsuIwQAJ,false,SEAT-00000163,168,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,22,13
a284W00000MsuIxQAJ,false,SEAT-00000164,169,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,23,13
a284W00000MsuIyQAJ,false,SEAT-00000165,170,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,24,13
a284W00000MsuIzQAJ,false,SEAT-00000166,171,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,25,13
a284W00000MsuJ0QAJ,false,SEAT-00000167,172,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,26,13
