Name,OrderApi__Active_Assignments__c,OrderApi__Assignment_Inventory__c,OrderApi__Assignment_SObject__c,OrderApi__Assignments_Display_Label__c,OrderApi__Available_Inventory__c,OrderApi__Business_Group__c,OrderApi__Defer_Revenue__c,OrderApi__Deferred_Revenue_Account__c,OrderApi__Deferred_Revenue_Term__c,OrderApi__Description__c,OrderApi__Disable_Scheduling__c,OrderApi__Enable_Assignment_Inventory__c,OrderApi__Enable_Assignments__c,OrderApi__Enable_Item_Class_Inventory__c,OrderApi__Flex_Day_of_the_Month__c,OrderApi__Interview_Form_Display_Label__c,OrderApi__Is_Active__c,OrderApi__Is_Contribution__c,OrderApi__Is_Downloadable__c,OrderApi__Is_Event__c,OrderApi__Is_Inventoried__c,OrderApi__Is_Publication__c,OrderApi__Is_Service__c,OrderApi__Is_Shipping_Carrier__c,OrderApi__Is_Subscription__c,OrderApi__Is_Tax_Deductible__c,OrderApi__Is_Tax__c,OrderApi__Is_Taxable__c,OrderApi__Refresh__c,OrderApi__Require_Assignments__c,OrderApi__Require_Shipping__c,OrderApi__Revenue_Recognition_Date__c,OrderApi__Revenue_Recognition_Rule__c,OrderApi__Revenue_Recognition_Term_Rule__c,OrderApi__Shipping_GL_Account__c,OrderApi__Sold_Inventory__c,OrderApi__Subscription_Plan_Display_Label__c,OrderApi__Use_Default_Tax_Rate__c,EventApi__Event__c,EventApi__Is_Event_Session__c,EventApi__Is_Schedule_Item_Class__c,EventApi__Is_Sponsor_Class__c,EventApi__Is_Ticket_Type_Class__c,Errors,Id
bbc09a1d-3c34-4-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,true,false,,a19R0000003TaC0IAK
bbc09a1d-3c34-4-Schedule Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,true,false,false,,a19R0000003TaC1IAK
bbc09a1d-3c34-4-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,true,false,,a19R0000003TaC2IAK
1fdc8e23-a5ad-4-Ticket Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,false,true,,a19R0000003TaC3IAK
1fdc8e23-a5ad-4-Schedule Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,true,false,false,,a19R0000003TaC4IAK
1fdc8e23-a5ad-4-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,true,false,,a19R0000003TaC5IAK
1fdc8e23-a5ad-4-Schedule Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,true,false,false,,a19R0000003TaC6IAK
1fdc8e23-a5ad-4-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,true,false,,a19R0000003TaC7IAK
c98fef75-d097-4-Schedule Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,true,false,false,,a19R0000003TaC8IAK
c98fef75-d097-4-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,true,false,,a19R0000003TaC9IAK
c98fef75-d097-4-Schedule Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,true,false,false,,a19R0000003TaCAIA0
c98fef75-d097-4-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,true,false,,a19R0000003TaCBIA0
hc1-Ticket Class,14,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,14,,false,,false,false,false,true,,a19R0000003TaCCIA0
hc1-Schedule Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,true,false,false,,a19R0000003TaCDIA0
hc1-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,true,false,,a19R0000003TaCEIA0
FON-Tax Class,,,,,,a0sR0000004M9vaIAC,false,,,"Class to group all US taxes - State and, potentially, City",false,false,false,false,,,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,,,161,,false,,false,false,false,false,,a19R0000003TaCFIA0
FON-Fedex Shipping Carrier,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,,,,54,,false,,false,false,false,false,,a19R0000003TaCGIA0
FON-Merchandise Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,,,,,253,,false,,false,false,false,false,,a19R0000003TaCHIA0
FON-Publication Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,,,,,40,,false,,false,false,false,false,,a19R0000003TaCIIA0
FON-Donation Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,,,,,19,,false,,false,false,false,false,,a19R0000003TaCJIA0
FON-Individual Memberships,,,OrderApi__Subscription__c,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,,,,,227,,false,,false,false,false,false,,a19R0000003TaCKIA0
FON-Magazine Subscriptions,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,,,,,1,,false,,false,false,false,false,,a19R0000003TaCLIA0
FON-Credentials,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,11,,false,,false,false,false,false,,a19R0000003TaCMIA0
9232a9a8-1b9e-4-Ticket Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,false,true,,a19R0000003TaCNIA0
FON-Organizational Memberships,117,,OrderApi__Subscription__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,,,,,69,,false,,false,false,false,false,,a19R0000003TaCOIA0
7c703f39-8c5c-4-Ticket Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,false,true,,a19R0000003TaCPIA0
7c703f39-8c5c-4-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,true,false,,a19R0000003TaCQIA0
8b5032bc-8f05-4-Ticket Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,false,true,,a19R0000003TaCRIA0
8b5032bc-8f05-4-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,true,false,,a19R0000003TaCSIA0
FON-Booths,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,8,,false,,false,false,false,false,,a19R0000003TaCTIA0
b96c16d1-d3ec-4-Ticket Class,5,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,3,,false,a1mR0000001R1zRIAS,false,false,false,true,,a19R0000003TaCUIA0
b96c16d1-d3ec-4-Schedule Class,15,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,15,,false,a1mR0000001R1zRIAS,false,true,false,false,,a19R0000003TaCVIA0
b96c16d1-d3ec-4-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,a1mR0000001R1zRIAS,false,false,true,false,,a19R0000003TaCWIA0
b4d8a98e-6e1f-4-Ticket Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,false,true,,a19R0000003TaCXIA0
d7fe8bbe-4d9c-4-Ticket Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,false,true,,a19R0000003TaCYIA0
7657092c-a54d-4-Ticket Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,false,true,,a19R0000003TaCZIA0
7657092c-a54d-4-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,true,false,,a19R0000003TaCaIAK
b62b8540-9949-4-Ticket Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,false,true,,a19R0000003TaCbIAK
b62b8540-9949-4-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,true,false,,a19R0000003TaCcIAK
634cafee-d2d3-4-Ticket Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,false,false,false,true,,a19R0000003TaCdIAK
FON- UPS Shipping Carrier,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,,,,0,,false,,false,false,false,false,,a19R0000003TaCeIAK
e7995bb2-8699-4-Ticket Class,10,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,10,,false,a1mR0000001R1zOIAS,false,false,false,true,,a19R0000003TaCfIAK
e7995bb2-8699-4-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,a1mR0000001R1zOIAS,false,false,true,false,,a19R0000003TaCgIAK
21d5dd27-3ef4-4-Ticket Class,4,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,4,,false,a1mR0000001R1zPIAS,false,false,false,true,,a19R0000003TaChIAK
21d5dd27-3ef4-4-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,a1mR0000001R1zPIAS,false,false,true,false,,a19R0000003TaCiIAK
7f059649-31a9-4-Ticket Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,a1mR0000001R1zQIAS,false,false,false,true,,a19R0000003TaCjIAK
7f059649-31a9-4-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,a1mR0000001R1zQIAS,false,false,true,false,,a19R0000003TaCkIAK
8f5a4386-74bf-4-Ticket Class,5,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,0,,false,a1mR0000001R1zSIAS,false,false,false,true,,a19R0000003TaClIAK
8f5a4386-74bf-4-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,a1mR0000001R1zSIAS,false,false,true,false,,a19R0000003TaCmIAK
2ced61d0-b82d-4-Ticket Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,a1mR0000001R1zTIAS,false,false,false,true,,a19R0000003TaCnIAK
2ced61d0-b82d-4-Sponsor Class,,,,,,a0sR0000004M9vaIAC,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,a1mR0000001R1zTIAS,false,false,true,false,,a19R0000003TaCoIAK
e7995bb2-8699-4-Schedule Class,13,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,13,,false,a1mR0000001R1zOIAS,false,true,false,false,,a19R0000003TaCpIAK
7f059649-31a9-4-Schedule Class,,,EventApi__Attendee__c,,,a0sR0000004M9vaIAC,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,a1mR0000001R1zQIAS,false,true,false,false,,a19R0000003TaCqIAK
